FileName,instrumental_intensity
FKS0131308122159,2.06
FKS0131309090904,1.11
FKS0131309130449,2.35
FKS0131309190744,2.71
FKS0131309200225,4.21
FKS0131309270737,2.34
FKS0131310020108,1.68
FKS0131310111722,2.17
FKS0131310120243,2.22
FKS0131310171332,1.89
FKS0131310201007,1.89
FKS0131310301222,2.44
FKS0131311031425,1.71
FKS0131311042247,1.39
FKS0131311100738,2.62
FKS0131311191410,2.04
FKS0131311220458,1.91
FKS0131312030626,1.09
FKS0131312050343,1.81
FKS0131312160434,1.4
FKS0131312250741,1.71
FKS0131312311003,2.97
FKS0131401012339,2.25
FKS0131401090357,1.3
FKS0131402081134,2.15
FKS0131403061453,1.42
FKS0131403171803,1.68
FKS0131404131816,2.55
FKS0131404250843,1.05
FKS0131405032239,0.93
FKS0131406040222,1.82
FKS0131406070858,1.46
FKS0131406090610,1.82
FKS0131406160319,2
FKS0131406160514,3.77
FKS0131407101758,1.75
FKS0131407120422,2.93
FKS0131407201025,1.72
FKS0131408261123,1.91
FKS0131408310544,1.74
FKS0131409242145,2.51
FKS0131409242231,2.87
FKS0131411230145,1.25
FKS0131412022052,0.99
FKS0131412030100,2.51
FKS0131412201830,2.58
FKS0131412250806,1.84
FKS0131412312323,1.6
FKS0131501220805,1.39
FKS0131501231811,1.54
FKS0131503122002,1.47
FKS0131503272132,1.35
FKS0131504161638,1.9
FKS0131505031303,2.68
FKS0131505132245,1.75
FKS0131505151230,2.57
FKS0131505251428,2.37
FKS0131506190935,1.44
FKS0131506220530,1.24
FKS0131507301716,2.2
FKS0131508052056,2.17
FKS0131508061822,3.11
FKS0131508282346,2.32
FKS0131509070145,1.39
FKS0131509121145,1.55
FKS0131510211504,3.72
FKS0131511191239,2.25
FKS0131511191833,2.62
FKS0131511200815,1.67
FKS0131511201544,0.99
FKS0131511220820,1.89
FKS0131512080122,1.22
FKS0131601150429,2.3
FKS0131601250213,1.29
FKS0131602040259,1.2
FKS0131602071009,2.24
FKS0131602192213,1.89
FKS0131604180824,1.29
FKS0131604202119,2.25
FKS0131605162123,2.53
FKS0131605232317,1.16
FKS0131607090954,1.79
FKS0131607200725,1.85
FKS0131607272347,3.31
FKS0131608131256,0.98
FKS0131608150349,1.07
FKS0131608151604,3.15
FKS0131608192107,2.35
FKS0131609092053,1.98
FKS0131609092318,0.9
FKS0131611120643,2.33
FKS0131611220559,4.35
FKS0131611220651,1.82
FKS0131611221038,1.74
FKS0131611222304,3.97
FKS0131611240623,3.62
FKS0131701050044,3.67
FKS0131701050253,3.25
FKS0131701061509,1.06
FKS0131701081315,1.87
FKS0131701110906,1.04
FKS0131701181719,1.2
FKS0131702110639,1.48
FKS0131702270003,2.69
FKS0131702281649,3.64
FKS0131703011543,1.62
FKS0131703051904,2.15
FKS0131703120457,2.81
FKS0131704090720,2.16
FKS0131704200213,1.37
FKS0131704200446,1.38
FKS0131704231909,1.64
FKS0131706190551,3.69
FKS0131707072148,3.02
FKS0131707090336,1.74
FKS0131707200911,2.65
FKS0131708020202,2.97
FKS0131708260420,3.53
FKS0131708271126,2.5
FKS0131709171824,1.55
FKS0131709200518,1.88
FKS0131709281611,1.24
FKS0131710011025,2.33
FKS0131710030401,1.12
FKS0131710062356,4.3
FKS0131710070000,2.18
FKS0131710192150,1.84
FKS0131711022231,1.94
FKS0131711032138,2.4
FKS0131711171002,2.16
FKS0131712060022,1.64
FKS0131801242255,1.24
FKS0131802181901,1.4
FKS0131802260128,3.35
FKS0131804041637,1.18
FKS0131807170434,1.88
FKS0131807192052,1.27
FKS0131807291533,1.28
FKS0131807311742,3.45
FKS0131808081807,2.43
FKS0131808110611,2.62
FKS0131808250217,1.22
FKS0131809050511,3.34
FKS0131809110427,0.92
FKS0131809141435,1.89
FKS0131809141726,0.88
FKS0131809190901,1.99
FKS0131809240005,0.91
FKS0131809280432,1.95
FKS0131810021228,1.27
FKS0131810221947,1.92
FKS0131810260336,2.1
FKS0131810270908,1.55
FKS0131810282346,0.89
FKS0131810292125,0.65
FKS0131811232330,2.62
FKS0131811270833,2.13
FKS0131812081054,2.89
FKS0131812121750,2.07
FKS0131812312310,1.26
FKS0141001081559,0.73
FKS0141002221853,2.05
FKS0141003132146,2.28
FKS0141003141708,2.32
FKS0141003310618,1.52
FKS0141006131233,2.73
FKS0141008030731,2.38
FKS0141008042311,0.22
FKS0141009291700,1.95
FKS0141009300123,0.97
FKS0141011242009,1.43
FKS0141101010801,1.41
FKS0141101171614,0.59
FKS0141102101211,0.95
FKS0141102102203,1.69
FKS0141102131214,0.6
FKS0141103111741,2.47
FKS0141103122215,2.39
FKS0141103141002,3.06
FKS0141103141552,2.16
FKS0141103161252,2.51
FKS0141103162239,1.7
FKS0141103172155,2.05
FKS0141103190849,2.65
FKS0141103210454,0.46
FKS0141103230712,2.57
FKS0141103230734,2.7
FKS0141103230736,2.87
FKS0141103231855,0.96
FKS0141103240856,1.51
FKS0141103262311,0.84
FKS0141103302219,2.17
FKS0141104021408,0.71
FKS0141104021656,2.07
FKS0141104021922,2.24
FKS0141104022338,0.8
FKS0141104062156,1.92
FKS0141104071140,1.87
FKS0141104080547,1.02
FKS0141104081157,1.2
FKS0141104110636,2.25
FKS0141104110900,1.42
FKS0141104111726,2.08
FKS0141104111758,2.27
FKS0141104111805,2.53
FKS0141104111836,1.94
FKS0141104112042,3.74
FKS0141104112205,2
FKS0141104120021,2.44
FKS0141104120043,2.14
FKS0141104120057,1.86
FKS0141104120218,1.01
FKS0141104120703,1.71
FKS0141104120848,1.98
FKS0141104121407,3.79
FKS0141104121426,1.58
FKS0141104121748,2.11
FKS0141104131008,3.01
FKS0141104131452,0.66
FKS0141104140643,1.17
FKS0141104140735,2.8
FKS0141104141209,2.44
FKS0141104142002,1.57
FKS0141104142046,1.32
FKS0141104161119,3.09
FKS0141104170521,1.09
FKS0141104172310,0.48
FKS0141104180047,1.62
FKS0141104181108,1.2
FKS0141104230025,2.01
FKS0141104262112,1.69
FKS0141104301406,2.14
FKS0141105032257,1.17
FKS0141105051920,2.72
FKS0141105081353,1.18
FKS0141105181624,1.14
FKS0141105182048,0.91
FKS0141105182232,1.07
FKS0141105242049,1.28
FKS0141105261956,1.5
FKS0141105271704,1.27
FKS0141105281114,1.52
FKS0141105291323,1.31
FKS0141106021447,1.63
FKS0141106040100,2.39
FKS0141106091938,1.7
FKS0141106121709,1.23
FKS0141106182031,1.7
FKS0141106242347,0.94
FKS0141106251606,2
FKS0141107042000,0.99
FKS0141107051651,1.27
FKS0141107080335,2.48
FKS0141107152101,1.84
FKS0141107161417,0.93
FKS0141107170955,1.34
FKS0141107201100,1.28
FKS0141107250351,2.24
FKS0141107310354,3.58
FKS0141108071233,1.64
FKS0141108120322,3.1
FKS0141108141638,0.75
FKS0141108161916,2.34
FKS0141108220639,1.99
FKS0141108220705,1.11
FKS0141108230704,0.68
FKS0141108231727,0.2
FKS0141108271135,1.14
FKS0141108271405,0.65
FKS0141109101500,1.75
FKS0141109130242,0.73
FKS0141109151700,1.84
FKS0141109161103,0.59
FKS0141109212230,2.87
FKS0141109230459,0.73
FKS0141109231715,1.43
FKS0141109271256,0.42
FKS0141109291905,2
FKS0141110101146,2.08
FKS0141110191605,1.03
FKS0141110200613,0.84
FKS0141110200621,1.33
FKS0141110251254,0.93
FKS0141110260208,1.44
FKS0141111050045,1.74
FKS0141111191907,1.38
FKS0141111201023,2.08
FKS0141111201026,1.85
FKS0141111240424,1.89
FKS0141111282333,1.07
FKS0141112100023,1.06
FKS0141112190220,1.4
FKS0141112220510,1
FKS0141112241514,0.9
FKS0141112251236,0.48
FKS0141112310811,2.67
FKS0141201071943,1.13
FKS0141201121220,2.16
FKS0141201232045,2.28
FKS0141201241707,0.9
FKS0141201281421,1.82
FKS0141202191454,2.05
FKS0141202281420,1.8
FKS0141202291800,1.84
FKS0141203010732,2.82
FKS0141203100225,2.74
FKS0141203142105,2.34
FKS0141203172024,1.96
FKS0141204012304,2.91
FKS0141204122351,1.62
FKS0141204131910,1.96
FKS0141204132112,0.85
FKS0141204292117,1.01
FKS0141205081443,0.7
FKS0141205100702,1.56
FKS0141205181719,1.38
FKS0141206011748,1.19
FKS0141206281452,1.86
FKS0141207031132,0.84
FKS0141207041503,0.54
FKS0141207060204,1.08
FKS0141207060824,0.79
FKS0141207160431,1.08
FKS0141207251031,0.63
FKS0141208111930,0.53
FKS0141208172037,1.06
FKS0141208260337,2.29
FKS0141208312326,1.34
FKS0141210020627,1.2
FKS0141210070843,0.62
FKS0141210170944,0.54
FKS0141210241605,1.3
FKS0141210241656,0.41
FKS0141211080854,1.68
FKS0141211091252,1.93
FKS0141212031357,1.16
FKS0141212061917,0.88
FKS0141212130103,0.55
FKS0141212151327,1.85
FKS0141212151446,1.36
FKS0141212210031,0.73
FKS0141212281630,0.98
FKS0141212291619,1.91
FKS0141301042253,0.86
FKS0141301141554,1.21
FKS0141301280342,2.32
FKS0141301312353,1.16
FKS0141302091343,2.1
FKS0141302241355,1.37
FKS0141302251623,1.73
FKS0141303180653,2.42
FKS0141303211434,2.12
FKS0141304142225,1.91
FKS0141304251616,1.03
FKS0141305132259,2.15
FKS0141305151835,2.08
FKS0141306041733,1.05
FKS0141307231202,1.37
FKS0141308041229,1.95
FKS0141308100756,1.7
FKS0141309090904,1.28
FKS0141309130449,1.6
FKS0141309190744,1.29
FKS0141309200225,3.08
FKS0141309302237,1.35
FKS0141310120243,2.11
FKS0141310201007,1.67
FKS0141310301222,1.31
FKS0141311191410,0.94
FKS0141312160434,0.17
FKS0141312311003,2.37
FKS0141401012339,1.29
FKS0141401090357,1.95
FKS0141402081134,1.25
FKS0141403061453,0.7
FKS0141406040222,1.39
FKS0141406070858,0.67
FKS0141406160514,2.81
FKS0141407101758,2.57
FKS0141407161724,0.88
FKS0141411201051,2.02
FKS0141412201830,1.82
FKS0141501231811,1.61
FKS0141501260720,1.12
FKS0141504161638,1.41
FKS0141505031303,1.45
FKS0141505132245,1.63
FKS0141505151230,2.19
FKS0141505251428,2.27
FKS0141505300106,1.41
FKS0141508061822,3.13
FKS0141508140513,2.22
FKS0141508282346,1.54
FKS0141509060853,1.7
FKS0141509070145,1.54
FKS0141509121145,1.4
FKS0141510211504,2.88
FKS0141511191833,1.79
FKS0141511200815,2.39
FKS0141511201544,1.26
FKS0141511220820,1.95
FKS0141601150429,2.27
FKS0141602071009,3.04
FKS0141602141529,1.43
FKS0141603221434,1.56
FKS0141604180824,1.6
FKS0141605162123,1.71
FKS0141605232317,1.38
FKS0141605281810,1.74
FKS0141606101316,1.66
FKS0141607090954,1.33
FKS0141607171324,0.95
FKS0141607191628,1.23
FKS0141607200725,1.33
FKS0141607272347,3.17
FKS0141608151604,1.99
FKS0141608192107,2.05
FKS0141609071328,1.63
FKS0141609092053,1.82
FKS0141609092318,1.7
FKS0141610201150,1.49
FKS0141611220559,3.62
FKS0141611222304,2.5
FKS0141611240623,2.38
FKS0141701050044,2.8
FKS0141701050253,2.05
FKS0141701110906,0.7
FKS0141701181719,1.27
FKS0141702110605,1.69
FKS0141702270003,3.05
FKS0141702281649,2.81
FKS0141704120310,0.9
FKS0141704200446,1.44
FKS0141706190551,1.63
FKS0141707072148,1.79
FKS0141708020202,4.45
FKS0141708260420,1.99
FKS0141708271126,2.93
FKS0141710011025,2.76
FKS0141710030401,2.06
FKS0141710062356,3.45
FKS0141710070000,1.18
FKS0141710192150,1.95
FKS0141711022231,2.37
FKS0141711032138,2.8
FKS0141711171002,1.06
FKS0141712020012,1.38
FKS0141712060022,2.9
FKS0141802181901,1.61
FKS0141802260128,2.26
FKS0141802270808,1.19
FKS0141803300817,3.02
FKS0141805051543,1.9
FKS0141806201042,1.12
FKS0141807170434,1.85
FKS0141807170443,0.65
FKS0141807192052,1.43
FKS0141807311742,2.08
FKS0141808081807,1.5
FKS0141808110611,2
FKS0141808250217,1.41
FKS0141809050511,2.61
FKS0141809141435,2.08
FKS0141809141726,1.53
FKS0141809190901,1.51
FKS0141809240005,1.27
FKS0141810021228,1.33
FKS0141811232330,2.67
FKS0141811270833,1.88
FKS0141811282015,1.26
FKS0141812081054,2.26
FKS0141812121750,1.93
FKS0141812211313,1.57
FKS0151001081559,1.1
FKS0151002221853,1.5
FKS0151003132146,2.36
FKS0151003141708,2.17
FKS0151006131233,1.94
FKS0151008030731,0.91
FKS0151009291202,1.63
FKS0151009291700,2.22
FKS0151009300123,1.22
FKS0151009302147,0.83
FKS0151011050731,0.99
FKS0151011242009,1.52
FKS0151101010801,0.95
FKS0151102102203,1.17
FKS0151103111741,2.67
FKS0151103122215,2
FKS0151103141002,2.55
FKS0151103141552,1.97
FKS0151103161252,2.5
FKS0151103172155,2.11
FKS0151103191856,2.95
FKS0151103221819,2.27
FKS0151103230712,2.25
FKS0151103230734,2
FKS0151103230736,2.58
FKS0151103231855,1.11
FKS0151103302219,2.16
FKS0151104021656,1.5
FKS0151104021922,1.48
FKS0151104062156,1.4
FKS0151104071140,1.4
FKS0151104081157,1.23
FKS0151104090039,0.91
FKS0151104110636,2.54
FKS0151104111351,1.08
FKS0151104111726,2.46
FKS0151104111758,2.75
FKS0151104111836,1.31
FKS0151104112042,3.75
FKS0151104112205,2.36
FKS0151104120021,1.83
FKS0151104120043,1.71
FKS0151104120057,1.75
FKS0151104120218,0.87
FKS0151104120703,1.26
FKS0151104120848,1.41
FKS0151104121407,3.89
FKS0151104121426,1.62
FKS0151104121748,1.7
FKS0151104121915,0.81
FKS0151104130347,1.6
FKS0151104131008,2.27
FKS0151104131452,0.5
FKS0151104140643,0.59
FKS0151104140735,1.82
FKS0151104141209,1.75
FKS0151104142002,1.53
FKS0151104142024,0.96
FKS0151104142046,0.76
FKS0151104161119,2.36
FKS0151104161629,0.77
FKS0151104180333,0.62
FKS0151104191553,1.45
FKS0151104192134,1.22
FKS0151104192310,2.08
FKS0151104200950,1.34
FKS0151104210029,0.94
FKS0151104230025,2.21
FKS0151104241909,1.49
FKS0151104271255,0.87
FKS0151105011148,1
FKS0151105051920,1.63
FKS0151105060204,1.01
FKS0151105060737,1.15
FKS0151105181624,0.5
FKS0151105182048,0.87
FKS0151105242049,1.43
FKS0151105261956,1.13
FKS0151105271704,1.81
FKS0151105281114,1.28
FKS0151105291323,1.15
FKS0151106021447,0.93
FKS0151106040100,1.66
FKS0151106052016,0.8
FKS0151106091938,1.76
FKS0151106181339,1.78
FKS0151106251606,1.53
FKS0151107042000,2.18
FKS0151107080335,2.48
FKS0151107170955,0.61
FKS0151107291958,0.87
FKS0151107310354,3.31
FKS0151108071233,0.86
FKS0151108120322,2.94
FKS0151108161916,1.34
FKS0151108191436,2.68
FKS0151108220639,1.43
FKS0151108271135,0.41
FKS0151109101500,1.41
FKS0151109130242,1.02
FKS0151109161103,0.88
FKS0151109212230,2.51
FKS0151110101146,2.63
FKS0151110191605,0.83
FKS0151110200613,1.68
FKS0151110200621,1.3
FKS0151110260208,0.77
FKS0151111050045,0.72
FKS0151111191907,1.08
FKS0151111201023,1.81
FKS0151111201026,1.5
FKS0151112100023,0.69
FKS0151112190220,1.25
FKS0151112241514,0.87
FKS0151112251236,0.86
FKS0151112310811,2.16
FKS0151201071943,1.24
FKS0151201121220,1.72
FKS0151201232045,2.05
FKS0151202191454,1.31
FKS0151202281420,1.9
FKS0151203010732,2.51
FKS0151203100225,2.15
FKS0151203172024,1.19
FKS0151204012304,2.52
FKS0151204122351,1.51
FKS0151204131910,1.61
FKS0151204292117,1
FKS0151206281452,2.14
FKS0151207031132,1.65
FKS0151207041503,0.43
FKS0151207060204,1.7
FKS0151208172037,1.46
FKS0151208260337,2.37
FKS0151208312326,1.13
FKS0151210020627,1.49
FKS0151210241605,1.32
FKS0151211080854,0.93
FKS0151212151327,2.15
FKS0151301102148,1.09
FKS0151301280342,1.57
FKS0151301312353,0.81
FKS0151302091343,1.75
FKS0151302241355,0.9
FKS0151303180653,1.71
FKS0151303211434,1.06
FKS0151304142225,2.14
FKS0151304251616,1.4
FKS0151305132259,1.84
FKS0151305151835,1.74
FKS0151307231202,2.1
FKS0151308100756,1.19
FKS0151309130449,1.86
FKS0151309190744,1.48
FKS0151309200225,3.18
FKS0151309302237,1.13
FKS0151310120243,1.67
FKS0151310201007,1.07
FKS0151310301222,1.62
FKS0151311191410,1.12
FKS0151312311003,2.29
FKS0151401012339,1.04
FKS0151404131816,1.62
FKS0151406040222,1.06
FKS0151406160514,2.4
FKS0151407101758,1.46
FKS0151407161724,0.85
FKS0151408310544,0.37
FKS0151409242145,1.94
FKS0151409242231,2.51
FKS0151412030100,0.59
FKS0151412312323,1.27
FKS0151504161638,0.7
FKS0151505151230,1.09
FKS0151507301716,0.43
FKS0151508061822,2.84
FKS0151508140513,1.32
FKS0151508282346,1.36
FKS0151509060853,0.41
FKS0151509121145,1.34
FKS0151510211504,2.7
FKS0151511191833,1.92
FKS0151601150429,1.68
FKS0151602071009,1.65
FKS0151603221434,0.61
FKS0151607191628,0.52
FKS0151607272347,3.07
FKS0151608151604,1.9
FKS0151608192107,1.52
FKS0151609071328,0.86
FKS0151611220559,3.68
FKS0151611222304,2.92
FKS0151701050044,2.65
FKS0151701050253,1.86
FKS0151702270003,1.3
FKS0151702281649,2.9
FKS0151706190551,1.35
FKS0151707072148,1.54
FKS0151708020202,3.22
FKS0151708260420,1.38
FKS0151708271126,1.95
FKS0151710011025,2.33
FKS0151710030401,0.96
FKS0151710062356,2.91
FKS0151711022231,1.55
FKS0151711032138,1.72
FKS0151712060022,0.67
FKS0151803300817,2.43
FKS0151807311742,2
FKS0151808081807,1.52
FKS0151808110611,1.34
FKS0151809050511,2.32
FKS0151809141435,1.28
FKS0151809190901,0.81
FKS0151811232330,1.29
FKS0151812081054,1.3
FKS0151812121750,1.47
FKS0161001081559,1.7
FKS0161002210957,1.85
FKS0161002221853,2.48
FKS0161003132146,3.23
FKS0161003141708,3.45
FKS0161003310618,1.77
FKS0161006131233,3.62
FKS0161008042311,1.05
FKS0161009291202,2.29
FKS0161009291700,3.51
FKS0161009300123,2.37
FKS0161009302147,2.13
FKS0161010010824,1.31
FKS0161101010801,1.75
FKS0161101120101,2.29
FKS0161102101211,1.55
FKS0161102102203,2.98
FKS0161102131214,1.2
FKS0161102261857,1.43
FKS0161102270038,2.13
FKS0161103120359,2.74
FKS0161103120445,2.97
FKS0161103121014,2.51
FKS0161103122215,3.92
FKS0161103130309,2.27
FKS0161103141518,2.89
FKS0161103141552,3.56
FKS0161103161314,3.3
FKS0161103162239,1.85
FKS0161103172155,3.86
FKS0161103190849,2.22
FKS0161103191856,3.65
FKS0161103210454,2.69
FKS0161103230734,3.55
FKS0161103230736,3.57
FKS0161103231855,1.83
FKS0161103240533,1.75
FKS0161103262311,1.28
FKS0161103291954,3.17
FKS0161104010221,2.01
FKS0161104021408,1.88
FKS0161104021656,2.17
FKS0161104021922,1.9
FKS0161104022338,2.06
FKS0161104032157,2.53
FKS0161104050544,2.1
FKS0161104051808,0.99
FKS0161104062156,2.38
FKS0161104071140,2.18
FKS0161104080547,2.48
FKS0161104081157,2.34
FKS0161104090039,2.81
FKS0161104091801,1.67
FKS0161104110245,2.62
FKS0161104110636,3.74
FKS0161104111716,5.23
FKS0161104111726,3.07
FKS0161104111758,3.37
FKS0161104111805,3.16
FKS0161104111836,2.76
FKS0161104112042,4.28
FKS0161104112205,3.03
FKS0161104120021,2.02
FKS0161104120043,2.94
FKS0161104120055,1.47
FKS0161104120057,2.19
FKS0161104120218,2.12
FKS0161104120221,1.39
FKS0161104120503,1.98
FKS0161104120703,2.68
FKS0161104120848,2.72
FKS0161104121407,4.74
FKS0161104121426,2.14
FKS0161104121748,2.32
FKS0161104130402,2.05
FKS0161104131452,1.28
FKS0161104140643,1.16
FKS0161104141209,2.8
FKS0161104142002,2.13
FKS0161104142024,2.47
FKS0161104150500,1.48
FKS0161104152244,1.63
FKS0161104161629,2.07
FKS0161104170519,2
FKS0161104171438,1.69
FKS0161104180047,3.05
FKS0161104180333,1.76
FKS0161104181108,1.58
FKS0161104191553,1.61
FKS0161104192134,1.74
FKS0161104200429,1.82
FKS0161104200950,2.23
FKS0161104210029,1.93
FKS0161104220111,3.69
FKS0161104230025,3.61
FKS0161104232331,1.93
FKS0161104271255,1.47
FKS0161104281828,3.39
FKS0161104301406,3.28
FKS0161105011148,2.41
FKS0161105011226,1.7
FKS0161105032257,1.63
FKS0161105051920,2.16
FKS0161105060204,2.17
FKS0161105072024,1.72
FKS0161105081353,2.08
FKS0161105091953,1.3
FKS0161105100838,1.73
FKS0161105131726,1.64
FKS0161105140836,3.35
FKS0161105170053,2.48
FKS0161105182048,2.4
FKS0161105182232,2.15
FKS0161105201628,2.99
FKS0161105211924,1.74
FKS0161105242049,2.43
FKS0161105250536,1.75
FKS0161105271704,3.13
FKS0161105281114,2.47
FKS0161105291323,1.38
FKS0161105310436,2.03
FKS0161106040100,3.68
FKS0161106052016,1.81
FKS0161106091938,2.68
FKS0161106120509,2.73
FKS0161106181339,2.41
FKS0161106181812,1.38
FKS0161106182031,3.47
FKS0161106231722,2.14
FKS0161106242347,2.08
FKS0161106250022,1.51
FKS0161106251606,2.02
FKS0161106260638,1.46
FKS0161107042000,3.07
FKS0161107070015,2.16
FKS0161107080335,3.86
FKS0161107170955,1.55
FKS0161107250351,3.65
FKS0161107291059,1.66
FKS0161108062345,1.09
FKS0161108071233,1.68
FKS0161108120322,4.41
FKS0161108152231,1.5
FKS0161108191436,4.19
FKS0161108220639,1.57
FKS0161108220705,2.44
FKS0161108222121,2.48
FKS0161108230026,2.32
FKS0161108231727,1.86
FKS0161108260809,1.87
FKS0161108300322,1.58
FKS0161109101500,1.85
FKS0161109151700,3.08
FKS0161109161103,1.58
FKS0161109290418,1.61
FKS0161109291905,2.47
FKS0161110010637,1.79
FKS0161110101146,3.64
FKS0161110192246,2.17
FKS0161110200613,2.21
FKS0161110200621,2.25
FKS0161110260208,2.87
FKS0161111191907,1.42
FKS0161111201023,2.66
FKS0161111240424,3.33
FKS0161111262009,1.8
FKS0161111282333,1.57
FKS0161112251236,2.5
FKS0161201052213,0.82
FKS0161201071943,3.32
FKS0161201121220,3.46
FKS0161201232045,4.1
FKS0161201262122,1.08
FKS0161202091609,1.64
FKS0161202141522,2.34
FKS0161202191454,2.26
FKS0161202281420,2.29
FKS0161202291800,3.37
FKS0161203010732,3.26
FKS0161203012350,1.23
FKS0161203100225,2.99
FKS0161203110040,1.77
FKS0161203172024,1.36
FKS0161203252222,2.7
FKS0161204012304,4.03
FKS0161204122351,3.23
FKS0161204131910,3.18
FKS0161204292117,2.12
FKS0161205022333,1.37
FKS0161205181719,1.97
FKS0161206011748,2.11
FKS0161206210856,1.91
FKS0161206241330,0.91
FKS0161206281452,3.86
FKS0161207031132,2.35
FKS0161207060204,2.49
FKS0161207060824,1.57
FKS0161207160431,1.78
FKS0161208111930,2.32
FKS0161208210143,2.77
FKS0161209251155,1.74
FKS0161210170944,0.98
FKS0161210241605,2.17
FKS0161211030734,3.2
FKS0161211080854,1.67
FKS0161211091252,2.01
FKS0161212061618,1.23
FKS0161212061917,1.14
FKS0161212151327,3.63
FKS0161212151446,2.68
FKS0161212210031,2.23
FKS0161212291619,3.46
FKS0161212300805,2.04
FKS0161301280342,2.69
FKS0161301312353,1.7
FKS0161302091343,2.41
FKS0161302241355,2
FKS0161303180653,2.7
FKS0161303211434,2.49
FKS0161304060501,2.44
FKS0161304142225,2.96
FKS0161304211927,2.04
FKS0161305132259,1.88
FKS0161306041733,2.41
FKS0161306050936,0.91
FKS0161307200139,2.63
FKS0161307231202,2.43
FKS0161308041229,2.74
FKS0161308100756,2.82
FKS0161308122159,1.69
FKS0161309130449,3.07
FKS0161309190744,2.11
FKS0161309200225,4.17
FKS0161309270737,1.39
FKS0161309302237,2.11
FKS0161310020108,1.31
FKS0161310120243,2.31
FKS0161310171332,1.41
FKS0161310201007,1.66
FKS0161310301222,2.81
FKS0161311100738,2.29
FKS0161312050343,2.48
FKS0161312160434,1.23
FKS0161312311003,2.72
FKS0161401012339,2.09
FKS0161402080218,2.46
FKS0161402081134,2.44
FKS0161403171803,1.82
FKS0161403302012,1.91
FKS0161404131816,2.56
FKS0161406040222,2.19
FKS0161406070858,1.6
FKS0161406160319,2.86
FKS0161406160514,4.21
FKS0161407101758,1.77
FKS0161407120422,3.48
FKS0161407161724,1.77
FKS0161407201025,2.81
FKS0161408291819,1.33
FKS0161409161228,2.67
FKS0161409242145,2.66
FKS0161409242231,2.75
FKS0161411201051,3.09
FKS0161412030100,1.5
FKS0161501220805,1.48
FKS0161501231811,2.88
FKS0161503122002,1.79
FKS0161504161638,1.52
FKS0161505031303,2.49
FKS0161505151230,3.21
FKS0161505251428,2.79
FKS0161505300106,1.66
FKS0161506190935,1.88
FKS0161507301716,0.93
FKS0161508052056,2.91
FKS0161508061822,3.46
FKS0161508140513,2.96
FKS0161508282346,1.98
FKS0161509070145,1.84
FKS0161509120549,1.86
FKS0161509121145,2.06
FKS0161510211504,4.36
FKS0161511072245,1.68
FKS0161511191239,1.8
FKS0161511191833,2.54
FKS0161511200815,2.14
FKS0161511220820,1.78
FKS0161601150429,2.69
FKS0161602071009,1.88
FKS0161602141529,1.72
FKS0161602192213,1.94
FKS0161603221434,1.46
FKS0161604180824,1.92
FKS0161604202119,2.41
FKS0161605162123,2.16
FKS0161606101316,1.61
FKS0161606270757,2.57
FKS0161607090954,2.34
FKS0161607200725,1.96
FKS0161607272347,3.66
FKS0161607280519,0.85
FKS0161608151604,3.37
FKS0161608192107,2.95
FKS0161609092053,2.25
FKS0161611220559,4.65
FKS0161611220651,2.3
FKS0161611221038,2.19
FKS0161611222304,3.55
FKS0161701050044,3.55
FKS0161701050253,3.05
FKS0161701081315,2.02
FKS0161701110906,1.41
FKS0161701181719,0.89
FKS0161702110605,3.25
FKS0161702262354,2.41
FKS0161702270003,3.21
FKS0161702281649,3.35
FKS0161703120457,2.48
FKS0161704090720,1.75
FKS0161704120310,1.54
FKS0161704200446,2.03
FKS0161706190551,2.03
FKS0161707031127,0.8
FKS0161707072148,2.51
FKS0161707090336,1.41
FKS0161707200911,3.21
FKS0161708020202,3.31
FKS0161708050755,0.87
FKS0161708260420,3.02
FKS0161708271126,2.34
FKS0161709200518,2.32
FKS0161710030401,1.29
FKS0161710062356,4.41
FKS0161710192150,2.02
FKS0161711022231,2.94
FKS0161711032138,1.75
FKS0161711171002,2.12
FKS0161712060022,1.07
FKS0161801240232,2.02
FKS0161801261207,0.88
FKS0161802181901,1.69
FKS0161802260128,3.24
FKS0161803300817,3.09
FKS0161805051543,2.03
FKS0161806201042,1.76
FKS0161807170434,1.51
FKS0161807311742,3.39
FKS0161808081807,3.43
FKS0161808110611,2.8
FKS0161809050511,3.32
FKS0161809190901,1.88
FKS0161809240005,1.41
FKS0161809280432,1.54
FKS0161810021228,1.64
FKS0161810221947,2.51
FKS0161810260336,2.13
FKS0161811232330,3.36
FKS0161811270833,2.31
FKS0161811282015,1.23
FKS0161812121750,2.53
FKS0161812211313,1.58
FKS0171001081559,1.55
FKS0171002221853,1.87
FKS0171003132146,3.82
FKS0171006011349,1.58
FKS0171006131233,3.46
FKS0171007041503,1.23
FKS0171008030731,3.05
FKS0171009291202,1.65
FKS0171009291700,2.93
FKS0171009300123,2.71
FKS0171011050731,1.83
FKS0171101010801,2.24
FKS0171101120101,1.48
FKS0171102101211,0.7
FKS0171102102203,2.76
FKS0171102270038,2.11
FKS0171103111741,3.68
FKS0171103120359,2.33
FKS0171103120634,2.47
FKS0171103121014,1.82
FKS0171103122215,3.59
FKS0171103130309,1.66
FKS0171103130825,3.09
FKS0171103141002,2.49
FKS0171103141518,2.12
FKS0171103141552,3.3
