FileName,instrumental_intensity
AKT0141406150231,1.53
AKT0141407050742,1.51
AKT0141505130613,2.73
AKT0141507100333,1.79
AKT0141611120643,1.49
AKT0141709082223,3.19
AKT0141805070501,0.67
AKT0151003010708,1.67
AKT0151104190414,1.94
AKT0151108302244,1.03
AKT0151406150231,1.91
AKT0151709082223,2.4
AKT0161103122343,2.71
AKT0161103241721,3.22
AKT0161104011949,2.25
AKT0161104072332,4.72
AKT0161104190414,3.24
AKT0161105272233,2.45
AKT0161106230651,3.25
AKT0161107231334,2.74
AKT0161108302244,1.17
AKT0161109181228,2.28
AKT0161111100743,2.85
AKT0161206180532,2.75
AKT0161208300405,2.01
AKT0161210060119,1.94
AKT0161210251932,1.77
AKT0161212040531,2.68
AKT0161304172103,2.06
AKT0161307101422,2.15
AKT0161308041229,2.87
AKT0161404030822,2.45
AKT0161406081424,2.08
AKT0161406150231,2.88
AKT0161505130613,3.29
AKT0161507100333,2.5
AKT0161610161637,2.34
AKT0161611120643,2.3
AKT0161709082223,4.17
AKT0161709270522,2.12
AKT0161804122237,1.21
AKT0161805070501,1.69
AKT0161810260336,2.27
AKT0171003010708,1.23
AKT0171006030739,1.27
AKT0171007040433,2.17
AKT0171010082116,1.07
AKT0171103112037,2.51
AKT0171103120447,2.33
AKT0171103121953,2
AKT0171103122343,1.86
AKT0171103241721,2.1
AKT0171103280724,2.4
AKT0171103311615,1.57
AKT0171104012058,1.47
AKT0171104072332,4.25
AKT0171104091842,1.64
AKT0171104190414,0.99
AKT0171105272233,0.91
AKT0171107231334,1.71
AKT0171203272000,3.26
AKT0171208300405,1.33
AKT0171304172103,1.31
AKT0171307101422,1.48
AKT0171404030822,1.55
AKT0171406150231,2.06
AKT0171412301923,0.49
AKT0171505130613,2.46
AKT0171611120643,1.42
AKT0171709082223,2.12
AKT0171805070501,1.13
AKT0171810260336,1.41
AKT0181003010708,1.16
AKT0181103120447,2.46
AKT0181103241721,2.48
AKT0181103252036,1.41
AKT0181103311615,1.6
AKT0181104012058,1.56
AKT0181104072332,3.75
AKT0181107231334,1.61
AKT0181203272000,2.77
AKT0181206180532,1.79
AKT0181208300405,1.11
AKT0181304172103,0.99
AKT0181308041229,1.82
AKT0181404030822,1.54
AKT0181406150231,1.48
AKT0181505130613,2.57
AKT0181611120643,1.15
AKT0181709082223,1.92
AKT0191003010708,1.05
AKT0191006030739,1.81
AKT0191006111218,1.51
AKT0191007040433,1.9
AKT0191010082116,1.68
AKT0191103280724,2
AKT0191103311615,1.35
AKT0191104072332,3.64
AKT0191105272233,1.92
AKT0191107231334,1.47
AKT0191203272000,2.86
AKT0191208300405,1.12
AKT0191307101422,1.08
AKT0191406150231,1.76
AKT0191505130613,2.05
AKT0191611120643,1.02
AKT0191701282240,1.68
AKT0191709082223,2.34
AKT0191805070501,1.6
AKT0201101031345,1.73
AKT0201406150231,1.38
AKT0211103120447,3.17
AKT0211104011949,2.95
AKT0211106041233,1.24
AKT0211106230651,1.65
AKT0211210060119,2.67
AKT0211507100333,1.73
AKT0211607162212,0.81
AKT0211611021433,2.73
AKT0211707241115,1.09
AKT0221103112037,2.46
AKT0221103120447,2.35
AKT0221103122343,2.02
AKT0221103241721,1.76
AKT0221104011949,1.68
AKT0221105272233,2.37
AKT0221107231334,1.78
AKT0221203272000,2.36
AKT0221206180532,1.52
AKT0221210060119,2.55
AKT0221404030822,1.55
AKT0221406150231,1.62
AKT0221505130613,2.27
AKT0221611021433,1.35
AKT0221709082223,1.68
AKT0221805070501,0.58
AKT0231003141708,2.12
AKT0231006030739,2.42
AKT0231006071401,1.26
AKT0231007040433,3.13
AKT0231007270831,1.72
AKT0231010082116,2.39
AKT0231103120447,2.59
AKT0231103121519,1.79
AKT0231103121953,2.86
AKT0231103122343,2.22
AKT0231103130825,2.39
AKT0231103241721,2.96
AKT0231103252036,1.78
AKT0231103280724,2.89
AKT0231103311615,1.9
AKT0231104011949,1.31
AKT0231104012058,1.55
AKT0231104072332,4.36
AKT0231104091842,1.52
AKT0231106231935,1.3
AKT0231107231334,2.06
AKT0231108191436,1.95
AKT0231112101508,1.09
AKT0231203272000,3.09
AKT0231206180532,1.92
AKT0231208290250,1.11
AKT0231208300405,1.77
AKT0231210251932,1.34
AKT0231212211707,1.34
AKT0231212292359,1.11
AKT0231304172103,1.64
AKT0231308041229,2.2
AKT0231404030822,1.49
AKT0231406150231,2.08
AKT0231502261011,1.09
AKT0231505130613,2.73
AKT0231507100333,2.13
AKT0231610161637,2
AKT0231611120643,1.76
AKT0231709082223,1.85
AKT0231805070501,1.73
AKT0231810260336,1.65
AOM0011006280603,1.88
AOM0011009131448,1.83
AOM0011103120447,2.51
AOM0011204270341,0.98
AOM0011205240002,2.54
AOM0011407251318,1.34
AOM0011408101243,1.49
AOM0011506081501,1.84
AOM0011511011249,1.33
AOM0011601141225,3.5
AOM0011606161421,2.99
AOM0011801241951,1.75
AOM0021001241619,1.41
AOM0021006280603,1.39
AOM0021009131448,2.07
AOM0021103120447,2.87
AOM0021103171314,1.98
AOM0021105041441,1.25
AOM0021107260758,1.44
AOM0021205240002,2.43
AOM0021208171624,1.12
AOM0021311151100,1.3
AOM0021406090751,1.72
AOM0021408101243,2.35
AOM0021410140625,1.32
AOM0021502171346,1.44
AOM0021506081501,1.91
AOM0021507100333,2.4
AOM0021601141225,3.08
AOM0021605251422,1.38
AOM0021606161421,3.06
AOM0021801241951,2.27
AOM0021803091816,0.91
AOM0021807020227,0.87
AOM0031001241619,1.96
AOM0031006280603,2.29
AOM0031009131448,3.33
AOM0031105041441,1.89
AOM0031110071151,1.77
AOM0031204270341,1.92
AOM0031205240002,3.78
AOM0031208171624,1.41
AOM0031208252316,2.8
AOM0031311151100,2.29
AOM0031408101243,2.99
AOM0031410140625,0.73
AOM0031502171346,1.92
AOM0031506081501,3.38
AOM0031506230035,2.04
AOM0031507100333,2.26
AOM0031509261849,1.45
AOM0031510180947,1
AOM0031511011249,1.9
AOM0031601141225,4.24
AOM0031701220311,1.25
AOM0031703080108,1.64
AOM0031709270522,2.12
AOM0031801241951,2.94
AOM0031807020227,1.75
AOM0031807022053,1.79
AOM0031809060308,3.84
AOM0031809060611,2.58
AOM0031809112225,1.48
AOM0031809301754,1.75
AOM0041001241619,2.06
AOM0041002022248,0.52
AOM0041006142146,0.83
AOM0041006280603,2.11
AOM0041009131448,2.77
AOM0041105041441,1.13
AOM0041106230651,3.17
AOM0041110071151,1.47
AOM0041111241925,2.07
AOM0041203191156,1.41
AOM0041204270341,1.67
AOM0041205240002,3.31
AOM0041207031353,0.78
AOM0041208171624,1.52
AOM0041208252316,1.77
AOM0041308071651,0.87
AOM0041311151100,2.02
AOM0041311280246,1.44
AOM0041406090751,1.13
AOM0041407251318,1.65
AOM0041408101243,2.74
AOM0041408201157,1.23
AOM0041506081501,2.51
AOM0041506230035,1.47
AOM0041506261938,1.09
AOM0041507100333,1.66
AOM0041509180642,1.47
AOM0041510180947,1.02
AOM0041511011249,1.67
AOM0041601141225,3.5
AOM0041605251422,1.22
AOM0041606161421,1
AOM0041607191311,1.29
AOM0041701030624,0.87
AOM0041701220311,0.93
AOM0041703080108,1.43
AOM0041801241951,2.23
AOM0041807020227,1.5
AOM0041807101356,1.34
AOM0041809060308,2.65
AOM0041809112225,1.02
AOM0041810091316,0.58
AOM0041811201510,1.42
AOM0051001241619,1.76
AOM0051009131448,3.23
AOM0051105041441,1.77
AOM0051106230651,3.82
AOM0051106250239,1.66
AOM0051203191156,1.65
AOM0051204270341,2.04
AOM0051205240002,4.09
AOM0051207031353,1.21
AOM0051308071651,1.27
AOM0051406090751,1.64
AOM0051407251318,2.08
AOM0051408101243,3.41
AOM0051506081501,2.87
AOM0051506230035,1.96
AOM0051507100333,2.31
AOM0051511011249,1.95
AOM0051601141225,3.93
AOM0051606161421,1.79
AOM0051701220311,1.49
AOM0051709270522,2.43
AOM0051801241951,3.1
AOM0051807020227,1.94
AOM0051807022053,1.99
AOM0051811201510,1.61
AOM0061006280603,2.78
AOM0061009131448,3.06
AOM0061010112310,1.79
AOM0061103171314,2.71
AOM0061105041441,2.48
AOM0061106230651,3.75
AOM0061111241925,2.32
AOM0061203272000,2.79
AOM0061205240002,3.51
AOM0061207031353,1.12
AOM0061305160846,2.38
AOM0061310241304,1.06
AOM0061311151100,2.43
AOM0061406090751,2.47
AOM0061408101243,3.24
AOM0061410030957,2.01
AOM0061410140625,2.18
AOM0061502171346,2.13
AOM0061506230035,1.77
AOM0061507100333,3.69
AOM0061511011249,1.77
AOM0061601111526,1.31
AOM0061601141225,3.49
AOM0061605251422,2.26
AOM0061606161421,2.54
AOM0061701220311,1.64
AOM0061706102105,1.26
AOM0061709101744,1.89
AOM0061709270522,2.1
AOM0061711050605,1.16
AOM0061807020227,1.92
AOM0061807022053,2.62
AOM0061808242316,1.79
AOM0061809060308,3.19
AOM0061809112225,1.58
AOM0061812031715,2.07
AOM0071001241619,3.59
AOM0071002022248,2.01
AOM0071006142146,1.55
AOM0071006191901,2.33
AOM0071006280603,3.68
AOM0071007301351,1.1
AOM0071009131448,4.1
AOM0071010060735,1.89
AOM0071010112310,1.87
AOM0071010142259,2.83
AOM0071012061630,3.13
AOM0071012151637,2
AOM0071103171314,3.36
AOM0071104011949,2.51
AOM0071104190226,1.45
AOM0071105041441,3.01
AOM0071105170714,1.5
AOM0071106020139,1.63
AOM0071106222329,2.75
AOM0071106230651,4.52
AOM0071106250239,2.84
AOM0071107260758,2.54
AOM0071107311420,1.7
AOM0071108010236,2.67
AOM0071108012244,3.09
AOM0071108051953,2.16
AOM0071108170435,2.9
AOM0071109170426,3.27
AOM0071109170608,2.97
AOM0071109170741,2.79
AOM0071109181939,3.56
AOM0071110071151,3
AOM0071111241925,3.51
AOM0071112201526,2.28
AOM0071201141858,1.94
AOM0071201280922,2.8
AOM0071201282144,2.31
AOM0071203051524,2.47
AOM0071203191156,3.04
AOM0071203261133,1.97
AOM0071203272000,3.56
AOM0071204212329,1.89
AOM0071204270341,2.93
AOM0071204300002,2.48
AOM0071205100928,2.15
AOM0071205240002,4.72
AOM0071207042229,1.68
AOM0071208171624,2.77
AOM0071208221033,1.94
AOM0071208252316,3.54
AOM0071304111205,2.18
AOM0071305160846,2.29
AOM0071306201049,1.98
AOM0071306250812,1.72
AOM0071307101422,1.66
AOM0071307260405,2.07
AOM0071308071651,2.35
AOM0071310241304,2.15
AOM0071311151100,3.51
AOM0071311280246,2.58
AOM0071312260343,1.83
AOM0071312271931,2.6
AOM0071401161012,2.19
AOM0071403291639,2.05
AOM0071405060800,2.06
AOM0071405192102,1.35
AOM0071406090751,2.85
AOM0071407050742,3.3
AOM0071407081805,2.54
AOM0071407251318,3.17
AOM0071408101243,4.32
AOM0071408201157,1.76
AOM0071408271348,2.14
AOM0071410140625,1.82
AOM0071410271333,1.17
AOM0071502171346,1.6
AOM0071506081501,2.62
AOM0071506230035,1.93
AOM0071506261938,1.13
AOM0071507100333,2.92
AOM0071511011249,1.81
AOM0071601141225,3.05
AOM0071603170115,0.97
AOM0071605241848,1.23
AOM0071606161421,1.41
AOM0071609261413,1.7
AOM0071701220311,1.53
AOM0071703080108,1.55
AOM0071706102105,1.2
AOM0071709270522,1.49
AOM0071712160258,1.38
AOM0071712200449,1.47
AOM0071801241951,2.63
AOM0071807020227,1.85
AOM0071809060308,2.8
AOM0071810091316,1.06
AOM0071811201510,1.62
AOM0071812031715,1.55
AOM0081002022248,0.93
AOM0081006280603,2.57
AOM0081007301351,0.76
AOM0081009131448,2.95
AOM0081010112310,0.91
AOM0081103171314,2.55
AOM0081104192155,1.15
AOM0081105041441,2.1
AOM0081106230651,3.71
AOM0081107311420,0.82
AOM0081110071151,1.56
AOM0081111241925,2.03
AOM0081201280922,2.11
AOM0081204270341,1.74
AOM0081205240002,3.39
AOM0081206031307,0.92
AOM0081207031353,0.98
AOM0081207042229,1.12
AOM0081208171624,2.06
AOM0081301011232,1
AOM0081311151100,2.42
AOM0081311280246,1.43
AOM0081312131325,0.67
AOM0081312260343,0.91
AOM0081312271931,1.95
AOM0081405192102,0.86
AOM0081409101009,1.93
AOM0081410140625,1.49
AOM0081502171346,2.06
AOM0081506081501,2.74
AOM0081506230035,1.82
AOM0081506261938,1.08
AOM0081507100333,2.8
AOM0081509261849,0.64
AOM0081601111526,1.25
AOM0081601141225,3.58
AOM0081603170115,0.92
AOM0081605241848,1.15
AOM0081607162212,1.39
AOM0081607191311,1.45
AOM0081609261413,2.06
AOM0081701030624,1.1
AOM0081701212054,0.98
AOM0081701220311,1.73
AOM0081703080108,1.5
AOM0081706102105,1.17
AOM0081709270522,2.04
AOM0081711050605,0.81
AOM0081712020548,1.56
AOM0081712160258,1.7
AOM0081712200449,1.03
AOM0081801241951,3.05
AOM0081803091816,1.04
AOM0081803121540,0.99
AOM0081805070501,0.81
AOM0081807020227,1.8
AOM0081807022053,1.75
AOM0081808242316,1.88
AOM0081809060308,3.1
AOM0081809112225,1.33
AOM0081810091316,0.73
AOM0091002022248,1.17
AOM0091006191901,1.26
AOM0091006280603,2.07
AOM0091009131448,2.83
AOM0091103171314,2.38
AOM0091104190226,0.61
AOM0091105041441,1.79
AOM0091105080552,1.4
AOM0091106230651,3.5
AOM0091106250239,1.5
AOM0091108170435,1.91
AOM0091109170426,2.09
AOM0091109171634,1.89
AOM0091110071151,1.74
AOM0091111241925,2.28
AOM0091201280922,1.96
AOM0091203051524,1.21
AOM0091203191156,1.64
AOM0091205240002,4.29
AOM0091207031353,1.19
AOM0091207042229,0.93
AOM0091208171624,1.72
AOM0091301081651,1.86
AOM0091302271924,0.71
AOM0091304111205,0.51
AOM0091307260405,0.97
AOM0091308071651,1.15
AOM0091311151100,2.02
AOM0091311280246,1.14
AOM0091312271931,1.47
AOM0091405060800,0.84
AOM0091405192102,0.68
AOM0091406090751,1.24
AOM0091407251318,1.75
AOM0091408101243,2.91
AOM0091410030957,1.91
AOM0091410140625,0.99
AOM0091502171346,1.58
AOM0091506081501,2.48
AOM0091506230035,1.38
AOM0091506261938,1.07
AOM0091510180947,1.21
AOM0091511011249,1.85
AOM0091601141225,3.25
AOM0091603170115,0.61
AOM0091605251422,1.05
AOM0091607191311,1.07
AOM0091609261413,2.03
AOM0091701220311,1.07
AOM0091703080108,1.46
AOM0091709101744,1.57
AOM0091709270522,1.73
AOM0091801241951,2.63
AOM0091807020227,1.59
AOM0091807101356,1.52
AOM0091808051744,0.86
AOM0101001241619,2.17
AOM0101002022248,1.05
AOM0101006191901,2.43
AOM0101006280603,2.84
AOM0101007301351,1.31
AOM0101009131448,3.6
AOM0101010112310,1.31
AOM0101103120447,2.96
AOM0101103171314,3.08
AOM0101104192155,1.73
AOM0101105041441,2.97
AOM0101105080552,2.42
AOM0101106222329,2.31
AOM0101106230651,4.11
AOM0101107311420,1.52
AOM0101108051953,2.18
AOM0101108170435,2.65
AOM0101109170426,2.73
AOM0101111241925,2.75
AOM0101203272000,3.34
AOM0101205240002,4.55
AOM0101207042229,1.64
AOM0101208171624,2.47
AOM0101301081651,2.46
AOM0101305160846,2.44
AOM0101308071651,2.06
AOM0101311151100,2.58
AOM0101311280246,1.73
AOM0101312131325,1.35
AOM0101312260343,1.67
AOM0101312271931,2.45
AOM0101405192102,1.3
AOM0101408101243,4.15
AOM0101409101009,2.75
AOM0101410030957,2.61
AOM0101410140625,2.15
AOM0101502171346,2.51
AOM0101506081501,3
AOM0101507100333,3.66
AOM0101601111526,2.33
AOM0101603170115,1.4
AOM0101605241848,1.71
AOM0101605251422,2.16
AOM0101607162212,2.18
AOM0101701030624,1.45
AOM0101701220311,2.35
AOM0101706102105,1.08
AOM0101709270522,2.76
AOM0101712200449,1.51
AOM0101801241951,3.47
AOM0101803091816,1.81
AOM0101809112225,2.21
AOM0101812031715,2.54
AOM0111001241619,2
AOM0111006191901,1.88
AOM0111006280603,2.66
AOM0111007050656,2.83
AOM0111007301351,1.06
AOM0111009131448,3.54
AOM0111010112310,1.7
AOM0111012061630,2.13
AOM0111103122343,3.04
AOM0111103171314,3.29
AOM0111103202103,2.31
AOM0111103230049,1.97
AOM0111104192155,2.21
AOM0111105041441,3.09
AOM0111105080552,2.53
AOM0111106100316,1.71
AOM0111106142356,2.8
AOM0111106150254,1.19
AOM0111106222329,2.25
AOM0111106230651,4.37
AOM0111106250239,2.17
AOM0111107050106,1.79
AOM0111107082210,1.8
AOM0111107260758,1.73
AOM0111107272349,1.1
AOM0111107311420,1.66
AOM0111108010236,1.99
AOM0111108012244,2.95
AOM0111108051953,2.9
AOM0111108170435,2.84
AOM0111109170426,2.79
AOM0111109170608,2.28
AOM0111110071151,2.08
AOM0111201141858,2.08
AOM0111201280922,2.74
AOM0111201282144,2.8
