FileName,real_PGV_UD_1,real_PGV_UD_2,real_PGV_UD_3,real_PGV_UD_4,real_PGV_UD_5,real_PGV_UD_6,real_PGV_UD_7,real_PGV_UD_8,real_PGV_UD_9,real_PGV_UD_10,real_PGV_UD_11,real_PGV_UD_12,real_PGV_UD_13,real_PGV_UD_14,real_PGV_UD_15,real_PGV_UD_16,real_PGV_UD_17,real_PGV_UD_18,real_PGV_UD_19,real_PGV_UD_20
AIC0122009271313,0.31510746741286,0.31510746741286,0.31510746741286,0.31510746741286,0.31510746741286,0.31510746741286,0.31510746741286,0.31510746741286,0.31510746741286,0.31510746741286,0.31510746741286,0.31510746741286,0.31510746741286,0.31510746741286,0.31510746741286,0.31510746741286,0.31510746741286,0.31510746741286,0.31510746741286,0.31510746741286
AIC0122010190328,0.0303015835072943,0.0303015835072943,0.0303015835072943,0.0303015835072943,0.0303015835072943,0.0303015835072943,0.0303015835072943,0.0393929011564808,0.0393929011564808,0.0450238922769098,0.0589476656218701,0.0589476656218701,0.0589476656218701,0.0589476656218701,0.0589476656218701,0.0589476656218701,0.0589476656218701,0.0589476656218701,0.0589476656218701,0.0589476656218701
AIC0122102180358,0.0195125963210755,0.0240637080127627,0.0279608585544859,0.0279608585544859,0.0279608585544859,0.0555075594590394,0.0817706633941039,0.105360981191052,0.105360981191052,0.105360981191052,0.105360981191052,0.105360981191052,0.105360981191052,0.105360981191052,0.105360981191052,0.105360981191052,0.105360981191052,0.105360981191052,0.105360981191052,0.105360981191052
AIC0131903090108,0.0089886348622325,0.00982478292180913,0.00982478292180913,0.0102909294922866,0.0102909294922866,0.0102909294922866,0.0102909294922866,0.0102909294922866,0.0102909294922866,0.013040370924411,0.013040370924411,0.0312554247453849,0.0386561433394833,0.0386561433394833,0.0386561433394833,0.0386561433394833,0.0386561433394833,0.0386561433394833,0.0386561433394833,0.0386561433394833
AIC0131910020215,0.0214210235527673,0.0214210235527673,0.0214210235527673,0.0214210235527673,0.0214210235527673,0.0214210235527673,0.0214210235527673,0.0374889063658074,0.0384372603189924,0.0384372603189924,0.0384372603189924,0.0384372603189924,0.0384372603189924,0.0384372603189924,0.0384372603189924,0.0384372603189924,0.0384372603189924,0.0384372603189924,0.0384372603189924,0.0384372603189924
AIC0132009271313,0.0339729266096926,0.0470207659324908,0.0770670421808069,0.0770670421808069,0.0770670421808069,0.14903790566086,0.309695535114932,0.309695535114932,0.309695535114932,0.309695535114932,0.309695535114932,0.309695535114932,0.309695535114932,0.309695535114932,0.309695535114932,0.309695535114932,0.309695535114932,0.309695535114932,0.309695535114932,0.309695535114932
AIC0132102180358,0.0196471768393494,0.0196471768393494,0.0196471768393494,0.0196471768393494,0.0196471768393494,0.0285761625307522,0.0441652350307336,0.0441652350307336,0.0441652350307336,0.0441652350307336,0.0441652350307336,0.0441652350307336,0.0441652350307336,0.0441652350307336,0.0441652350307336,0.0441652350307336,0.0441652350307336,0.0441652350307336,0.0441652350307336,0.0441652350307336
AIC0132104050622,0.0391817807698105,0.0391817807698105,0.0391817807698105,0.0391817807698105,0.0391817807698105,0.0699159446703615,0.0699159446703615,0.0699159446703615,0.0699159446703615,0.0699159446703615,0.0699159446703615,0.0699159446703615,0.0699159446703615,0.0699159446703615,0.0699159446703615,0.0699159446703615,0.0699159446703615,0.0699159446703615,0.0699159446703615,0.0699159446703615
AIC0141903090108,0.0389088656623742,0.0389088656623742,0.0389088656623742,0.0389088656623742,0.0389088656623742,0.0389088656623742,0.0389088656623742,0.0389088656623742,0.0389088656623742,0.0389088656623742,0.0485873251110187,0.0563388327147187,0.0563388327147187,0.0563388327147187,0.0563388327147187,0.0563388327147187,0.0563388327147187,0.0563388327147187,0.0563388327147187,0.0563388327147187
AIC0142009271313,0.127312710608082,0.127312710608082,0.127312710608082,0.127312710608082,0.127312710608082,0.127312710608082,0.127312710608082,0.127312710608082,0.355224814019511,0.355224814019511,0.355224814019511,0.355224814019511,0.355224814019511,0.355224814019511,0.355224814019511,0.355224814019511,0.355224814019511,0.355224814019511,0.355224814019511,0.355224814019511
