FileName,real_iv2_total_1,real_iv2_total_2,real_iv2_total_3,real_iv2_total_4,real_iv2_total_5,real_iv2_total_6,real_iv2_total_7,real_iv2_total_8,real_iv2_total_9,real_iv2_total_10,real_iv2_total_11,real_iv2_total_12,real_iv2_total_13,real_iv2_total_14,real_iv2_total_15,real_iv2_total_16,real_iv2_total_17,real_iv2_total_18,real_iv2_total_19,real_iv2_total_20
KGS0321902191710,0.000212381565758031,0.000362535379714679,0.000492346206522677,0.000627288169896667,0.023734759391375,0.0420737874364212,0.0458312120304826,0.0476454022975367,0.0481919972725369,0.0488432255095907,0.0499161770247504,0.0507109533817221,0.0509902251243697,0.0513136767491817,0.0514089511016321,0.0515652789233548,0.0516991207371019,0.051779893642269,0.051870900458933,0.0519125502695808
KGS0321908201720,0.00288963630470475,0.00461342995356515,0.00531026763113392,0.00569919575048349,0.00623794652248538,0.00708216156331954,0.00756379349238998,0.00792228332755297,0.00821807731000495,0.00849363777364905,0.0126516126149054,0.0161086421857603,0.0186687019654667,0.0208487883664361,0.0219664357832088,0.0247132365065745,0.0264175934194479,0.0272950181682199,0.0280268249808948,0.0287061163229139
KGS0321912201831,0.00127614384004075,0.00162632435523284,0.00182942909141305,0.00202166057650849,0.00219156750089704,0.00918250475609562,0.0144890239983641,0.0161903605708712,0.0170089420379072,0.0177844972637132,0.0180596435981074,0.018380023444505,0.0186847365748774,0.018959007419762,0.019127263351146,0.0192163534255298,0.0192962348981109,0.0193541815622148,0.0194082178267826,0.019441617685167
KGS0321912290056,6.1355998075961e-05,9.98089248527791e-05,0.000168224884279717,0.000236191462177142,0.000312927636072693,0.0206711524643373,0.0267133398687972,0.0295973750552202,0.0306790880914549,0.031190076238047,0.0316498430935977,0.0319403589377861,0.0322586066938979,0.0324020651905301,0.0325471029428007,0.0326744030849657,0.0327477087372541,0.0328200748850868,0.0328819849816756,0.0329125118164565
KGS0322004041255,2.05912207762606e-05,9.62418426203685e-05,0.000202815671823737,0.000286355831017037,0.00038292221155717,0.000459355420526319,0.000566784608141529,0.000644546377907614,0.000785611914032679,0.00148755638830211,0.00976709268354385,0.0145623584264223,0.0165422876618264,0.0176939092855241,0.0190744383855045,0.0200748170341158,0.0206481725400058,0.0211511296971327,0.0215338349456751,0.0219474367461628
KGS0322004240619,0.000395398954535191,0.000544322992690812,0.000637201389903515,0.000752167140406233,0.00497600559948153,0.0084965615812682,0.0100320610238592,0.0108252906894835,0.0114683376830119,0.0118195624885792,0.0120150620369385,0.0121685897201401,0.0122615809699892,0.0123734634758948,0.012463111362255,0.01252933275076,0.0125845244225856,0.0126452831035498,0.0126831876012024,0.0127126638933881
KGS0322005191845,0.000734652904439445,0.00205815894833575,0.00269922603972079,0.00317580880388127,0.00361406610451697,0.00632404807018378,0.03958255988722,0.0575191623106122,0.0625327355155478,0.0650097150321684,0.0678801584503942,0.0699258244289572,0.0712709724763625,0.0721254894475529,0.0728376072724246,0.0732536201356871,0.0736571410260785,0.0739660824278851,0.0741358634115148,0.0743394467234505
KGS0332002131255,0.00705830957992389,0.0111853550184808,0.0139667846507347,0.0149096077954469,0.0190546233956574,0.0529639237220114,0.106231089196067,0.115997440281294,0.123298519512936,0.126756100329313,0.131271091339255,0.134146288475411,0.135249563665308,0.136211249461813,0.137377953739565,0.137951514874484,0.138424108888297,0.138757090399823,0.139061132863286,0.139486380911942
KGS0332004041255,8.92168917181809e-05,0.000343228945519419,0.00157200189375729,0.00300016142739979,0.00402728739399627,0.00466738107797008,0.00516663822727872,0.00583864253628207,0.00646527623728136,0.00691848776046272,0.00747857464795694,0.00797366764484012,0.00855284393042166,0.00897735655845468,0.0160435952813567,0.0247592846737579,0.0356881443980877,0.041577095782857,0.0525761327005569,0.0580986002316006
KGS0332005222011,0.00313023706850136,0.00483400098427222,0.00608229934294725,0.00685190543142377,0.00747428609319452,0.00807968509856748,0.0329342738488846,0.0726357507895102,0.0812062480662085,0.0861283897621278,0.0882961637253754,0.0903232849827917,0.0914868745474238,0.0936330707647237,0.0954494149081044,0.0962486786167837,0.0966889195935649,0.097065452537024,0.0974235088224546,0.0976368643740475
KGS0332005230433,0.00844163862859967,0.0132386942611656,0.0173765665959515,0.0251816651258593,0.0338442417720665,0.0480912620072989,0.0586648995868989,0.064959014609198,0.345909180810468,1.01937362207517,1.1590809078838,1.22737912654198,1.27026096365697,1.30204956353019,1.31809979416678,1.33224286864299,1.34902691099065,1.35706316745709,1.36078625581582,1.36721321813158
KGS0332008310600,0.000927669360544463,0.00204807134859739,0.00331041321267227,0.005418587170271,0.00691345308010084,0.00867103978868382,0.0287008949375804,0.0830037564114444,0.107070389578154,0.117307675012518,0.121193521648386,0.1237257670931,0.125634128170794,0.12659192576286,0.129738471597284,0.132176921708056,0.133564885053722,0.134133000501896,0.134769567939395,0.135217198407841
KGS0332009081158,3.92773503003481e-05,0.000125529894378183,0.000401588817225067,0.000772316192203108,0.001332606332749,0.00166014464670016,0.00188411359857577,0.00204236684587472,0.00222257541163841,0.00266799243877952,0.00316388166935112,0.00360454751323001,0.00423143300547943,0.00469485967378963,0.00665227615532193,0.0154575046828122,0.0253856043776264,0.0545417656673795,0.0703274022379024,0.0773300655405808
