FileName,real_AMax_1,real_AMax_2,real_AMax_3,real_AMax_4,real_AMax_5,real_AMax_6,real_AMax_7,real_AMax_8,real_AMax_9,real_AMax_10,real_AMax_11,real_AMax_12,real_AMax_13,real_AMax_14,real_AMax_15,real_AMax_16,real_AMax_17,real_AMax_18,real_AMax_19,real_AMax_20
AIC0011903090108,1.7402805399897,4.16686673577733,3.51263004945432,4.64190569294631,5.22993725943255,5.60730797971125,5.40724826459247,6.53588094053549,6.31776603331421,6.14399884743079,6.70850097789961,6.35522743746849,6.67300638266971,6.84979156875028,6.30579346367506,7.07404034762974,7.0298879411205,6.40509443844484,7.2258785280482,6.83718335343599
AIC0012009271313,0.420536053406417,0.784485323748958,0.839061479405394,1.25160350122214,1.00451343473907,1.48182171800031,1.28505530522523,1.60327520692341,1.3293163423482,1.69741186330561,1.63672138866311,1.64413553950487,1.82833180006903,1.63777165431497,1.49099658559352,1.86687616351871,1.60626229600601,1.82923814587751,1.85407285640092,1.84826616714918
AIC0012010190328,2.24634074043201,2.69242017836239,3.00033161193026,3.63343029880405,3.34197478633746,3.66294938405428,4.11646968265606,3.64509277559309,4.18884664622763,3.73780175683968,3.99195911585242,4.712463836001,4.40993275205775,4.03822554743313,4.4606338743273,4.78812421745874,4.43079813721766,4.07730842523854,4.68040774309422,4.80588157857294
AIC0021903090108,2.15837254365787,2.56993289925975,3.05455237659736,2.82328712572564,3.00011722883996,3.57543865042573,4.07742445803937,4.12211050704422,4.72992081285384,3.89797814583639,4.2494861272625,4.64888907646292,4.70765129113131,4.45224071489242,4.70913233384878,4.29270592154276,4.40974879533635,4.82088507359474,4.56710884253825,4.73164479539471
AIC0022009271313,0.781512654416153,0.805108382113808,0.871839701853245,0.957808765620947,1.17857710151862,0.920897823905297,1.14286732536625,1.23419580233228,1.23054899124749,1.31434997972669,1.28514698961947,1.30031907903683,1.35372277395624,1.45770187760753,1.54543409185838,1.61357580576487,1.53439346924506,1.52344133782041,1.39780784616954,1.51273304099141
AIC0031903090108,0.260973310816463,0.470136697724737,0.824160496006458,0.924578657460097,1.20034680180181,2.13113989643987,2.72768614986251,2.88338711235379,3.10340916385873,2.98939712434058,2.96755976143721,2.82078683154644,2.80377700346585,2.7612661971979,2.82159092488959,2.92514302361381,3.05930186952727,3.14138342064157,3.07698139264319,2.94454777313185
AIC0032006171503,0.0992675401082973,0.156158480324708,0.195676640757814,0.437719973391507,0.51224152567537,0.596300363730399,0.726691866439664,0.887334694034568,0.821025042560533,0.867301720540433,0.931027998125205,0.887189216717179,1.05780450434624,1.07386666940082,0.978926723611558,1.10956847461834,1.13253086951802,1.18749437332672,1.229775075362,1.20338715758577
AIC0032010190328,0.42269844742047,0.642285478733567,0.730226357534545,0.868451683272151,1.15655792263189,2.11998600497871,2.14300291608486,2.47995675878097,2.93142842801469,2.77929779288716,2.85981148925454,2.94546963946269,3.01891597606659,3.02404084387936,3.08027310352676,3.13893479803433,3.03204857817222,3.04710849058535,3.02486235010397,3.19566839998068
AIC0041903090108,1.39756780156006,1.79023651139718,3.16696298331536,2.92540928104586,3.29997288960645,3.41557854618238,3.29661356294165,5.06587388487954,7.29570772703771,7.48975847043913,7.80469189048294,6.86490621297483,7.7835385199352,8.12523222805673,8.52513388189367,8.335223638823,7.39428687518742,8.01767041979509,8.22451482719159,8.26785595056343
AIC0042009271313,0.747842845229831,1.67041631775886,1.77726167338581,1.86208605747405,2.43772310777605,2.2041970792734,2.59730518615306,3.18941119574088,2.8796050997037,3.05439039403761,3.30942225165822,3.73271584746508,4.29978287865408,3.82345002885184,3.56363787882143,3.9581702547294,4.19168362356639,3.41299696450971,4.09392406090981,4.31054944113523
AIC0042010190328,1.37717917923821,2.03749933750848,1.8415829488818,2.22928177107762,2.51299736510355,2.28570398420542,3.33216877878606,4.01418545103063,4.70535305739248,4.41929218513968,5.33538615764492,4.73970801933386,5.54286929048923,5.50607264035156,5.05660399799436,6.03928374387121,5.17404333740299,6.00076597087503,5.72554224306763,5.72495781881277
AIC0042102180358,0.450926714666596,0.759359823883871,0.903967875854347,1.1011072706055,1.18962262006639,1.54057324197423,2.60432441587441,3.23906595258772,3.3409936864996,3.75532832205492,3.38289330991966,3.86594057816618,3.69159202030983,4.13157656435677,3.8592731141351,4.0271448507887,3.99136806064327,3.92724466452608,4.11637761300766,3.79602364311357
AIC0042104050622,0.214611833310903,0.536091696566587,0.555602029329308,0.557643317041445,0.609983961870923,0.618291939252414,0.601023686708327,0.681465988132169,0.80661317410869,0.728576613772046,0.768976790867979,0.830151467238949,0.974945455949096,0.950236260719568,1.01830866397732,1.16794851568488,1.24696039973025,1.34095007968032,1.38739519737308,1.40459181873325
AIC0051903090108,0.594649404233885,1.16715767472359,1.16784042324447,1.33670077811917,1.44953493623715,1.5766428643432,2.04328414837427,1.77505886134083,2.53604493476032,2.98553345884226,2.50018707312998,2.95458397125029,3.07854384057483,3.06347688695295,2.89607227113225,2.89390133865613,3.05053719667854,2.97825029769088,2.90846311122276,3.01057247431705
AIC0052009271313,0.45741653688217,0.656083685597147,0.874647791809756,1.08823889631087,1.05556452446549,1.14482924594515,1.25901731304005,1.23742214318538,1.67093883098391,1.63682078917004,1.98635290411745,1.8869680937225,2.08863273694257,2.23234978060315,2.28244076857389,2.28331754653343,2.32084304879903,2.42108485375287,2.56558689247701,2.57338743500188
AIC0052010190328,0.14264925727693,0.310958249762484,0.378255192779802,0.530310749052662,0.431187724998041,0.617633947025658,0.564816141820422,0.519327797263315,0.717370751284083,0.838201872765888,0.834961387156921,0.8741448352033,0.963024904803072,0.914593078216302,0.925044060734435,1.1482526172354,1.05648306405966,0.972855567172322,1.14464516842694,1.08960792739893
AIC0052102180358,0.581595384770395,0.817760780136222,0.909408599649127,1.01774899499857,1.17997362306735,1.57932508752543,1.80827598779489,1.87203881787857,2.05496706569964,1.93725001422944,1.80324766730106,1.88587382436736,2.05951918267475,2.01609429371684,1.84797579960821,2.11044444346268,2.03945451470858,1.96126517822625,2.21548124489009,2.17846996453883
AIC0061903090108,0.170518198860926,0.328837286159368,0.375041308352418,0.578444134329204,0.665151969134264,0.70959898161772,0.947130061050593,0.932416384505077,1.02798436619791,0.928402501260492,1.47412664474129,1.62261119537427,2.50217459410555,2.43487387652266,2.16284588063362,2.45750882861951,2.50932227838862,2.2370753529064,2.58178582727881,2.39546669643225
AIC0062009271313,1.05703638069163,1.4344751286,1.64869528942323,1.82984499246213,1.69026421439129,2.65362629081264,2.92570983427068,3.80107623181891,4.17601863347992,4.21167603429641,4.10254523536092,4.26814888131777,4.3684446966059,4.2503466900202,4.30505224211715,4.34261828431041,4.40757752497829,4.55262593325953,4.76233719627069,5.06162746436495
