FileName,real_TP_1,real_TP_2,real_TP_3,real_TP_4,real_TP_5,real_TP_6,real_TP_7,real_TP_8,real_TP_9,real_TP_10,real_TP_11,real_TP_12,real_TP_13,real_TP_14,real_TP_15,real_TP_16,real_TP_17,real_TP_18,real_TP_19,real_TP_20
KNG0081908270013,0.000929256675827725,0.000933468824613172,0.000922673215048914,0.000966442321272701,0.00112679128108263,0.00111275760155565,0.00113958498880742,0.00114380153342481,0.00115370323570779,0.00125215433416069,0.00129285702922785,0.00137615993803939,0.00138395004803059,0.00140393085055749,0.00141276727633916,0.00143790944891556,0.00145424454075062,0.0014642297475808,0.00146849033308022,0.00147784087237569
KNG0081912031018,0.000168229091428334,0.000883768497999906,0.000868122883580063,0.000720896651130544,0.000659751549028406,0.000616057259709071,0.000636715336617049,0.000638767742176249,0.000688613488094071,0.000686170707747526,0.000640273795955803,0.0011529081132653,0.00119529490011035,0.00115009754705547,0.00192739734979231,0.00200507575083058,0.00202492599593746,0.00202424508822582,0.00202278995119712,0.00200040137566143
KNG0081912140324,0.000632662062104968,0.000581134576908473,0.000607240849099729,0.000616451887712905,0.000562605183026379,0.000535480001519383,0.000550607441660063,0.000547813852578726,0.00128644339474534,0.00174959950141119,0.00170647379538925,0.001688628979334,0.00167288687632193,0.0016633994297761,0.00164368109601343,0.00164278633866395,0.00164461107959427,0.00164524125283053,0.00165487179872383,0.00166725528348035
KNG0082001140453,0.000611570201745036,0.000618535483498865,0.000571894815225671,0.000731311770767701,0.000626024514473804,0.00062868552459278,0.000618123680140166,0.000616510044549507,0.000634296528319138,0.000635072349154756,0.001193394051823,0.00127623654090945,0.00129459336298418,0.00252997701171358,0.00277750899608309,0.00273014884906021,0.00269231665729052,0.00275530125719771,0.0027334277292904,0.00281559487992629
KNG0082007090605,0.00075832276304295,0.000679961164060798,0.000591498392551674,0.000573868938497461,0.000546210710007792,0.000554284950973619,0.00055108294310235,0.000550886086006362,0.00054857528442038,0.000577239081562071,0.000816095998576126,0.00107795322515481,0.00113630191198284,0.00311448053207911,0.00318908281523954,0.0031496336765284,0.00316603441825559,0.00316595037491497,0.00316971694987972,0.00316913466461649
KNG0082010281558,0.0005578786780356,0.000503658963714763,0.000485569795043664,0.000477158188828136,0.000476318760416737,0.000485887921472938,0.000491413415763544,0.000492633496702358,0.000482982794780049,0.00048710635569621,0.000498058051177745,0.000504019309177045,0.000509218852493204,0.000511259398779194,0.000524088590674624,0.000522785213997343,0.000543544719299002,0.000555986620826126,0.000574030292656754,0.000585528132793743
KNG0082103160456,0.00207827584426762,0.00168834250828443,0.00227902611150297,0.00223926804161413,0.00204276157824956,0.00196742195768122,0.00199865715809272,0.00187726312559254,0.00182250204409262,0.0017730530164729,0.00176658203665263,0.00191522101324967,0.00190586465128809,0.00194888528371542,0.00512584609091718,0.00521141926814308,0.00512510208552894,0.00517202584480714,0.00522434979194422,0.00518143907443663
KNG0091901080135,0.00103415297003037,0.000907818492896929,0.00086323593469759,0.000839304454287085,0.000837143156498684,0.000846196386353209,0.000845279276918485,0.00084910978697121,0.000842913161121755,0.000846129443931367,0.000840921642362459,0.00081569256674483,0.000994938414563851,0.0010082309493247,0.00101787929137471,0.00102055569510915,0.00101641440567744,0.00102122441529775,0.0010305342653226,0.00103309697404952
KNG0091906240911,0.0101332275834652,0.0115817142523395,0.0108652404910347,0.0107423576639599,0.0103398788240157,0.0102193969430677,0.0113320107292641,0.0112370040645256,0.0108328663504482,0.010582201653104,0.0108057152509249,0.00988616837276277,0.0150509489676845,0.0138771221201987,0.0136935764353488,0.0137933847780041,0.0139737110599796,0.0138868330096705,0.0137948334481053,0.0138594857775976
KNG0091907082254,0.00265805541708812,0.00236021555095503,0.00224304082890001,0.00221657330647701,0.00257458580401485,0.00823427770836999,0.0110645852059228,0.0105878949398024,0.0104546750838649,0.0103898239443715,0.0102942409386422,0.0102918574667517,0.010294219172263,0.0102760174895478,0.0102640506479125,0.0102603826684185,0.0102539538473913,0.010253918900227,0.0102409806110396,0.0102361363368046
