FileName,real_cad_total_1,real_cad_total_2,real_cad_total_3,real_cad_total_4,real_cad_total_5,real_cad_total_6,real_cad_total_7,real_cad_total_8,real_cad_total_9,real_cad_total_10,real_cad_total_11,real_cad_total_12,real_cad_total_13,real_cad_total_14,real_cad_total_15,real_cad_total_16,real_cad_total_17,real_cad_total_18,real_cad_total_19,real_cad_total_20
AIC0042102180358,0.00180405883461223,0.00330215726742621,0.00450138167175138,0.00551505455424996,0.00642475378512994,0.00892728810286169,0.0193634669697254,0.0237385505941736,0.0305016812453823,0.0351885502207823,0.0390775812701317,0.042883602837327,0.0480024552912173,0.0534579146967314,0.0574364790524184,0.0612165982284363,0.0650288019616928,0.0675071732795569,0.0711306911480494,0.074067036280486
AIC0042104050622,0.00113293477735126,0.00176910706976051,0.00235860449946827,0.00324183938798893,0.00374709550827053,0.00476951331009501,0.00551012981878522,0.00625449487193063,0.00700628743147967,0.00806634998260407,0.0113699076906583,0.0139407723491336,0.0161834349108361,0.0183794886252416,0.0204692667980426,0.0220744721177038,0.0241544062072035,0.0260267000406538,0.0280478931592641,0.030265408856442
AIC0051903090108,0.000817523476412995,0.00159746728845818,0.00223643121229097,0.00280135660857064,0.00325277275897199,0.00404584920816867,0.00487866910528708,0.00862561862159069,0.0129363473857332,0.0164375949841218,0.019159023881588,0.0208853458115495,0.0225898601470053,0.0237292965788585,0.024977184420309,0.0261041832050919,0.0269167849013304,0.0274742094623663,0.0284146500291094,0.0292294133158659
AIC0052009271313,0.00574846510731905,0.00864477795742922,0.0104705923729078,0.0125275217511649,0.0157176408450713,0.0187048265724964,0.021970198124898,0.024484844442061,0.0474167855309234,0.0621371389508482,0.0674140677371142,0.0729776276162142,0.0799297572751862,0.0850095726638689,0.0904712092826575,0.0952128854969051,0.0992197644844311,0.104063795808709,0.108465296364679,0.111831866874616
AIC0052010190328,0.000626947807718141,0.00130438327496705,0.00215012335500625,0.00304471356609673,0.00384501438670213,0.00443953299649299,0.00503896884852003,0.00657140987276512,0.0080817433942073,0.00958897455261044,0.0107102921663095,0.0117642984292312,0.012551644573502,0.013223860128629,0.0140256322398155,0.0150769403464085,0.0160921344130781,0.0168864712886799,0.0177611250529408,0.0185169530890434
AIC0052102180358,0.00113071469148712,0.00193597768687738,0.00225074237544523,0.00269224987207027,0.00394845089358841,0.0060296801132309,0.00745076859500367,0.00860818977399206,0.00947055960596924,0.0101390966970692,0.0111141116682409,0.0121791323823772,0.012702333617623,0.013353282793696,0.0139964234020517,0.0147749193841571,0.0151789628990522,0.0156559786407565,0.0166871970966709,0.0178537998640714
AIC0061903090108,0.00121274689999838,0.002033898271042,0.00274386524275415,0.00335909906371569,0.00446153629436135,0.00552902079079138,0.00649655431446157,0.0071869626381307,0.00779056322114774,0.00908986984902294,0.014980206607807,0.0228831960989869,0.0272495252133754,0.0304472551381675,0.0336283650968759,0.0360782193016741,0.0382564756281112,0.0396340797041427,0.0411676745508765,0.0423675151591305
AIC0062009271313,0.00381123325314924,0.00687132149143407,0.0111150688778135,0.0153918445252391,0.0190148501680438,0.0233941005064834,0.0765313371009897,0.107219914995966,0.133460627156207,0.149994167590401,0.169408550791727,0.178654853581461,0.186922811705135,0.194874618937409,0.202723949448607,0.209070983202264,0.214969518261631,0.220161650699628,0.227586257413011,0.232651557932283
AIC0062104050622,0.00188290393076482,0.00340489334440362,0.00477235238795359,0.00624892586588918,0.00767463432612343,0.00948050541854396,0.0112345249212575,0.0124980894801688,0.0206924492304911,0.0308564266129937,0.0391744035396843,0.0442160570830087,0.0471714078851513,0.0493353713351443,0.0509926821910149,0.0524303191128068,0.0538657433124112,0.0553516013438649,0.0564881489890818,0.0576429238723499
AIC0081903090108,0.000593737728839837,0.00124165783269544,0.00203608963011635,0.0030355838005304,0.00412149691107225,0.00518841613696915,0.00622595626050046,0.00693029710430794,0.00741447276808365,0.00805953302754413,0.00940667110361978,0.0147956775002629,0.0188188265574947,0.0215550616507588,0.0237510402061005,0.0257564409538192,0.0273348518584535,0.028857418060294,0.0301880480069736,0.0316021479487426
AIC0081908311803,0.000239144824675083,0.000660960079912404,0.00120343810528052,0.00168875210544361,0.0020206177774285,0.00226609922002049,0.00274212303040778,0.0035560512446519,0.00453309391268755,0.00526330509236851,0.00573687617278327,0.00618721462937789,0.00723223234721512,0.00860056858623828,0.00967565573780603,0.0104374402848314,0.0111687697020988,0.0116030131814266,0.012115732856833,0.0129911869848545
AIC0081910020215,0.000758895257217908,0.0015097893618086,0.00228514958487016,0.0029634588023596,0.00349536967600568,0.00397019869595439,0.00435176772094708,0.00644233907858009,0.00840918567697921,0.00940263848305322,0.0102193478450342,0.0110096177877653,0.0116882868728468,0.0124920072645378,0.0131952198560716,0.0138921675771414,0.0145484927800082,0.0152972550892367,0.0162399754027861,0.0172661317926697
AIC0082003211358,0.00143106105840976,0.00259082689454933,0.00336209373488068,0.00394344695067233,0.00451646636927345,0.00512197030169799,0.00584053994118392,0.00676106094306042,0.009143284749106,0.010718647433585,0.0120154923836794,0.0132266421768196,0.0143387132894237,0.0154596682391401,0.0165793582904904,0.017717656320713,0.018774754161404,0.0196346809711924,0.0207023257424369,0.021873588560015
AIC0082004231344,0.000884497437176271,0.00252271114037549,0.00419816571432037,0.00615177159334671,0.00977592829723696,0.013786177738598,0.0151131613397653,0.018381233453422,0.0205117528791074,0.0218157663724628,0.0225114864528198,0.0231432020775015,0.0245736158586178,0.0262676227294418,0.0307342756179849,0.0361116962866188,0.04406826405423,0.0508377451754187,0.0718711022328367,0.0987920265776608
AIC0082009271313,0.00391202396040043,0.00729229567727225,0.0124919885541935,0.0161893950763133,0.0197578938588096,0.0478398803687769,0.081657426694925,0.113196916770121,0.125588086889695,0.136994905214922,0.150550986195028,0.161386440224966,0.17066625045245,0.17960932814226,0.187699608953985,0.194744763643397,0.200932956239928,0.206345705079112,0.211862565183045,0.217575028701731
AIC0082010190328,0.000438615218813741,0.00106452669230129,0.00148127692858244,0.00190671533127335,0.00224069637407926,0.00265543895161358,0.00315858202826927,0.00381527623354393,0.00461577564384362,0.00531684328528512,0.00665500024318137,0.00856029979972165,0.0103931236915844,0.0117289960411014,0.0128308768912385,0.0139616730656833,0.0150164144817232,0.015717297642001,0.0162427655190982,0.0167769499610501
AIC0082102180358,0.000565123750303484,0.00134813174867947,0.00232212911011896,0.00330280955026931,0.00408784783283456,0.00683599376791468,0.00911763221547926,0.0104179373803115,0.0114018366047515,0.0124476879761351,0.0136760544214092,0.0149486220567155,0.0160707254273827,0.0173703769005564,0.018370830388141,0.0192822518368128,0.0200954127234977,0.0209374111739782,0.0220210247671419,0.0231951653148434
AIC0082104050622,0.000878323887385366,0.00157628710552519,0.00211564318655945,0.00283969640673605,0.00391805934754922,0.0054182054449673,0.00640382997194261,0.0119708930475792,0.0149063155820188,0.0166651379946706,0.0181685284056084,0.0199209507305118,0.0213363108243287,0.0226530524266436,0.0236883889993249,0.0248276591954616,0.0257783087542629,0.0266594820306391,0.0272123410125805,0.0276134331646013
AIC0091903090108,0.001775895413323,0.00351227377807704,0.00488486572449135,0.00620999497950036,0.00766277430366193,0.00900887785930388,0.0103464266842778,0.0159922936197475,0.0355302587300103,0.0559789522020391,0.069529107960225,0.0869196713633976,0.107521190214269,0.118748402939251,0.124999237884183,0.135113505094031,0.143314933534289,0.147402574011954,0.150686626315308,0.156294961721392
AIC0092010190328,0.000392820496624553,0.000826792214565177,0.00129692963676178,0.00176003401868236,0.00230560231996512,0.0029792123443051,0.0037486839274431,0.00770473825787593,0.0130521685506465,0.0164393980597499,0.0197146834589079,0.0236372588597447,0.0266116398927328,0.0284359013238436,0.0303566826143403,0.0328705336395722,0.0347762799311739,0.0360147246234732,0.0371058783170161,0.0384670432516364
AIC0092102180358,0.00150032396318788,0.00281139967786822,0.00388011539495412,0.00499153502204866,0.0113577750532346,0.028020314321057,0.0440042417842263,0.0604043992509475,0.0806824398836402,0.090599018568624,0.0977603865623862,0.101741811500649,0.108709679770195,0.112422778423195,0.116332900000577,0.120251716320964,0.123334078083032,0.126081144330262,0.129285730525916,0.132264450156159
AIC0092104050622,0.000756269120881326,0.00176011581043749,0.00260660935180946,0.00403931448158865,0.00525705603596382,0.00631651337243588,0.00761429032850432,0.00891942331597675,0.0105878503323919,0.017125229678097,0.0250101371739927,0.0317910751915281,0.0392799457386287,0.0443031654455695,0.0509326568651098,0.055955364466837,0.0603847680874021,0.0652346173553782,0.0702932721592434,0.0731004851638784
AIC0101903090108,0.00147826474087332,0.00279815387424734,0.00411893603508083,0.00561489166125229,0.00678528829844001,0.00770820125528327,0.00875756279325891,0.00980721887502229,0.0109171414403662,0.0118653320168558,0.0231671729008814,0.0365454261906769,0.0427257369037238,0.0482076487900442,0.0521247203707469,0.0545507311581484,0.0565936252939357,0.0597200682421056,0.0624075448178528,0.0647221509324014
AIC0102009271313,0.00624090640994415,0.01047994447418,0.0145216557600576,0.0189787162364782,0.0257995545885049,0.0306624235434449,0.0743115396845688,0.133286021567007,0.157618972385324,0.177957178803238,0.191423189642663,0.206714119541781,0.222860759621235,0.235020227952428,0.245000040529532,0.254851572728185,0.261070049121636,0.267106621287926,0.273188426215197,0.28118047112215
AIC0102010190328,0.000433905851924098,0.00107088225379192,0.00177056600695532,0.00223652793830074,0.0025880801973782,0.00315949384254947,0.00393192635524607,0.00460639697185236,0.00516242638712174,0.00668938318350815,0.0182812783496984,0.025473681072564,0.029942623567582,0.0324949438770399,0.0336757058906369,0.0348632400878795,0.0361907903720169,0.0373433897447435,0.0383321412711773,0.039125065813264
AIC0102102180358,0.0011223896008112,0.00188235893063278,0.00274137797817688,0.0035115020298127,0.00566754538748276,0.00925804668777119,0.0117268261798184,0.0137205940344533,0.0155991582842602,0.0169524143559295,0.0184525472085472,0.0197999092577261,0.0208407928463815,0.0218867244536465,0.0228794676796691,0.023681357241927,0.0243639744077358,0.0251943848175474,0.0259446631068666,0.0268118163785492
AIC0102104050622,0.00106549550829959,0.00204567171122485,0.00300780527090054,0.00411988878092904,0.00505529602422312,0.00601829332306812,0.0198371027671513,0.0344249912436679,0.0436566164432645,0.0484676566634782,0.051316720316082,0.0535984080783943,0.0558522595848834,0.057382035670103,0.0590501159435678,0.0603582418987389,0.0617914665717442,0.0635073954452841,0.0649208145335508,0.0661625184552047
AIC0111903090108,0.00236150696487738,0.00414001016773398,0.00567945863038522,0.00689155165598534,0.0084277530342817,0.0104510940600054,0.0122228975225996,0.0204244521939977,0.0372234914617917,0.0452007036425358,0.05253730552857,0.0611790938235024,0.0673390938415725,0.0737534196442016,0.0811865912074729,0.0889128070498399,0.095057449619246,0.100285890645528,0.106524228702707,0.112800691922164
AIC0112009271313,0.00568345663916333,0.0134313556221404,0.0209421734196013,0.0255888643869188,0.0316931443331781,0.0354782513745837,0.0418995434007181,0.0469348644760885,0.0518927897711438,0.0582746085355703,0.06697741565188,0.0830001314482696,0.101585867261486,0.115419104697561,0.133604173399581,0.151369679563187,0.168211517658148,0.188302821447015,0.210153044881318,0.223290239012337
AIC0112010190328,0.000831189684470031,0.0016205325466775,0.00222713234632887,0.0028532351808545,0.00340475024635979,0.00444261079618498,0.00904093812104688,0.0138324676971274,0.017119690109005,0.0208615672921209,0.0228105140656716,0.0249826110933905,0.0270702118601686,0.0293587589596645,0.0311202038584008,0.0332183917292965,0.034656886523307,0.0363040732031001,0.0378334682589301,0.0397105080192863
AIC0112102180358,0.000750561242349396,0.00153612849767008,0.00327724574885626,0.0049243609253994,0.00620895521601193,0.00729115388150021,0.0117075845537093,0.031581600342699,0.0380662863190082,0.0457707790118685,0.0558429486914747,0.0628674548328941,0.0678137495808086,0.0721999490386508,0.0766423846345317,0.0802693374224772,0.0848649626150302,0.0882048178393331,0.0909858864828871,0.0940439318983656
AIC0121903090108,0.00121519213820629,0.00276228013213408,0.00398822936497816,0.00572082737479231,0.00679528047996898,0.00796098726391269,0.00954025901823784,0.0111482053086131,0.0143932463806641,0.0200495858635259,0.0274715325093569,0.0331923481890153,0.0376006531041421,0.0414191480569194,0.0453627577050966,0.0487768634809549,0.0523082547800155,0.0548164808956838,0.0573310234128401,0.059870947189241
AIC0122009271313,0.0120634512066449,0.0239578794574004,0.033263732857347,0.0388911230123143,0.0481448499687684,0.0556837152444719,0.0602589798627276,0.0639460058964846,0.0684521961938611,0.0948489614770902,0.147751589667015,0.203330066708496,0.238064854789615,0.267855392034215,0.298756053711236,0.341681024915268,0.382820960008167,0.408622048572808,0.431546272975316,0.458553183573801
AIC0122010190328,0.000488828384730114,0.00111540923796363,0.00182750870998151,0.00256133391064427,0.00323937635167799,0.00390197060774874,0.00460537913023183,0.00631499694868815,0.0101521131474181,0.0125436165700238,0.0149272196052759,0.0168198932623719,0.0183897440539324,0.0198891303288595,0.0211513471241799,0.0227319021180932,0.0240287556926137,0.0257852096562281,0.0272492227092609,0.0288697748342506
AIC0122102180358,0.000505003799531873,0.00107077077081083,0.0014393738130543,0.0019770509797433,0.00268555599683497,0.00606952207072985,0.0141222966001935,0.0204055560108267,0.0247145264537543,0.0282697684326036,0.0310597874773787,0.0332830599094882,0.0367184499645784,0.0401684273544601,0.0441562762563199,0.0471604900394596,0.049205215398319,0.0531444387786083,0.0562709514707453,0.058662918109658
AIC0131903090108,0.00038221278006785,0.000827973921285552,0.0012095273628631,0.00158406577619536,0.00212443746534272,0.00260400369375544,0.00302663826841179,0.00343048763754699,0.00388396422030688,0.00433022597025678,0.00491999751615278,0.0076120045068222,0.0109807227618615,0.012941870802899,0.0147147804383566,0.0162793223148427,0.017848726879224,0.0194168479095043,0.0205880350800848,0.021991667033297
AIC0131910020215,0.000750937085605379,0.00142248337716468,0.00198791895595852,0.00235524822053892,0.00293399918467754,0.0037463777838671,0.00459125070939063,0.00604352107170958,0.00697393374917778,0.00779411541551109,0.00869390999539266,0.00974330048910966,0.0107110560208534,0.0115325005899801,0.0120601873423915,0.0124635401032826,0.0132095707816758,0.0139628516059468,0.0147743224850225,0.0155636201471237
AIC0132009271313,0.00110621247874332,0.00248935793323398,0.00378305067054852,0.00575571562973281,0.00830888495039293,0.0181150849736295,0.0649919037990782,0.0916842760732331,0.104016822884472,0.11700976724229,0.129891236000046,0.139819859380329,0.15354008721902,0.167802572980875,0.177598985775285,0.184637243417919,0.190220038168179,0.195949113403275,0.199886951735414,0.203476504260693
AIC0132102180358,0.0010126202725678,0.00194306379087201,0.00266082380727335,0.00325870543459497,0.00377246109029494,0.00553420005151709,0.00802513583397118,0.00939291517535845,0.0110661684760827,0.0120628164383245,0.0130337671915456,0.0139619848093194,0.0147213506522685,0.0154742048687056,0.0160267948261488,0.0165756546248888,0.0173840558727826,0.0187162445349296,0.0202312132015025,0.0215968284743098
AIC0132104050622,0.000856992546981119,0.00131615093104987,0.00168498022503896,0.00245361894830493,0.00350710251084828,0.00770748604725104,0.0107059880141558,0.0124053450021142,0.0138035985122762,0.0147928013794442,0.0156785798064512,0.016550053902759,0.0174303963680979,0.018303698672433,0.0193111212698445,0.0202055952675551,0.0208590734551463,0.0215452649447006,0.0225850903889273,0.0237925790948263
AIC0141903090108,0.00166978139515745,0.00310661640733657,0.00537260947453005,0.00707100245795125,0.00820150070540277,0.00903110982429149,0.00999931196475447,0.0106660521788452,0.0114003095650307,0.0126527368329298,0.0230124997671214,0.0269000427057225,0.030478615847935,0.0330332162878916,0.0349937234574302,0.0367145408981776,0.0385302295531036,0.0405637149212949,0.042546207569844,0.0436708588109076
AIC0142009271313,0.00562715666960325,0.00911543883967921,0.0118141014257428,0.0181156863586461,0.0224259081856481,0.030025414046592,0.0327892607362343,0.035387525859489,0.0823062748390253,0.115313790337471,0.145407262314081,0.156155763785308,0.168649745040409,0.18547512788086,0.194532678149337,0.202840073917398,0.211051642967954,0.218448098688508,0.22669439823275,0.235054465097552
AIC0142010190328,0.000520963587853599,0.000962090743900448,0.00122191961683995,0.00175918241773801,0.00246662821682163,0.0029707012482543,0.0033317869895581,0.00367186240881255,0.00418069508319125,0.00884386171917728,0.0114200561912392,0.0139771760255021,0.0156040541604332,0.0170423084850592,0.0182990990685311,0.019263753311314,0.020349235527979,0.0213532040672055,0.0222139536662227,0.0229798890876479
AIC0142102180358,0.000461176899311587,0.00130258559211433,0.00215112519334763,0.00317592710301015,0.0041553658303794,0.00866099800639231,0.0132355213979565,0.0167270631816913,0.0187850759223345,0.0205611723367469,0.0222849315299416,0.023677179351708,0.0251736727686999,0.0266678441077648,0.0277655099683994,0.0286937317245163,0.0297887203164911,0.0308016684104751,0.0315787469816822,0.0319653641653278
AIC0142104050622,0.00201517867411408,0.00305148721580206,0.00403510859489612,0.00504147010904352,0.00602734046059216,0.00706356164463661,0.00896628888640433,0.0126574672187174,0.0143158360079303,0.0153970379462074,0.0165372309410962,0.0176523106814918,0.0184951227745169,0.0194569505808359,0.0203999007210908,0.0212091672018505,0.0219458419631242,0.0225564466876839,0.0233021559402895,0.0238443607800417
AIC0152009271313,0.00163071964905808,0.00366408115019779,0.00725173450152545,0.011188683603997,0.0158126387062444,0.0205767868597097,0.0278730947151755,0.0551659380472192,0.246671983855773,0.380485359730679,0.511394063853143,0.634573021928409,0.729914945461968,0.819235027725339,0.865598206626217,0.946498776734197,1.01611558846863,1.09873702598007,1.14155709604303,1.17107380877245
AIC0161903090108,0.00180718555748438,0.00351083759763098,0.00483559860585959,0.00659331839718521,0.00851691107456272,0.0103434817192206,0.0119994912005506,0.0141287450532872,0.0164440460665543,0.018909301616813,0.0279953447077296,0.037464540643726,0.043892597293682,0.0490322750978232,0.0551379972217354,0.0610640724596837,0.0676170441780338,0.0726029240649145,0.0792233112082198,0.0844466548563545
AIC0162009271313,0.00526158222073346,0.010427873541458,0.0146683842221747,0.0196840075722171,0.0245608932814103,0.0286431434615909,0.0344016878475841,0.0396268479505039,0.0457286383951091,0.0528821080737735,0.0643740734763699,0.0943683070159449,0.129746672122198,0.150346472689183,0.172412468001052,0.209373766199598,0.243434604428437,0.266989668487994,0.288054038711302,0.308229581430595
AIC0162102180358,0.00102161666869972,0.00199597767505763,0.00281672624454808,0.00377418307562036,0.00477665644148772,0.00592679990586901,0.00657804832472902,0.0117261759196856,0.015914956438364,0.0207304337442991,0.0249704200407844,0.0296125497992424,0.0339197631219632,0.0371866777490063,0.041312990440369,0.0435414370832739,0.0462004307508869,0.0492876266035476,0.0525935611237611,0.05535426189882
AIC0172009271313,0.00245124747267723,0.0044328110247514,0.00760029941996312,0.0104175871995425,0.0129928773821144,0.0164490377270163,0.0202949092874166,0.0258599199537629,0.0346505367253182,0.101811784564996,0.137899428591435,0.187413966044712,0.224647328358354,0.256950330106603,0.286194615950639,0.31253089566002,0.338849053340484,0.358373822677307,0.373671399463041,0.391423343928143
AIC0172104050622,0.00195341904993419,0.00330143509439168,0.0046564053609673,0.00621625327312511,0.00768401088009949,0.00918863899268394,0.0190046850884222,0.0260103624042708,0.033324953847048,0.0400048156275144,0.0443532042148187,0.0508623635244538,0.0552993328431954,0.0571825297458115,0.060139397873063,0.0633605410203963,0.0667042961285814,0.0683333518506834,0.0697056156408241,0.0719491465524941
AKT0011901261723,0.00203823347758326,0.00928900650032592,0.0205121809304051,0.0251272488960037,0.0309841836756055,0.0342293638303116,0.0381299355907937,0.0416453731758208,0.0462356925585479,0.0503700763720032,0.0526166842225016,0.0561726561673092,0.0595163078971673,0.0641643733328315,0.0674057489876049,0.0751098918312755,0.095598465012899,0.109242423008487,0.128308927840894,0.142604239242734
AKT0011912191521,0.00181028489367653,0.00378170935886496,0.00570734509333264,0.00721578235792743,0.00891654797462442,0.0108497848063045,0.0125731471988375,0.0144210920908916,0.0159298752567673,0.0174867175562294,0.0192416618754228,0.0230049636578016,0.0255452040351998,0.0395638893945468,0.0613337106275487,0.0754545244841627,0.0861857821194329,0.0940340005471783,0.100783275405085,0.10600369769982
AKT0012011060451,0.000573665710424977,0.00108583968230569,0.00151262101543693,0.00207212557285437,0.00374470418382804,0.00536311611489923,0.0078361552438239,0.0100671595689937,0.0115323794811279,0.0135090672033405,0.0151534756843594,0.0165352203828918,0.0186576240326023,0.0204817721497077,0.0212811645749114,0.0226244115789594,0.0236878380720273,0.0246591968510524,0.0253855305999054,0.0262669218336478
AKT0012012121619,0.00405038814714698,0.00912114849863901,0.0178988471027493,0.0220489274886488,0.0252705437673469,0.0280255738197343,0.0294639714659428,0.0329314854576905,0.0353966756746913,0.0375698213079117,0.0417391143491602,0.0488758090705254,0.0541805139962288,0.0667184817464896,0.081447683767834,0.0981433354548,0.112161264697015,0.131536470943343,0.147069160181394,0.153110234869472
AKT0012012210223,0.0304890546605998,0.0619394343807518,0.0954824486906997,0.127750596853081,0.144645749239784,0.161522187395677,0.175376702552612,0.190710779545049,0.203313604747793,0.213085173396687,0.238385562026392,0.247780292844007,0.285103343673911,0.328006019129905,0.345303783875038,0.374676984201857,0.402162304265628,0.465975958878453,0.542892653407107,0.665202037037168
AKT0021901261723,0.00286319231147516,0.0105361023005523,0.0213327597962561,0.0301720014185463,0.0344460660448946,0.0394187212270862,0.0453005262919723,0.0509362579790792,0.0584822410153203,0.0664134148226359,0.0727302505487322,0.0772894330776279,0.0862550106548655,0.0949023206801545,0.100294174349627,0.108098309486967,0.118365588222871,0.127457577805502,0.158209113387002,0.193243879912184
AKT0021908151433,0.0116067223671939,0.0285081080210414,0.0431615650346869,0.0522764710571298,0.0624664429509937,0.0708529373443581,0.0800597249582089,0.0898760216816582,0.0992834806422769,0.104637509420927,0.111706681084405,0.11747780769987,0.1237714894226,0.131736560171355,0.155060750888699,0.196427658835948,0.222680637559707,0.234893586909931,0.248061708303162,0.26805377197594
AKT0021912191521,0.00269690445737212,0.00572267939926325,0.00891243994904494,0.0113421884181573,0.0141451989298966,0.0170442984131087,0.0208382454923783,0.0236323177697504,0.0265689202817403,0.0301865227038272,0.0329838103032993,0.0359984417640308,0.0430725360454008,0.0486673336342218,0.0536068617800945,0.0712988055103187,0.101963934992389,0.127614944643602,0.149017692814001,0.175704659647199
AKT0022011060451,0.0022599069870144,0.00550591847794789,0.00885505295472581,0.0120610543196157,0.017888086333116,0.023261542801341,0.0292208652305257,0.0373506957439121,0.0415323978252309,0.0452055336151888,0.0527441457496215,0.0622367576496616,0.0677080073262838,0.0729322801083714,0.0767370351368361,0.082028456080799,0.086512803004949,0.0931064838731462,0.0998202303346695,0.106857750275354
AKT0022012121619,0.005391965773187,0.0113978751030551,0.0224930640507857,0.0291863378908897,0.0340349169765295,0.0382038454577445,0.0414220725611589,0.0472370070640593,0.0540735309060946,0.0600832618196752,0.0646672910504622,0.0705082718156467,0.0830057906171906,0.0951552515833102,0.115291579752076,0.126217248819239,0.147723286221786,0.182815719879088,0.210608813320916,0.229319181820325
AKT0022012210223,0.000576924602041646,0.00136401530438541,0.00231390461122428,0.0163970062469293,0.0825052212600479,0.12014371322765,0.149855854936045,0.191389377455515,0.217053957246646,0.246526615720445,0.283230942962505,0.311389858837466,0.355354008545938,0.415004745617854,0.462571676923193,0.493286787120204,0.553484600815138,0.584243172147687,0.616166005836937,0.660969685059308
AKT0031912191521,0.00150708341393084,0.00469007680396533,0.00690018412968231,0.0105209584796232,0.0129085918100499,0.0157786907543131,0.0198595168348539,0.0228716535599556,0.0257651941018145,0.0278948282027879,0.0299388635390948,0.0320823528092299,0.0345272897164839,0.0408901695423861,0.0450911565221244,0.0508422732951677,0.0551960219035168,0.0590501879473797,0.0664591464754614,0.0921446438995265
