FileName,instrumental_intensity
FKS0192102270033,2.26
FKS0192102270204,1.77
FKS0192103072144,1.33
FKS0192103171729,2.54
FKS0192103201809,3.9
FKS0192104180929,2.3
FKS0192104191306,1.4
FKS0192104231412,0.82
FKS0192105011027,3.75
FKS0192105140858,2.79
FKS0192105161541,1.51
FKS0192105291002,1.54
FKS0192106140406,1
FKS0192107270519,2.66
FKS0201906182222,3.54
FKS0201908041923,3.47
FKS0201912111839,1.73
FKS0202005191217,2.39
FKS0202006010602,3.29
FKS0202007251939,1.86
FKS0202011221906,3.05
FKS0202102132308,5.08
FKS0211906182222,3.28
FKS0212007251939,2.51
FKS0212102132308,3.3
FKS0212103201809,2.46
FKS0212105011027,1.94
FKS0221906182222,4.08
FKS0221912041935,1.87
FKS0222002121937,2.28
FKS0222005191217,1.35
FKS0222007251939,2.24
FKS0222011221906,2.36
FKS0222012300935,1.8
FKS0222102132308,4.04
FKS0231906170800,2.82
FKS0231906182222,4.45
FKS0231908041923,3.57
FKS0231912041935,2.32
FKS0231912052235,1.45
FKS0232002121937,3.13
FKS0232005191217,2.52
FKS0232006010602,2.98
FKS0232102141631,2.14
FKS0232103201809,3.52
FKS0232105011027,3.36
FKS0232105140858,3.03
FKS0241901141323,2.39
FKS0241906170800,2.96
FKS0241907170025,2.06
FKS0241908041923,3.77
FKS0241911031402,1.72
FKS0241911081818,1.33
FKS0241912041038,1.99
FKS0241912111839,1.93
FKS0242001030324,2.43
FKS0242001140453,1.84
FKS0242002121937,2.68
FKS0242004120044,2.04
FKS0242004161118,1.54
FKS0242005110858,2.55
FKS0242005191217,3.11
FKS0242006010602,3.18
FKS0242007031413,1.48
FKS0242007251939,1.69
FKS0242008060254,2.71
FKS0242009070634,1.98
FKS0242010051132,1.95
FKS0242102132308,5.5
FKS0242102132336,1.44
FKS0242102141631,2.6
FKS0242103171729,1.99
FKS0242103201809,3.76
FKS0242105011027,3.33
FKS0242105050310,1.75
FKS0242105140858,2.72
FKS0242105291002,2.13
FKS0242106140406,1.57
FKS0242107041535,1.42
FKS0242108040533,2.93
FKS0251908041923,2.27
FKS0251912041038,0.96
FKS0251912041935,2.33
FKS0251912052235,0.65
FKS0251912111839,0.54
FKS0252001140453,0.65
FKS0252002121937,1.38
FKS0252005191217,1.38
FKS0252006010602,1.41
FKS0252007251939,1.27
FKS0252009200904,0.48
FKS0252011221906,1.81
FKS0252012300935,0.82
FKS0252102132308,3.75
FKS0252102141631,0.92
FKS0252105011027,2.17
FKS0252105210716,1.87
FKS0252107181911,0.28
FKS0261906170800,1.51
FKS0261906182222,3.23
FKS0261908041923,1.89
FKS0261912041935,1.36
FKS0262007251939,0.59
FKS0262011221906,1.33
FKS0262105210716,1.36
FKS0262107181850,2.2
FKS0271901141323,1.29
FKS0271906170800,1.68
FKS0271911081818,0.68
FKS0271912031018,1.57
FKS0271912041935,3.47
FKS0271912052235,0.69
FKS0272011221906,1.25
FKS0272012300935,1.09
FKS0272103160456,0.97
FKS0272105210716,2.27
FKS0272107181850,1.41
FKS0272107181911,0.65
FKS0281906182222,2.98
FKS0281912041935,1.38
FKS0282012300935,1.15
FKS0282105210716,1.57
FKS0282107181850,1.9
FKS0282107181911,0.89
FKS0291912031018,1.33
FKS0291912041935,2.44
FKS0292004120044,1.33
FKS0292011221906,1.91
FKS0292012300935,2.31
FKS0292102020301,0.12
FKS0292105210716,1.05
FKS0292107181850,3.37
FKS0292107181911,3.01
FKS0301906182222,3.2
FKS0311902031001,1.58
FKS0311902231548,1.44
FKS0311903291224,0.35
FKS0311904270957,0.56
FKS0311905131859,1.18
FKS0311906170800,2.9
FKS0311907170025,1.37
FKS0311908041923,3.66
FKS0311908241353,1.43
FKS0311909120144,0.99
FKS0311909300102,0.99
FKS0311911031402,2.02
FKS0311911081818,1
FKS0311912041038,0.94
FKS0311912052235,0.38
FKS0311912071234,2.07
FKS0311912111839,1.51
FKS0312002121937,2.96
FKS0312003312024,1.07
FKS0312004161118,2.81
FKS0312004231226,1.62
FKS0312004281931,0.78
FKS0312005042234,0.75
FKS0312005110858,1.85
FKS0312005191217,2.82
FKS0312006010602,2.13
FKS0312006040531,0.91
FKS0312007031413,1.77
FKS0312007171349,1.28
FKS0312009070634,1.85
FKS0312010051132,1.03
FKS0312010141942,0.4
FKS0312011181518,0.95
FKS0312011221906,2.67
FKS0312012180803,0.18
FKS0312012290115,1.82
FKS0312012300935,1.26
FKS0312101230104,1.41
FKS0312101232212,0.78
FKS0312101290324,1.32
FKS0312102132308,5.21
FKS0312102132336,1.54
FKS0312102140132,1.7
FKS0312102141631,2.13
FKS0312102141747,0.66
FKS0312102141826,1.24
FKS0312102150625,0.07
FKS0312102152126,1.6
FKS0312102172306,0.99
FKS0312102191007,2.01
FKS0312102200401,0.53
FKS0312102200853,0.41
FKS0312102261304,1.31
FKS0312102261918,0.8
FKS0312102270033,1.66
FKS0312102270204,1.16
FKS0312103090830,1.3
FKS0312103171729,2.61
FKS0312103201809,3.68
FKS0312104030136,0.44
FKS0312104200310,0.46
FKS0312104231412,1.74
FKS0312105011027,3.03
FKS0312105050310,2.38
FKS0312105140858,2.79
FKS0312105161541,1.1
FKS0312105250119,0.67
FKS0312105291002,1.47
FKS0312106081019,1.74
FKS0312107041535,1.08
FKS0312107270519,1.67
GIF0012003130218,2.1
GIF0012009020250,2.49
GIF0022003130218,2.6
GIF0022005191313,2.5
GIF0022005191655,1
GIF0022005291905,1.48
GIF0022009020250,1.92
GIF0031902192104,0.58
GIF0032004231344,1.33
GIF0032004231352,1.06
GIF0032004231357,1.31
GIF0032004260222,1.1
GIF0032004271132,0
GIF0032005130704,0.5
GIF0032005190201,1.03
GIF0032005191423,1.12
GIF0032005191655,1.78
GIF0032005291905,1.74
GIF0032007050410,1.07
GIF0032007050701,1.29
GIF0041902192104,0.91
GIF0041904131223,0.98
GIF0042003130218,2.32
GIF0042004231344,3.29
GIF0042004231357,2.92
GIF0042004260222,2.69
GIF0042005130704,2.36
GIF0042005131028,2.74
GIF0042005190500,2.53
GIF0042005191246,1.98
GIF0042005191605,2.57
GIF0042005191655,2.69
GIF0042005291905,3.58
GIF0042007050410,2.62
GIF0042007050701,2.51
GIF0042009020250,0.82
GIF0042107171807,2.72
GIF0051904131223,0.23
GIF0052005191423,1.76
GIF0052007050410,0.91
GIF0052007050701,0.68
GIF0052009020250,0.52
GIF0061903090108,1.04
GIF0062009020250,1.38
GIF0071903090108,2.11
GIF0071904131223,3
GIF0071908311803,1.06
GIF0072003130218,2.56
GIF0072003211358,2.08
GIF0072004231344,4.43
GIF0072004231352,1.9
GIF0072004231357,2.61
GIF0072004260222,3.25
GIF0072004271132,2.65
GIF0072005130704,1.24
GIF0072005130940,1.96
GIF0072005131028,2.18
GIF0072005191246,0.67
GIF0072005191313,2.02
GIF0072005191423,1.84
GIF0072005191605,0.93
GIF0072005191655,1.36
GIF0072005291905,2.52
GIF0072006171503,1.5
GIF0072007050410,1.64
GIF0072007050701,0.95
GIF0072007051509,1.92
GIF0072008270855,0.87
GIF0072009020250,0.93
GIF0072009040910,1.16
GIF0072009271313,1.62
GIF0072103111957,2.95
GIF0072107171807,0.78
GIF0081903090108,1.25
GIF0081904131223,0.63
GIF0082004231344,1
GIF0091903090108,1.36
GIF0092008270855,0.51
GIF0101903090108,1.08
GIF0101904131223,1.29
GIF0102008270855,0.69
GIF0102009271313,2.47
GIF0102010190328,0.65
GIF0111903090108,2.65
GIF0112008270855,1.78
GIF0112009271313,1.06
GIF0112010190328,1.88
GIF0121903090108,3.6
GIF0122006171503,0.97
GIF0122008270855,0.71
GIF0122010190328,1.63
GIF0131903090108,2.05
GIF0132003211358,0.59
GIF0132008270855,2.72
GIF0132009271313,1.43
GIF0132010190328,0.94
GIF0141903090108,0.65
GIF0142003211358,0.87
GIF0142008270855,0.31
GIF0142009271313,1.54
GIF0151903090108,2.79
GIF0152003211358,0.9
GIF0152008270855,1.6
GIF0152009271313,1.76
GIF0152010190328,1.51
GIF0161903090108,1.21
GIF0162008270855,1.75
GIF0162009271313,1.78
GIF0162010190328,0.43
GIF0171903090108,1.95
GIF0172006171503,1.02
GIF0172010190328,1.88
GIF0181903090108,1.55
GIF0181908311803,1.09
GIF0182003211358,1.24
GIF0182004231344,1.17
GIF0182009271313,2.67
GIF0191903090108,1.58
GIF0192003211358,0.79
GIF0192009271313,2.35
GIF0202006171503,0.96
GIF0202008270855,0.31
GIF0202010190328,2.54
GIF0202102180358,1.02
GIF0211903090108,2.08
GIF0212003211358,0.58
GIF0212008270855,1.59
GIF0212009271313,1.96
GIF0221903090108,1.76
GIF0231903090108,2.21
GIF0232003211358,0.53
GIF0232008270855,1.22
GIF0232009271313,3.01
GIF0232010190328,1.12
GIF0232104050622,1.65
GIF0241903090108,1.91
GIF0242009271313,2.38
GIF0242010190328,1.3
GIF0242102180358,0.81
GIF0242104050622,2.15
GIF0261903090108,2.41
GIF0262008270855,1.35
GIF0262010190328,2.17
GNM0011901141323,1.85
GNM0011905241240,0.37
GNM0011906170800,1.88
GNM0011909300102,1.04
GNM0011911220523,1.46
GNM0011912031018,2.65
GNM0011912041935,0.83
GNM0012001140453,1.94
GNM0012001141325,0.69
GNM0012002010207,2.02
GNM0012004120044,1.93
GNM0012004260949,1.45
GNM0012005060157,0.73
GNM0012005110858,1.07
GNM0012006010602,1.98
GNM0012006040531,1.03
GNM0012007090605,2.09
GNM0012008301437,1.44
GNM0012011221906,1.91
GNM0012011251120,0.87
GNM0012012171642,1.12
GNM0012012300935,1.89
GNM0012102020301,2.19
GNM0012103160456,2.3
GNM0012106091727,1.04
GNM0012107181850,1.53
GNM0012107181911,1.28
GNM0021901141323,1.32
GNM0021911220523,0.81
GNM0021912031018,2.37
GNM0022001140453,1.42
GNM0022004120044,1.53
GNM0022006010602,2.02
GNM0022007090605,1.48
GNM0022008301437,1.2
GNM0022011221906,1.69
GNM0022012300935,1.39
GNM0022102020301,0.37
GNM0022103160456,1.62
GNM0022107181850,0.74
GNM0031901141323,2
GNM0031901182146,1.44
GNM0031906170800,1.55
GNM0031909300102,0.49
GNM0031911220523,1.56
GNM0031912031018,2.87
GNM0031912041038,1.72
GNM0032001140453,2.06
GNM0032002010207,1.84
GNM0032004120044,2.04
GNM0032004260949,1.53
GNM0032006010602,3.37
GNM0032007090605,2.23
GNM0032008301437,1.67
GNM0032011221906,1.93
GNM0032011251120,0.82
GNM0032102020301,1.18
GNM0032103160456,2.15
GNM0032106091727,0.87
GNM0032107181850,1.3
GNM0061906170800,0.95
GNM0061911220523,0.61
GNM0061912031018,2.54
GNM0062001140453,1.36
GNM0062002010207,1.21
GNM0062004120044,1.69
GNM0062004260949,0.99
GNM0062006010602,1.67
GNM0062007090605,1.98
GNM0062008301437,1.22
GNM0062012300935,1.41
GNM0071901141323,1.29
GNM0071901182146,1.17
GNM0071912031018,2.09
GNM0072001140453,1.12
GNM0072004120044,1.24
GNM0072007090605,1.14
GNM0072011221906,1.55
GNM0081901141323,1.68
GNM0081906170800,0.83
GNM0081912031018,2.11
GNM0082001140453,1.46
GNM0082007090605,1.36
GNM0082008301437,1.11
GNM0082011221906,1.81
GNM0082012300935,1.56
GNM0082103160456,1.25
GNM0091901141323,2.93
GNM0091905241240,1.64
GNM0091906081246,0.7
GNM0091906170800,1.91
GNM0091909300102,1.12
GNM0091911220523,2.14
GNM0091912031018,3.78
GNM0091912041038,1.91
GNM0091912041813,1.59
GNM0092001140453,2.71
GNM0092002010207,2.31
GNM0092004120044,2.43
GNM0092004260949,2.02
GNM0092006010602,3.07
GNM0092006040531,1.47
GNM0092007090605,2.96
GNM0092008301437,2.11
GNM0092010281558,1.18
GNM0092011221906,2.52
GNM0092011251120,1.51
GNM0092012300935,2.6
GNM0092103160456,3.18
GNM0092105141837,0.7
GNM0092105240409,1.01
GNM0092106091727,1.98
GNM0092107041535,0.74
GNM0101901141323,3.43
GNM0101905241240,1.24
GNM0101906081246,1.11
GNM0101906170800,1.85
GNM0101911220523,2.28
GNM0101912031018,3.05
GNM0101912041813,0.69
GNM0101912041935,1.52
GNM0102002010207,3.14
GNM0102004120044,3.39
GNM0102008301437,1.96
GNM0102011221906,2.21
GNM0102011251120,2.21
GNM0102012171642,1.69
GNM0102012300935,2.33
GNM0102103160456,2.61
GNM0111901141323,3.23
GNM0111901182146,2
GNM0111906170800,1.89
GNM0111911220523,2.22
GNM0111912031018,3.92
GNM0111912041813,1.01
GNM0111912041935,1.52
GNM0112001140453,2.95
GNM0112002010207,2.45
GNM0112004120044,2.86
GNM0112004260949,2.3
GNM0112007090605,3.37
GNM0112008301437,2.38
GNM0112011221906,2.68
GNM0112011251120,1.59
GNM0112012171642,1.49
GNM0112012300935,2.53
GNM0112103160456,2.68
GNM0121912031018,2.73
GNM0122004120044,2.12
GNM0122008301437,1.75
GNM0122012300935,2.36
GNM0131912031018,2.04
GNM0141912031018,1.98
GNM0142004231344,1.04
GNM0152007090605,0.83
GNM0161901141323,1.79
GNM0161911220523,1.43
GNM0161912031018,2.46
GNM0162001140453,1.73
GNM0162004120044,1.7
GNM0162007090605,2.22
GNM0162008301437,1.02
GNM0162012300935,1.35
GNM0162103160456,1.18
HKD0031912120109,4.6
HKD0041912120109,1.89
HKD0141912120109,2.37
HKD0151912120109,2.89
HKD0211902212122,2.27
HKD0221902212122,2.12
HKD0381902212122,2.34
HKD0382005310314,2.5
HKD0391902212122,2.24
HKD0401902212122,2.98
HKD0401904280225,1.87
HKD0411902212122,1.73
HKD0411904280225,1.72
HKD0492005310314,2.04
HKD0512005310314,2.07
HKD0532005310314,3.23
HKD0542005310314,2.68
HKD0562005310314,2.86
HKD0572005310314,3.12
HKD0601912242337,0.5
HKD0602001281036,1.12
HKD0611905050140,1.69
HKD0612001281036,1.98
HKD0631905050140,1.96
HKD0631912242337,1.47
HKD0632001281036,2.38
HKD0641905050140,1.57
HKD0641912242337,1.11
HKD0642001281036,1.93
HKD0642010030837,1.13
HKD0651905050140,1.43
HKD0651912242337,1.05
HKD0652001152031,1.5
HKD0652001281036,1.91
HKD0652009021935,0.8
HKD0661902091124,2.45
HKD0661904150528,2.32
HKD0661905050140,2.49
HKD0662001281036,2.89
HKD0662005132246,1.27
HKD0662005310314,3.55
HKD0662007142221,1.72
HKD0662009021935,2.37
HKD0662102221056,2.31
HKD0672102202223,1.52
HKD0672102221056,1.7
HKD0681906151720,1.51
HKD0681911281641,2.19
HKD0681912051358,2.38
HKD0682001152031,2.39
HKD0682001230708,1.1
HKD0682001281036,3.62
HKD0682002011721,1.44
HKD0682005132246,2.32
HKD0682005310314,3.84
HKD0682009021935,1.96
HKD0682104070144,1.34
HKD0691904150528,2.08
HKD0691906151720,2.13
HKD0691907040306,1.5
HKD0691911281641,2.08
HKD0691912051358,1.8
HKD0691912182054,2.09
HKD0691912242337,2.13
HKD0692001152031,1.97
HKD0692001281036,3.18
HKD0692005132246,1.26
HKD0692005310314,3.68
HKD0692009021935,1.76
HKD0692012161028,1.67
HKD0692012312345,0.26
HKD0692102221056,0.71
HKD0692104070144,1.14
HKD0701902091124,2.11
HKD0701905050140,2.15
HKD0701906151720,1.55
HKD0701907040306,1.21
HKD0701912051358,1.61
HKD0701912242337,2.21
HKD0702001120055,1.92
HKD0702001152031,2.24
HKD0702001230708,0.88
HKD0702001281036,2.85
HKD0702002051000,0.78
HKD0702005121144,0.72
HKD0702005132246,1.19
HKD0702005310314,3.59
HKD0702006120209,0.45
HKD0702009021935,1.73
HKD0702012161028,1.85
HKD0702102221056,1.9
HKD0702104070144,1.85
HKD0711904150528,2.48
HKD0711906151720,1.69
HKD0711907040306,1.13
HKD0711911281641,3.2
HKD0711912051358,1.96
HKD0711912182054,1.73
HKD0711912242337,2.83
HKD0712001120055,1.64
HKD0712001230708,1.3
HKD0712001281036,3.06
HKD0712005121144,2.57
HKD0712005310314,3.81
HKD0712008210451,2.33
HKD0712009021935,2.61
HKD0712009071019,1.06
HKD0721902091124,1.65
HKD0721903021223,2.69
HKD0721904150528,2.2
HKD0721905050140,3.23
HKD0721906110218,2.34
HKD0721906151720,1.78
HKD0721911232158,2.74
HKD0721911281641,2.8
HKD0721912051358,1.18
HKD0721912182054,1.67
HKD0721912242337,2.25
HKD0722001120055,2.99
HKD0722001152031,2.5
HKD0722001230708,1.02
HKD0722001281036,2.98
HKD0722002011721,1.36
HKD0722002051000,2.35
HKD0722005310314,3.08
HKD0722006120209,2.17
HKD0722007142221,1.81
HKD0722009021935,2.53
HKD0722012312345,1.22
HKD0722102202223,2.54
HKD0722102221056,2.78
HKD0722104070144,2.02
HKD0722105050433,1.91
HKD0731903021223,2.67
HKD0731905050140,2.86
HKD0731906110218,1.69
HKD0731906151720,1.33
HKD0731911281641,2.15
HKD0731912051358,1.12
HKD0731912182054,2.53
HKD0731912242337,3.05
HKD0732001120055,2.1
HKD0732001152031,2.32
HKD0732001281036,3.62
HKD0732002011721,1.54
HKD0732002051000,1.23
HKD0732006120209,0.56
HKD0732007142221,1.92
HKD0732009021935,2.07
HKD0732012312345,2.3
HKD0732102202223,1.2
HKD0732102221056,2.04
HKD0732104070144,1.82
HKD0741902091124,1.57
HKD0741903021223,2.84
HKD0741905050140,3.82
HKD0741906110218,2.47
HKD0741907040306,2.02
HKD0741911232158,2.39
HKD0741911281641,2.64
HKD0741912051358,1.32
HKD0741912182054,2.3
HKD0741912242337,3.38
HKD0742001120055,2.93
HKD0742001152031,2.29
HKD0742001230708,0.65
HKD0742001281036,3.42
HKD0742002011721,2.33
HKD0742002051000,2.34
HKD0742005121144,1.72
HKD0742006120209,1.46
HKD0742007142221,1.59
HKD0742009021935,2.55
HKD0742012312345,1.04
HKD0742102090735,1.38
HKD0742102202223,2.45
HKD0742102221056,2.51
HKD0742103030623,2.47
HKD0742104070144,1.16
HKD0742105050433,2.25
HKD0751904150528,2.64
HKD0751905050140,2.28
HKD0751906151720,2.34
HKD0751907040306,1.48
HKD0751910221451,2.22
HKD0751911281641,2.75
HKD0751912051358,1.65
HKD0752001152031,1.96
HKD0752001230708,0.97
HKD0752005121144,2.25
HKD0752005132246,2.86
HKD0752009021935,2.39
HKD0752009071019,1.93
HKD0752012161028,2.01
HKD0752012312345,0.89
HKD0752102221056,1.03
HKD0761904150528,2.56
HKD0761904280225,2.01
HKD0761911281641,2.49
HKD0762001152031,1.48
HKD0762005132246,0.96
HKD0762005310314,2.86
HKD0762009021935,1.37
HKD0762012161028,1.3
HKD0762102082324,2.02
HKD0771904150528,2.84
HKD0772005310314,3.59
HKD0772012161028,2.75
HKD0781903281116,1.71
HKD0781904150528,2.67
HKD0781904280225,2.39
HKD0781905050140,1.89
HKD0781906110218,1.32
HKD0781907040306,1.15
HKD0781907142223,1
HKD0781907212301,1.15
HKD0781910091631,0.98
HKD0781910221451,0.66
HKD0781910221706,1.16
HKD0781911281641,2.2
HKD0781912051358,1.56
HKD0781912182054,1.58
HKD0781912242337,2.06
HKD0782001120055,1.72
HKD0782001152031,1.86
HKD0782001230708,1.92
HKD0782001281036,2.82
HKD0782002200050,1.19
HKD0782004262302,1.24
HKD0782005121144,1.41
HKD0782005132246,1.3
HKD0782005310314,3.87
HKD0782009021935,1.87
HKD0782009061450,0.94
HKD0782009071019,1.7
HKD0782012161028,1.92
HKD0782104070144,1.54
HKD0782105161224,2.52
HKD0782106071111,2.37
HKD0791904150528,1.94
HKD0791904280225,2.05
HKD0791905050140,1.26
HKD0791906151720,0.71
HKD0791911281641,1.75
HKD0791912242337,1.33
HKD0792001281036,2.45
HKD0792005132246,1.04
HKD0792005310314,3.55
HKD0792009021935,0.81
HKD0792012161028,1.43
HKD0792106071111,1.13
HKD0801904280225,1.95
HKD0801906151720,0.91
HKD0801912051358,1.38
HKD0801912242337,1.09
HKD0802001152031,2.02
HKD0802001281036,1.88
HKD0802005132246,1.39
HKD0802005310314,3.85
HKD0802012161028,1.97
HKD0802106071111,1.33
HKD0812001281036,2.05
HKD0812005310314,2.87
HKD0821904280225,2.24
HKD0822001281036,1.64
HKD0822002200050,1.92
HKD0822005310314,3.12
HKD0822012161028,1.57
HKD0831903281116,1.49
HKD0831904150528,1.65
HKD0831904280225,2.05
HKD0831906151720,0.61
HKD0831907142223,0.77
HKD0832001120055,1.14
HKD0832001152031,2.06
HKD0832002200050,1.78
HKD0832005132246,1.04
HKD0832005310314,3.44
HKD0832009021935,1.03
HKD0832009061450,0.44
HKD0832012161028,1.9
HKD0832104070144,0.78
HKD0832105161224,1.8
HKD0832106071111,1.32
HKD0841904150528,2.08
HKD0841904280225,2.27
HKD0842002200050,2.98
HKD0842005310314,3.43
HKD0842012161028,2.65
HKD0842106071111,2.12
HKD0851903281116,1.4
HKD0851904150528,2.51
HKD0851904280225,2.66
HKD0851910091631,1.29
HKD0851911281641,1.68
HKD0852001281036,2.9
HKD0852002200050,2.34
HKD0852005310314,3.45
HKD0852012161028,2.95
HKD0852102082324,1.59
HKD0852105161224,2.41
HKD0852106071111,1.52
HKD0861903281116,2.3
HKD0861904041204,1.8
HKD0861904150528,3.13
HKD0861904280225,3.26
HKD0861907142223,2.65
HKD0861907212301,1.87
HKD0861908151815,1.83
HKD0862005310314,4.16
HKD0862012161028,4.22
HKD0862106071111,2.62
HKD0871904280225,1.92
HKD0871907142223,0.76
HKD0872002200050,3.58
HKD0872005310314,2.5
HKD0872012161028,1.38
HKD0881904280225,1.92
HKD0882005310314,2.91
HKD0891904280225,2.67
HKD0892001152031,1.42
HKD0892005310314,2.57
HKD0892012161028,1.89
HKD0901902212122,1.45
HKD0901903281116,2.09
HKD0901904041204,1.39
HKD0901904280225,3.09
HKD0901907142223,1.62
HKD0902002200050,1.53
HKD0902005310314,2.9
HKD0902012161028,1.79
HKD0902101151740,1.38
HKD0902105030800,1.77
HKD0902106202008,1.17
HKD0911903281116,2.33
HKD0911904041204,1.06
HKD0911904150528,2.59
HKD0911904280225,4.22
HKD0911907212301,1.71
HKD0911908151815,1.76
HKD0911908211235,1.8
HKD0911910091631,1.73
HKD0911911060041,2.25
HKD0912002200050,2.38
HKD0912005310314,3.54
HKD0912012161028,2.34
HKD0912101151740,1.62
HKD0912105030800,2.43
HKD0921902212122,2.16
HKD0921904280225,3.35
HKD0921908151815,1.78
HKD0921910091631,1.71
HKD0922005310314,3.45
HKD0922012161028,2.22
HKD0922101151740,1.42
HKD0922105030800,1.77
HKD0922105161224,2.68
HKD0922106071111,1.38
HKD0931902212122,1.52
HKD0931904280225,2.27
HKD0932005310314,2.62
HKD0941902212122,1.72
HKD0941904280225,2.38
HKD0941907142223,0.83
HKD0942005310314,2.77
HKD0942101151740,0.77
HKD0942105030800,0.5
HKD0951902212122,2.12
HKD0951904280225,3.27
HKD0951907142223,1.87
HKD0951911060041,0.93
HKD0952005310314,2.56
HKD0952012161028,1.46
HKD0952105030800,1.61
HKD0952105161224,2.47
HKD0952106202008,1.64
HKD0961903281116,0.89
HKD0961904041204,0.74
HKD0961904150528,1.53
HKD0961904280225,2.37
HKD0961907142223,1.26
HKD0961910221706,0.61
HKD0961911060041,1.41
HKD0962005310314,2.49
HKD0962101151740,0.84
HKD0962101231439,0.75
HKD0962105030800,0.91
HKD0962105161224,2.54
HKD0962106202008,1.36
HKD0971902212122,2.21
HKD0971903281116,2.3
HKD0971904041204,2
HKD0971904280225,3.42
HKD0971907142223,1.8
HKD0971907212301,1.91
HKD0971910091631,2.17
HKD0971911060041,1.87
HKD0972005310314,3.47
HKD0972012161028,2.94
HKD0972101151740,1.57
HKD0972105030800,2.58
HKD0972106071111,1.96
HKD0972106202008,1.98
HKD0981902212122,2.31
HKD0981904150528,1.88
HKD0981904280225,2.98
HKD0981907212301,0.93
HKD0981907301313,1.56
HKD0981908211235,1.92
HKD0981910091631,1.24
HKD0981911060041,1.8
HKD0982003280958,1.5
HKD0982005310314,3.33
HKD0982012161028,2.34
HKD0982101151740,1.37
HKD0982105030800,1.62
HKD0982105291910,1.37
HKD0991902212122,2.39
HKD0991904280225,2.71
HKD0991911060041,0.82
HKD0992005310314,2.97
HKD0992101151740,1.14
HKD1001902212122,1.98
HKD1001903281116,2.01
HKD1001904280225,3.54
HKD1001907142223,1.96
HKD1001907212301,2.03
HKD1001907301313,2.24
HKD1001908211235,2.32
HKD1002003280958,2.55
HKD1002004101922,2.02
HKD1002005310314,2.67
HKD1002101151740,2.15
HKD1002103261248,1.23
HKD1002103281712,1.57
HKD1002105030800,1.57
HKD1002105161224,3.69
HKD1002105291910,2.67
HKD1002106102035,1.73
HKD1012005310314,1.74
HKD1021902212122,3.6
HKD1021904280225,2.09
HKD1031902212122,4.65
HKD1031904280225,3.76
HKD1031912160652,2.75
HKD1032002121936,2.75
HKD1032105142046,2.04
HKD1041904030944,0.52
HKD1041904280225,2.9
HKD1041907301552,2.39
HKD1041912160652,1.65
HKD1042101271407,2.13
HKD1051902212122,4.03
HKD1051904280225,3.12
HKD1051905312249,0.9
HKD1051907301552,1.24
HKD1051909071836,1.49
HKD1051912160652,1.03
HKD1052002121936,1.2
HKD1052003280958,2.46
HKD1052101271407,2.73
HKD1052103051514,0.75
HKD1052105142046,1.83
HKD1052105291910,1.32
HKD1061902212122,3.56
HKD1061904280225,3.11
HKD1062003280958,3.01
HKD1062101271407,2.87
HKD1062105291910,2.53
HKD1071902212122,2.52
HKD1071904280225,2.29
HKD1072105142046,2.38
HKD1081901171123,1.87
HKD1081902212122,2.89
HKD1081904280225,3.04
HKD1081908211235,1.71
HKD1082003280958,2.95
HKD1082004101922,1.68
HKD1082005310314,1.84
HKD1082012210125,1.61
HKD1082012210223,2.14
HKD1082101271407,2.15
HKD1082103051514,1.15
HKD1082103281712,1.78
HKD1082105142046,2.75
HKD1082105291910,3.21
HKD1091901171123,1.8
HKD1091902212122,2.3
HKD1091904082222,1.44
HKD1091904280225,3.12
HKD1091907301313,1.94
HKD1091908211235,1.71
HKD1091911060041,2.35
HKD1092003280958,2.41
HKD1092004240452,2.05
HKD1092005310314,2.27
HKD1092012210223,2.21
HKD1092101231439,1.46
HKD1092101271407,2.24
HKD1092103261248,1.58
HKD1092103281712,1.77
HKD1092105142046,1.83
HKD1092105291910,2.96
HKD1092106102035,1.71
HKD1101901171123,1.18
HKD1101902212122,2.29
HKD1101904280225,2.83
HKD1101908211235,1.27
HKD1101911060041,1.42
HKD1102003280958,2.53
HKD1102004101922,1.55
HKD1102004240452,2.58
HKD1102101271407,2.13
HKD1102103281712,0.9
HKD1102105161224,2.37
HKD1102105291910,2.24
HKD1102106102035,1.33
HKD1112003280958,0.71
HKD1121904082222,1.18
HKD1121904280225,2.06
HKD1121907301313,1.13
HKD1122003280958,1.67
HKD1122004101922,1.33
HKD1122004240452,2.36
HKD1122105291910,1.82
HKD1131904280225,2.25
HKD1131907212301,1.09
HKD1131907301313,1.19
HKD1131910091631,0.48
HKD1131911060041,1.23
HKD1132012161028,1.65
HKD1132101231439,0.68
HKD1132101271407,1.3
HKD1132105161224,2.38
HKD1161902212122,1.94
HKD1171902212122,2.08
HKD1181902212122,2.35
HKD1191902212122,2.15
HKD1201902212122,3.51
HKD1201904280225,2.38
HKD1211902212122,3.1
HKD1211904280225,3.31
HKD1221902212122,3.17
HKD1221904280225,2.43
HKD1231902212122,3.2
HKD1241902212122,3.85
HKD1241904280225,2.53
HKD1241912160652,2.2
HKD1242002121936,2.18
HKD1242003280958,1.88
HKD1242101271407,1.44
HKD1251902212122,4.29
HKD1251904030944,1.79
HKD1251904280225,3.82
HKD1251905312249,1.35
HKD1251907301552,2.95
HKD1251912160652,2.19
HKD1252002121936,2.85
HKD1252003280958,2.29
HKD1252005310314,2.11
HKD1252101271407,2.83
HKD1252105142046,2.45
HKD1261902212122,5.26
HKD1261904082222,1.51
HKD1261904280225,3.68
