FileName,instrumental_intensity
IBR0162012171642,2.95
IBR0162012300935,3.39
IBR0162102061410,1.52
IBR0162103160456,2.96
IBR0162105240409,2.22
IBR0171901141323,2.77
IBR0171901182146,2.68
IBR0171903020603,0.78
IBR0171903170607,1.38
IBR0171905251520,2.06
IBR0171905270404,1.1
IBR0171906071908,2.11
IBR0171906081246,1.73
IBR0171906170800,2.84
IBR0171906240911,1.67
IBR0171907070351,1.03
IBR0171907250714,1.28
IBR0171907290035,1.99
IBR0171909300102,1.59
IBR0171910090458,1.31
IBR0171911081818,1.04
IBR0171911122155,0.97
IBR0171911220523,1.99
IBR0171912031018,2.25
IBR0171912041038,2.67
IBR0171912052235,1.45
IBR0171912190923,1.22
IBR0172001030324,2.55
IBR0172001140453,2.63
IBR0172001141325,1.91
IBR0172001211918,1.23
IBR0172002010111,1.86
IBR0172002010207,3.43
IBR0172002062019,1.53
IBR0172002121937,1.97
IBR0172002171240,1.79
IBR0172002201253,0.67
IBR0172003072056,0.9
IBR0172003312024,1.49
IBR0172004020033,1.15
IBR0172004120044,3.27
IBR0172004240138,2.35
IBR0172004260949,2.62
IBR0172005042207,2.54
IBR0172005042234,1.13
IBR0172005060157,2.1
IBR0172005110858,2.23
IBR0172006010602,2.1
IBR0172006040531,2.22
IBR0172006072144,1.31
IBR0172006250447,3.3
IBR0172007011825,1.13
IBR0172007090605,2.21
IBR0172007290533,2.43
IBR0172008060254,1.39
IBR0172008131135,0.77
IBR0172008200928,1.15
IBR0172008301437,2.34
IBR0172009070634,1.3
IBR0172009101226,1.08
IBR0172009121138,1.47
IBR0172009151506,1.42
IBR0172009200904,1.33
IBR0172010051132,1.38
IBR0172010100739,0.37
IBR0172010281558,1.41
IBR0172011011940,0.81
IBR0172011221906,2.93
IBR0172011251120,1.77
IBR0172012171642,2.4
IBR0172012300935,2.96
IBR0172101241813,0.86
IBR0172101260825,1.19
IBR0172102061410,1.08
IBR0172102130052,0.57
IBR0172103160456,3.09
IBR0172105240409,2.09
IBR0172105291002,1.39
IBR0172107041535,1.02
IBR0172107280055,1.77
IBR0172108040533,1.81
IBR0181901141323,2.1
IBR0181901182146,2.31
IBR0181901220704,0.93
IBR0181903170607,1.58
IBR0181905010043,1.28
IBR0181906071908,1.39
IBR0181906081246,1.1
IBR0181906170800,2.77
IBR0181906301013,1.5
IBR0181907070351,0.98
IBR0181907290035,2.24
IBR0181909300102,1.63
IBR0181911081818,1.01
IBR0181911122155,1.16
IBR0181911220523,1.11
IBR0181912031018,1.36
IBR0181912190923,1.5
IBR0182001030324,3.06
IBR0182001140453,1.84
IBR0182001141325,2.47
IBR0182001211918,1.5
IBR0182002010111,1.96
IBR0182002010207,2.48
IBR0182002121937,1.99
IBR0182003312024,1.78
IBR0182004120044,3.16
IBR0182004240138,1.61
IBR0182004260949,1.64
IBR0182005042207,2.82
IBR0182005042234,1.64
IBR0182006010602,2.02
IBR0182006040531,2.83
IBR0182006072144,1.61
IBR0182006250447,3.44
IBR0182007090605,1.4
IBR0182007192101,1.23
IBR0182008060254,1.79
IBR0182008301437,1.75
IBR0182009101226,1.5
IBR0182009151506,0.96
IBR0182009171400,1.78
IBR0182011221906,3.15
IBR0182012171642,1.48
IBR0182012300935,2.56
IBR0182101260825,1.06
IBR0182102130052,0.98
IBR0182103160456,2.24
IBR0182105240409,0.83
IBR0182107280055,1.9
IBR0182108040533,2.2
ISK0012003130218,2.81
ISK0012106031031,1.58
ISK0012106260124,2.19
ISK0012107110916,2.75
ISK0022003130218,3.33
ISK0022106031031,1.66
ISK0022106260124,2.59
ISK0022107110916,3.78
ISK0032003130218,4.35
ISK0032004060500,1.24
ISK0032106031031,1.71
ISK0032106260124,1.08
ISK0032107110916,0.8
ISK0042003130218,4.08
ISK0042004060500,1.55
ISK0042106031031,2.96
ISK0042106260124,2.42
ISK0052003130218,5.38
ISK0052004060500,3.35
ISK0052106260124,1.82
ISK0062003130218,3.91
ISK0062004060500,1.96
ISK0062107110916,0.76
ISK0072003130218,3.82
ISK0072004060500,1.54
ISK0082003130218,3.16
ISK0082004060500,0.92
ISK0082009020250,1.46
ISK0082106031031,1.18
ISK0082107110916,0.96
ISK0092003130218,3.02
ISK0092004060500,0.57
ISK0092005191313,0.89
ISK0092009020250,2.09
ISK0092009040910,0.95
ISK0102003130218,2.32
ISK0102009020250,3.07
ISK0102009040910,0.95
ISK0112003130218,2.58
ISK0112009020250,2.07
ISK0112009040910,1.66
ISK0122003130218,2.19
ISK0122009020250,3.13
ISK0122009040910,1.69
ISK0131903090108,1
ISK0132009020250,1.44
ISK0132009040910,1.59
ISK0142003130218,2.78
ISK0142009020250,2.45
ISK0142009040910,3
ISK0152003130218,4.86
ISK0152004060500,2.69
ISK0152106031031,1.47
ISK0152106260124,2.07
ISK0152107110916,1.22
IWT0011901261723,3
IWT0011905080920,3.43
IWT0011907010937,1.35
IWT0011908040304,1.72
IWT0011908151433,2.97
IWT0011909071701,0.98
IWT0011909071836,1.29
IWT0011910231243,1.85
IWT0011911070703,0.7
IWT0011912030825,1.97
IWT0011912191521,4.13
IWT0012001281913,1.63
IWT0012004200539,2.59
IWT0012004240452,2.29
IWT0012004301215,2.26
IWT0012008280320,2.77
IWT0012009121144,2.76
IWT0012009131944,1.46
IWT0012010061527,2.36
IWT0012011210301,0.66
IWT0012011270554,0.69
IWT0012012121619,3.92
IWT0012012210223,3.49
IWT0012012260632,1.6
IWT0012101290424,1.72
IWT0012102140325,1.12
IWT0012102262031,1.98
IWT0012103200926,1.8
IWT0012104091754,1.52
IWT0012104241835,2.39
IWT0012105120830,1.14
IWT0012105200527,1.75
IWT0012106090734,2.28
IWT0012106092206,2.31
IWT0012106101856,1.26
IWT0021901261723,2.58
IWT0021905080920,1.93
IWT0021908151433,2.48
IWT0021912191521,3.05
IWT0022004200539,2.31
IWT0022005140430,1.6
IWT0022008280320,1.82
IWT0022009121144,2.23
IWT0022012121619,3.13
IWT0022101290424,1.37
IWT0022103140216,1.04
IWT0022103200926,1.39
IWT0022104241835,0.97
IWT0022105200527,1.03
IWT0022106090734,1.67
IWT0022106092206,1.74
IWT0031901261723,3.32
IWT0031904111718,2.19
IWT0031905080920,2.48
IWT0031908151433,2.11
IWT0031909071701,1.17
IWT0031910231243,2.3
IWT0031912191521,2.76
IWT0032004200539,3.07
IWT0032005090635,3.3
IWT0032005140430,3.4
IWT0032008280320,1.47
IWT0032009121144,2.83
IWT0032010061527,1.64
IWT0032011210301,1.73
IWT0032011270554,1.86
IWT0032012121619,3.14
IWT0032012210223,3.17
IWT0032012260632,2.03
IWT0032101290424,1.64
IWT0032102140325,1.68
IWT0032103140216,2.24
IWT0032103200926,2.38
IWT0032103201809,3.67
IWT0032104241835,1.6
IWT0032105200527,0.98
IWT0032106011343,1.62
IWT0032106090734,2.23
IWT0032106092206,2.6
IWT0032107010644,0.92
IWT0041901261723,2.36
IWT0041904111718,1.98
IWT0041905050451,1.04
IWT0041905080920,1.96
IWT0041905181018,1.6
IWT0041908151433,2.39
IWT0041909071701,1.9
IWT0041909151202,1.47
IWT0041909251728,2.03
IWT0041910231243,2.1
IWT0041912030825,1.68
IWT0041912081222,1.29
IWT0041912191521,3.11
IWT0042004200539,3.31
IWT0042004301215,1.29
IWT0042005140430,1.97
IWT0042005150640,1.57
IWT0042008280320,1.7
IWT0042009121144,3.28
IWT0042009121150,1.96
IWT0042009170918,1.77
IWT0042009302258,1.45
IWT0042010052301,1.14
IWT0042010061527,1.68
IWT0042011270554,1.55
IWT0042012121619,3.09
IWT0042012210223,2.56
IWT0042012260632,1.48
IWT0042101290424,2.41
IWT0042102140325,2.12
IWT0042103090830,1.81
IWT0042103140216,1.17
IWT0042103201809,3.96
IWT0042104032158,1.59
IWT0042104091754,0.94
IWT0042104180929,2.08
IWT0042104241835,1.83
IWT0042105011027,4.13
IWT0042106011343,1.4
IWT0042106090734,3.2
IWT0042106092206,1.99
IWT0042107010644,1.47
IWT0051901261723,2.33
IWT0051905040919,0.74
IWT0051905080920,1.25
IWT0051905181018,1.14
IWT0051907171800,0.99
IWT0051908040304,1.91
IWT0051908151433,2.43
IWT0051909151202,0.87
IWT0051909251728,1.57
IWT0051910231243,1.17
IWT0051912030825,1.21
IWT0051912191521,2.02
IWT0052004200539,3.03
IWT0052005140430,1.33
IWT0052005150640,1.32
IWT0052008280320,2.03
IWT0052009121144,2.92
IWT0052009121150,1.68
IWT0052009121249,1.43
IWT0052009170918,1.01
IWT0052010052301,0.67
IWT0052010061527,1.35
IWT0052012121619,2.85
IWT0052012210223,2.44
IWT0052012260632,2.2
IWT0052102140325,2.44
IWT0052103201809,3.54
IWT0052104032158,1.37
IWT0052106090734,2.5
IWT0061901261723,2.18
IWT0061902200124,1.37
IWT0061903070426,1.9
IWT0061905040919,1.23
IWT0061905181018,2.36
IWT0061907171800,1.64
IWT0061908040304,2.43
IWT0061909071701,1.84
IWT0061909151202,2.05
IWT0061909251728,2.43
IWT0061910231243,1.52
IWT0061912030825,1.03
IWT0061912081222,0.96
IWT0061912191521,1.97
IWT0062004200539,3.2
IWT0062005150640,1.22
IWT0062008280320,1.08
IWT0062009121144,2.98
IWT0062009121150,1.59
IWT0062009121249,1.39
IWT0062009170918,1.89
IWT0062009302258,1.19
IWT0062010052301,1.34
IWT0062010061527,2.06
IWT0062011210301,1.11
IWT0062011270554,1.02
IWT0062012260632,2.12
IWT0062101290424,1.18
IWT0062102140325,2.65
IWT0062103090830,1.64
IWT0062103201809,3.74
IWT0062104032158,1.65
IWT0062104091754,0.82
IWT0062104180929,1.82
IWT0062104241835,1.07
IWT0062105011027,3.61
IWT0062106090734,2
IWT0062107010644,2.29
IWT0071901061734,2.15
IWT0071902182000,1.56
IWT0071902200124,1.83
IWT0071903070426,2.41
IWT0071904252100,1.64
IWT0071905040919,1.73
IWT0071905041141,1.63
IWT0071905050451,1.58
IWT0071905181018,3.03
IWT0071907110519,1.13
IWT0071907171800,2.11
IWT0071908040304,2.2
IWT0071908041923,2.67
IWT0071908140702,1.5
IWT0071908240305,1.24
IWT0071909151202,2.55
IWT0071909251728,3.23
IWT0071910191808,2.28
IWT0071910231243,1.42
IWT0071910231726,0.9
IWT0071910280633,0.65
IWT0071911030033,1.03
IWT0071912261826,1.92
IWT0072003111403,0.8
IWT0072004200539,3.74
IWT0072004201049,1.2
IWT0072005150640,2.58
IWT0072006130242,1.29
IWT0072008270948,1.14
IWT0072008280320,1.2
IWT0072009121144,4.02
IWT0072009121150,2.32
IWT0072009121249,2.38
IWT0072009130529,1.66
IWT0072009170918,2.73
IWT0072009302258,2.51
IWT0072010052301,2.18
IWT0072010061527,2.39
IWT0072011270554,0.98
IWT0072012201835,1.64
IWT0072012210223,2.68
IWT0072012250627,1.53
IWT0072012260632,1.9
IWT0072101022236,1.14
IWT0072101190547,0.99
IWT0072101290424,1.7
IWT0072102132308,4.19
IWT0072102140325,3.25
IWT0072102170707,1.17
IWT0072103090830,2.96
IWT0072103171729,1.87
IWT0072103201809,4.42
IWT0072104032158,2.26
IWT0072104180929,2.76
IWT0072104241835,1.13
IWT0072105011027,4.72
IWT0072105140858,3.21
IWT0072106081019,1.14
IWT0072106090734,1.93
IWT0072107010644,2.55
IWT0081901061734,1.35
IWT0081902200124,1.56
IWT0081903070426,2.1
IWT0081904252100,1.03
IWT0081905040919,0.99
IWT0081905041141,1.07
IWT0081905050451,0.61
IWT0081905181018,1.52
IWT0081906111021,1.08
IWT0081907021000,0.69
IWT0081907171800,1.48
IWT0081908040304,1.76
IWT0081908140702,0.97
IWT0081908240305,0.67
IWT0081909151202,1.78
IWT0081909251728,2.4
IWT0081910231726,0.51
IWT0081910280633,0.15
IWT0081912261826,1.51
IWT0082004200539,3.06
IWT0082005181200,1.28
IWT0082008270948,0.68
IWT0082009121144,2.9
IWT0082009121150,1.18
IWT0082009121249,1.15
IWT0082009130529,0.9
IWT0082009170918,2
IWT0082009302258,0.8
IWT0082010052301,1.37
IWT0082010061527,1.48
IWT0082012121619,1.43
IWT0082101190547,0.82
IWT0082102132308,3.67
IWT0082102140325,2.37
IWT0082103090830,2.1
IWT0082103201809,3.95
IWT0082104032158,1.19
IWT0082104180929,2.26
IWT0082105011027,3.97
IWT0082106090734,0.8
IWT0082107010644,1.24
IWT0091901061734,2.02
IWT0091901261723,1.69
IWT0091902051557,0.51
IWT0091902182000,0.83
IWT0091902200124,1.67
IWT0091903070426,2.51
IWT0091903300300,1.09
IWT0091904071002,1.99
IWT0091904252100,2.49
IWT0091905040919,0.91
IWT0091905041141,1.68
IWT0091905050451,0.8
IWT0091905181018,2.31
IWT0091906102212,0.83
IWT0091906111021,1.97
IWT0091906121935,0.95
IWT0091907110519,0.68
IWT0091907171800,2.26
IWT0091908040304,1.95
IWT0091908041923,2.47
IWT0091908140702,0.97
IWT0091908151554,1.06
IWT0091908240305,1.82
IWT0091909151202,1.32
IWT0091909251728,1.8
IWT0091910191808,1.08
IWT0091910231243,0.86
IWT0091910231726,0.94
IWT0091910280633,1.23
IWT0091911161817,1.41
IWT0091912111839,1.65
IWT0091912222133,1.34
IWT0091912261826,2.5
IWT0092001180253,1.04
IWT0092003111403,0.96
IWT0092004200539,3.71
IWT0092004201049,0.74
IWT0092005150640,1.55
IWT0092005181200,2.11
IWT0092006130242,1.38
IWT0092008270948,1.09
IWT0092009121144,3.37
IWT0092009121150,1.79
IWT0092009121249,1.26
IWT0092009130529,1.35
IWT0092009302258,1.52
IWT0092010052301,1.17
IWT0092010061527,2.06
IWT0092011210720,1.21
IWT0092012121619,2.09
IWT0092012201835,0.78
IWT0092012250627,1.49
IWT0092012260632,0.79
IWT0092101190547,2.16
IWT0092102132308,4.26
IWT0092102140325,2.65
IWT0092102170707,1.49
IWT0092103090830,2.5
IWT0092103171729,1.94
IWT0092103201809,4.4
IWT0092104032158,2.5
IWT0092104180929,2.88
IWT0092104191306,1.71
IWT0092105011027,4.74
IWT0092106081019,0.98
IWT0092106090734,1.49
IWT0092107010644,2.4
IWT0101903070426,1.66
IWT0101906111021,1.55
IWT0101907171800,0.87
IWT0101908041923,2.65
IWT0101908240305,0.7
IWT0101912222133,1.74
IWT0102004200539,2.93
IWT0102005150640,1.28
IWT0102005181200,2.09
IWT0102009121144,3.48
IWT0102009121150,1.56
IWT0102009302258,0.7
IWT0102102132308,4.42
IWT0102102140325,1.4
IWT0102103090830,1.24
IWT0102103201809,4.29
IWT0102104032158,1.72
IWT0102104180929,2.15
IWT0102105011027,4.41
IWT0102105140858,2.55
IWT0111902200124,0.9
IWT0111904252100,1.07
IWT0111905181018,2.02
IWT0111907171800,1.85
IWT0111908040304,1.04
IWT0111912222133,1.23
IWT0112004200539,2.98
IWT0112009121144,2.9
IWT0112009121150,1.2
IWT0112012121619,1.89
IWT0112102132308,4.02
IWT0112102140325,1.72
IWT0112103090830,1.02
IWT0112103201809,3.94
IWT0112104032158,1.48
IWT0112104180929,1.81
IWT0112105011027,3.66
IWT0112105140858,2.57
IWT0112107010644,1.01
IWT0121901061734,2.14
IWT0121902200124,2.19
IWT0121903070426,3.01
IWT0121904071002,1.99
IWT0121905041141,1.78
IWT0121905181018,3.56
IWT0121906111021,1.59
IWT0121907171800,2.96
IWT0121908040304,2.29
IWT0121908240305,1.92
IWT0121909071701,1.65
IWT0121909151202,1.8
IWT0121909251728,1.92
IWT0121910231243,1.54
IWT0121911291301,1.88
IWT0121912191521,2.81
IWT0121912222133,2.09
IWT0121912261826,1.9
IWT0122004200539,3.81
IWT0122005140430,1.58
IWT0122005150640,2.08
IWT0122005181200,2.46
IWT0122006130242,2.47
IWT0122008280320,1.67
IWT0122009121144,3.87
IWT0122009121150,2.64
IWT0122009121249,1.92
IWT0122009170918,1.91
IWT0122009302258,1.81
IWT0122010052301,1.7
IWT0122010061527,2.19
IWT0122012121619,2.98
IWT0122012260632,1.19
IWT0122101290424,1.41
IWT0122103090830,2.59
IWT0122103171729,2.76
IWT0122103201809,4.9
IWT0122104032158,2.52
IWT0122104180929,3.07
IWT0122105011027,5.08
IWT0122105140858,3.33
IWT0122106092206,2.33
IWT0122107010644,2.16
IWT0131901061734,1.18
IWT0131901261723,2.2
IWT0131902200124,1.48
IWT0131903070426,2.19
IWT0131904252100,1.31
IWT0131905050451,1.17
IWT0131905181018,2.21
IWT0131907171800,1.95
IWT0131908040304,2.67
IWT0131908041923,2.58
IWT0131908151433,2.2
IWT0131909071701,1.07
IWT0131909151202,1.5
IWT0131909251728,2.08
IWT0131912191521,1.96
IWT0131912261826,1.36
IWT0132001281223,0.72
IWT0132004200539,3.68
IWT0132005150640,2.03
IWT0132008270948,0.95
IWT0132008280320,1.16
IWT0132009121144,3.66
IWT0132009121150,2.08
IWT0132009121249,1.57
IWT0132009170918,1.62
IWT0132009302258,1.83
IWT0132010052301,1.38
IWT0132010061527,2.18
IWT0132011270554,1.97
IWT0132012121619,2.47
IWT0132012210223,2.7
IWT0132012250627,0.61
IWT0132012260632,0.37
IWT0132101290424,1.54
IWT0132102132308,4.07
IWT0132102140325,2.79
IWT0132103090830,1.75
IWT0132103201809,3.8
IWT0132104032158,2.31
IWT0132104091754,2.02
IWT0132104180929,2.43
IWT0132104241835,1.06
IWT0132105140858,2.76
IWT0132106090734,1.82
IWT0132107010644,1.78
IWT0141902200124,1.09
IWT0141903070426,1.68
IWT0141908040304,1.81
IWT0141908151433,1.91
IWT0141912191521,2.2
IWT0142004200539,3.31
IWT0142009121144,3.02
IWT0142010061527,1.59
IWT0142012121619,2.32
IWT0142012210223,2.93
IWT0142102140325,1.82
IWT0142103090830,1.79
IWT0142103201809,3.8
IWT0142104032158,1.66
IWT0142104180929,1.87
IWT0142105011027,3.95
IWT0142107010644,1.02
IWT0151905181018,1.6
IWT0151906182222,3.38
IWT0151907171800,1.45
IWT0151908040304,1.29
IWT0152009121144,2.38
IWT0152103201809,2.77
IWT0161901261723,2.3
IWT0161902200124,0.89
IWT0161903070426,1.33
IWT0161905080920,1.57
IWT0161905181018,1.67
IWT0161907171800,1.08
IWT0161908151433,1.69
IWT0161909071701,1.73
IWT0161909151202,1.02
IWT0161910231243,2.13
IWT0161912030825,1.54
IWT0161912191521,2.14
IWT0162004200539,2.91
IWT0162005090635,1.03
IWT0162005140430,1.56
IWT0162008280320,1.45
IWT0162009121144,2.91
IWT0162009170918,1.15
IWT0162010052301,0.71
IWT0162010061527,1.75
IWT0162011270554,1.21
IWT0162012121619,3.21
IWT0162012210223,2.67
IWT0162012260632,1.43
IWT0162101290424,1.59
IWT0162102140325,2.6
IWT0162103090830,1.68
IWT0162103201809,3.46
IWT0162104032158,1.32
IWT0162104091754,1.37
IWT0162104180929,1.63
IWT0162104241835,1
IWT0162105011027,3.5
IWT0162106090734,2.01
IWT0162106092206,1.63
IWT0162107010644,1.52
IWT0171901261723,2.48
IWT0171903070426,1.91
IWT0171904252100,0.93
IWT0171905080920,1.29
IWT0171905181018,1.67
IWT0171907171800,1.28
IWT0171908040304,1.53
IWT0171908151433,1.94
IWT0171909071701,1.49
IWT0171909151202,0.73
IWT0171910231243,1.75
IWT0171912030825,1.85
IWT0171912191521,1.96
IWT0172004200539,2.97
IWT0172005090635,1.25
IWT0172008280320,1.73
IWT0172009121144,3.07
IWT0172009121150,1.38
IWT0172009170918,0.68
IWT0172009302258,0.93
IWT0172010061527,2.05
IWT0172011270554,0.94
IWT0172012121619,2.96
IWT0172012210223,2.68
IWT0172012260632,1.18
IWT0172101190547,0.19
IWT0172101290424,1.29
IWT0172102140325,2.26
IWT0172103090830,1.59
IWT0172103201809,3.57
IWT0172104032158,1.78
IWT0172104091754,1.37
IWT0172104180929,2.19
IWT0172104241835,1.19
IWT0172106090734,1.8
IWT0172106092206,1.57
IWT0172107010644,1.44
IWT0181901261723,2.68
IWT0181905080920,1
IWT0181905181018,1.57
IWT0181907171800,1.17
IWT0181909071701,0.87
IWT0181910231243,1.16
IWT0181912030825,1.98
IWT0182003111304,0.89
IWT0182004200539,2.88
IWT0182004301215,1.18
IWT0182005090635,1.52
IWT0182008280320,1.52
IWT0182009121144,2.68
IWT0182012121619,2.68
IWT0182012210223,2.85
IWT0182012260632,0.65
IWT0182101290424,0.8
IWT0182102140325,1.63
IWT0182103090830,1.62
IWT0182103201809,3.32
IWT0182104091754,0.85
IWT0182104180929,1.61
IWT0182105011027,3.37
IWT0182106090734,1.44
IWT0182106092206,1.55
IWT0182107010644,1.32
IWT0191901261723,1.71
IWT0191905080920,1.04
IWT0191908040304,1.01
IWT0191909071701,0.68
IWT0191910231243,1.43
IWT0191912030825,1.05
IWT0191912191521,2.37
IWT0192004200539,1.99
IWT0192008280320,1.33
IWT0192009121144,1.84
IWT0192010061527,1.14
IWT0192012121619,2.74
IWT0192012260632,1
IWT0192102140325,0.8
IWT0192103201809,2.55
IWT0192104091754,0.67
IWT0192104241835,0.74
IWT0192106090734,1.51
IWT0192106092206,0.84
IWT0201901261723,3.84
IWT0201905080920,1.92
IWT0201907171800,1.88
IWT0201908040304,2.03
IWT0201908151433,3.34
IWT0201908151506,2.29
IWT0201909071701,1.02
IWT0201910231243,1.81
IWT0201912030825,2.18
IWT0201912191521,3.5
IWT0202004200539,3.64
IWT0202004301215,1.95
IWT0202005140430,2.23
IWT0202008280320,1.96
IWT0202009121144,3.52
IWT0202009121150,1.81
IWT0202009131944,2.35
IWT0202010061527,2.47
IWT0202012121619,3.42
IWT0202012210223,4.63
IWT0202101290424,1.56
IWT0202102140325,1.77
IWT0202103140216,1.66
IWT0202103200926,1.92
IWT0202103201809,4.03
IWT0202104032158,1.46
IWT0202104180929,2.42
IWT0202104241835,1.35
IWT0202105011027,4.23
IWT0202105120830,1.12
IWT0202105200527,1.7
IWT0202106011343,1.95
IWT0202106090734,2.47
IWT0202106092206,2.47
IWT0202107010644,1.15
IWT0211901261723,3.34
IWT0211905080920,2.08
IWT0211905181018,1.77
IWT0211908040304,2.42
IWT0211908151433,2.46
IWT0211909071701,1.11
IWT0211910231243,1.84
IWT0211912030825,2.4
IWT0211912191521,2.97
IWT0212003111304,1.61
IWT0212004200539,3.22
IWT0212004301215,1.98
IWT0212008280320,1.73
IWT0212009121144,3.15
IWT0212010061527,2.34
IWT0212012121619,3.25
IWT0212012210223,3.94
IWT0212101290424,1.58
IWT0212102140325,1.91
IWT0212102191811,1.44
IWT0212103201809,3.68
IWT0212104091754,1.9
IWT0212104241835,1.64
IWT0212106090734,2.35
IWT0212106092206,2.43
IWT0221901261723,2.91
IWT0221905080920,0.9
IWT0221908151433,2.26
IWT0221909071701,0.55
IWT0221912030825,1.27
IWT0222004200539,2.56
IWT0222004301215,1.57
IWT0222008280320,1.01
IWT0222009121144,2.4
IWT0222011060442,0.9
IWT0222012121619,2.03
IWT0222012210223,3.13
IWT0222102191811,1.57
IWT0222103201809,3.02
IWT0222106090734,1.75
IWT0231901261723,2.21
IWT0231905080920,1.65
IWT0231908151433,1.81
IWT0231910231243,1.4
IWT0231912191521,2.65
IWT0232004200539,2.15
IWT0232008280320,1.28
IWT0232009121144,2.16
IWT0232012121619,2.63
IWT0232012210223,2.4
IWT0232102191811,0.33
IWT0232106090734,1.73
IWT0232106092206,1.27
IWT0241901261723,2.52
IWT0241905080920,1.97
IWT0241908151433,2.73
IWT0241908151506,1.58
IWT0241912030825,1.48
IWT0241912191521,3.24
IWT0242004200539,2.19
IWT0242004301215,1.42
IWT0242009121144,2.15
IWT0242011060442,0.54
IWT0242012121619,3.09
IWT0242012210223,2.96
IWT0242102191811,1.4
IWT0242104241835,1.25
IWT0251901261723,1.99
IWT0251905181018,1.98
IWT0252003111304,1.97
IWT0252004200539,2.64
IWT0252009121144,2.59
IWT0252012121619,1.86
IWT0252103090830,1.73
IWT0252103201809,3.13
IWT0252104180929,1.49
IWT0261901261723,2.45
IWT0261903070426,2.68
IWT0261904252100,2.03
IWT0261905041141,1.1
IWT0261905181018,2.57
IWT0261906182222,3.04
IWT0261907171800,2.27
IWT0261908040304,1.95
IWT0261908041923,2.76
IWT0261908151433,1.54
IWT0261909151202,0.82
IWT0261909251728,1.35
IWT0261912111839,1.46
IWT0261912191521,2.02
IWT0261912222133,1.41
IWT0261912261826,1.4
IWT0262009121144,3.79
IWT0262009121150,2.23
IWT0262009121249,1.44
IWT0262009130529,0.77
IWT0262009170918,1.24
IWT0262009302258,1.27
IWT0262010052301,0.82
IWT0262012121619,2.26
IWT0262012260632,0.85
IWT0262102140325,2.08
IWT0262103090830,2.22
IWT0262103201809,4.14
IWT0262104180929,2.42
IWT0262105011027,4.32
IWT0262107010644,1.6
KGS0011902231430,1.67
KGS0011905100848,2.19
KGS0011907221039,0.88
KGS0011909280233,1.43
KGS0012103200150,1.58
KGS0012106260049,1.07
KGS0032006010933,1.71
KGS0041905100848,2.91
KGS0051905100848,2.81
KGS0052004050657,1.77
KGS0052006010933,2
KGS0061905100848,2.69
KGS0062103140922,1.74
KGS0062103200150,0.85
KGS0072006010933,2.6
KGS0081905100848,3.99
KGS0082006010933,1.63
KGS0091905100848,4.12
KGS0101901082139,2.25
KGS0101905100848,3.05
KGS0102005032054,2.05
KGS0102006010933,2.94
KGS0111901082139,2.33
KGS0112004050657,2.05
KGS0122004080253,1.18
KGS0122006010933,2.4
KGS0131901051532,1.68
KGS0131901082139,2.43
KGS0131905100848,3.2
KGS0132004202038,1.22
KGS0141901082139,2.78
KGS0141905100848,3.67
KGS0151901051532,2.45
KGS0151901082139,3.51
KGS0151903300555,2.1
KGS0151905100743,2.49
KGS0151905100848,3.59
KGS0151905102040,1.34
KGS0151912052354,1.98
KGS0152004202038,2.22
KGS0152006010933,1.07
KGS0152012250538,1.76
KGS0162004050657,1.61
KGS0162004080253,1.8
KGS0162006010933,2.68
KGS0162012250538,0.76
KGS0171901051532,1.85
KGS0171901082139,3.38
KGS0171903300555,1.87
KGS0171905100848,3.29
KGS0171912052354,2.42
KGS0172004202038,1.62
KGS0172006010933,1.53
KGS0181901051532,1.33
KGS0181901082139,2.97
KGS0181902231430,1.19
KGS0181905100743,2.36
KGS0181905100848,3.64
KGS0181905102040,1.16
KGS0181912052354,1.86
KGS0182004050657,1.89
KGS0182004080253,2.26
KGS0182004202038,1.38
KGS0182005032054,2.92
KGS0182006010933,2.89
KGS0182012250538,0.98
KGS0182106291455,1.56
KGS0192004050657,1.36
KGS0192006010933,2.02
KGS0192012250538,0.7
KGS0201901082139,2.62
KGS0201903300555,1.34
KGS0201905100743,1.36
KGS0201905100848,2.68
KGS0202004050657,1.84
KGS0202004080253,1.94
KGS0202005032054,2.1
KGS0202006010933,2.38
KGS0211912052354,1.48
KGS0212006010933,1.81
KGS0221901051532,1.53
KGS0221901082139,2.52
KGS0221904230749,0.44
KGS0221905100848,2.35
KGS0221906191135,0.66
KGS0221912052354,1.92
KGS0222004202038,1.25
KGS0222012250538,1.68
KGS0231901051532,1.63
KGS0231901082139,3.48
KGS0231903300555,2.43
KGS0231904230749,1.11
KGS0231905100848,3.2
KGS0232003031831,1.5
KGS0232004202038,2.04
KGS0232006010933,0.86
KGS0241901082139,3.15
KGS0241903300555,2.22
KGS0241905100848,2.41
KGS0241912052354,1.98
KGS0242012250538,1.53
KGS0251901082139,2.67
KGS0251903300555,1.76
KGS0251912200528,0.82
KGS0261901082139,3.62
KGS0261903300555,2.91
KGS0261912200528,1.83
KGS0262003031831,1.68
KGS0262005260438,1.95
KGS0262102282330,1.84
KGS0262103210103,1.61
KGS0262104231626,1.34
KGS0271903300555,2.17
KGS0272003031831,1.42
KGS0272005260438,2.71
KGS0272102282330,1.96
KGS0272103210103,1.68
KGS0281901082139,2.06
KGS0281903300555,1.68
KGS0281905151424,1.7
KGS0282003031831,0.29
KGS0282005260438,1.27
KGS0282010032126,1.44
KGS0282012250538,0.67
