FileName,real_Tva_total_1,real_Tva_total_2,real_Tva_total_3,real_Tva_total_4,real_Tva_total_5,real_Tva_total_6,real_Tva_total_7,real_Tva_total_8,real_Tva_total_9,real_Tva_total_10,real_Tva_total_11,real_Tva_total_12,real_Tva_total_13,real_Tva_total_14,real_Tva_total_15,real_Tva_total_16,real_Tva_total_17,real_Tva_total_18,real_Tva_total_19,real_Tva_total_20
AIC0082010190328,0.110062628566172,0.10430534500077,0.10430534500077,0.10430534500077,0.10430534500077,0.10430534500077,0.10430534500077,0.10430534500077,0.10430534500077,0.10430534500077,0.182857118017685,0.119065938491423,0.119065938491423,0.119065938491423,0.119065938491423,0.119065938491423,0.119065938491423,0.119065938491423,0.119065938491423,0.119065938491423
AIC0082102180358,0.0712140415834288,0.0712140415834288,0.0672616551231441,0.0683810969038279,0.0683810969038279,0.098749471941887,0.09012904816829,0.09012904816829,0.09012904816829,0.09012904816829,0.09012904816829,0.09012904816829,0.09012904816829,0.09012904816829,0.09012904816829,0.09012904816829,0.09012904816829,0.09012904816829,0.09012904816829,0.09012904816829
AIC0082104050622,0.069393180143332,0.069277538872792,0.069277538872792,0.069277538872792,0.0991161925525993,0.0891427295742627,0.0891427295742627,0.125599181351977,0.125599181351977,0.125599181351977,0.125599181351977,0.125599181351977,0.125599181351977,0.125599181351977,0.125599181351977,0.125599181351977,0.125599181351977,0.125599181351977,0.125599181351977,0.125599181351977
AIC0091903090108,0.0860965406934547,0.0860965406934547,0.0860965406934547,0.0860965406934547,0.0860965406934547,0.0860965406934547,0.0860965406934547,0.0991906350173612,0.152405565773811,0.152405565773811,0.152405565773811,0.152405565773811,0.152405565773811,0.152405565773811,0.152405565773811,0.152405565773811,0.152405565773811,0.152405565773811,0.152405565773811,0.152405565773811
AIC0092010190328,0.0538179550175257,0.0675988617628192,0.0691002465481231,0.0691002465481231,0.07687235767401,0.0878787624955605,0.0996796101114315,0.105053449916598,0.11808312164754,0.11808312164754,0.11808312164754,0.11808312164754,0.11808312164754,0.11808312164754,0.11808312164754,0.11808312164754,0.11808312164754,0.11808312164754,0.11808312164754,0.11808312164754
AIC0092102180358,0.102292959538636,0.102292959538636,0.102292959538636,0.102292959538636,0.123623078342416,0.213359835201039,0.213359835201039,0.213359835201039,0.213359835201039,0.213359835201039,0.213359835201039,0.213359835201039,0.213359835201039,0.213359835201039,0.213359835201039,0.213359835201039,0.213359835201039,0.213359835201039,0.213359835201039,0.213359835201039
AIC0092104050622,0.102577598972124,0.122313319513249,0.122313319513249,0.137315802443908,0.125449911651112,0.125449911651112,0.138204069605188,0.138204069605188,0.140305005049364,0.197470490243051,0.197470490243051,0.197470490243051,0.197470490243051,0.197470490243051,0.197470490243051,0.197470490243051,0.197470490243051,0.197470490243051,0.197470490243051,0.197470490243051
AIC0101903090108,0.192980364621083,0.188764187634319,0.188764187634319,0.188764187634319,0.188764187634319,0.165117994945632,0.165117994945632,0.165117994945632,0.165117994945632,0.165117994945632,0.251652804130856,0.251652804130856,0.251652804130856,0.251652804130856,0.251652804130856,0.251652804130856,0.251652804130856,0.251652804130856,0.251652804130856,0.251652804130856
AIC0102009271313,0.089043635871579,0.089043635871579,0.089043635871579,0.089043635871579,0.089043635871579,0.089043635871579,0.309817007186514,0.301953213717481,0.301953213717481,0.301953213717481,0.301953213717481,0.301953213717481,0.301953213717481,0.301953213717481,0.301953213717481,0.301953213717481,0.301953213717481,0.301953213717481,0.301953213717481,0.301953213717481
AIC0102010190328,0.0804230706029844,0.0795317190242357,0.0798392853246123,0.077706925667298,0.0812479759747523,0.0866702341570733,0.101482288210537,0.101237930939737,0.101237930939737,0.149201581720158,0.223123834933881,0.223123834933881,0.223123834933881,0.223123834933881,0.223123834933881,0.223123834933881,0.223123834933881,0.223123834933881,0.223123834933881,0.223123834933881
AIC0102102180358,0.0720771628406085,0.0720771628406085,0.0720771628406085,0.0720771628406085,0.152067687809461,0.147874860506264,0.147874860506264,0.147874860506264,0.147874860506264,0.147874860506264,0.147874860506264,0.147874860506264,0.147874860506264,0.147874860506264,0.147874860506264,0.147874860506264,0.147874860506264,0.147874860506264,0.147874860506264,0.147874860506264
AIC0102104050622,0.0936810757461548,0.0936810757461548,0.0936810757461548,0.0936810757461548,0.0936810757461548,0.0936810757461548,0.255923274207945,0.255923274207945,0.255923274207945,0.255923274207945,0.255923274207945,0.255923274207945,0.255923274207945,0.255923274207945,0.255923274207945,0.255923274207945,0.255923274207945,0.255923274207945,0.255923274207945,0.255923274207945
AIC0111903090108,0.106603826689606,0.106603826689606,0.106603826689606,0.106603826689606,0.106603826689606,0.106603826689606,0.106603826689606,0.19271218917996,0.156557147380287,0.156557147380287,0.156557147380287,0.156557147380287,0.156557147380287,0.156557147380287,0.156557147380287,0.156557147380287,0.156557147380287,0.156557147380287,0.156557147380287,0.156557147380287
AIC0112009271313,0.276352273803737,0.198876953050029,0.198876953050029,0.198876953050029,0.198876953050029,0.198876953050029,0.198876953050029,0.198876953050029,0.198876953050029,0.198876953050029,0.198876953050029,0.251972593963507,0.225978258953491,0.225200674659618,0.299571853634371,0.299571853634371,0.299571853634371,0.299571853634371,0.322866065697559,0.322866065697559
AIC0112010190328,0.0530721193137115,0.0706431399319207,0.0706431399319207,0.0706431399319207,0.0706431399319207,0.0706431399319207,0.101628923008079,0.101628923008079,0.101628923008079,0.101628923008079,0.101628923008079,0.101628923008079,0.101628923008079,0.101628923008079,0.101628923008079,0.101628923008079,0.101628923008079,0.101628923008079,0.101628923008079,0.101628923008079
AIC0112102180358,0.100958148730117,0.0985042509037373,0.0985042509037373,0.0985042509037373,0.0953543536023669,0.0985112223777886,0.175701633014103,0.221328277508225,0.221328277508225,0.221328277508225,0.221328277508225,0.221328277508225,0.221328277508225,0.221328277508225,0.221328277508225,0.221328277508225,0.221328277508225,0.221328277508225,0.221328277508225,0.221328277508225
AIC0121903090108,0.0680168137268366,0.069146412692907,0.069146412692907,0.0892972838118182,0.0892972838118182,0.0892972838118182,0.0898604976955265,0.0898604976955265,0.188848669769903,0.145073428535841,0.185762621242283,0.185762621242283,0.185762621242283,0.185762621242283,0.185762621242283,0.185762621242283,0.185762621242283,0.185762621242283,0.185762621242283,0.185762621242283
AIC0122009271313,0.122560010497489,0.122560010497489,0.122560010497489,0.122560010497489,0.122560010497489,0.122560010497489,0.122560010497489,0.122560010497489,0.122560010497489,0.24781352825805,0.233837303094889,0.233837303094889,0.233837303094889,0.233837303094889,0.233837303094889,0.233837303094889,0.233837303094889,0.233837303094889,0.233837303094889,0.233837303094889
AIC0122010190328,0.092312066248547,0.092312066248547,0.092312066248547,0.092312066248547,0.092312066248547,0.092312066248547,0.092312066248547,0.165235954253103,0.153800849937795,0.153800849937795,0.153800849937795,0.153800849937795,0.153800849937795,0.153800849937795,0.153800849937795,0.153800849937795,0.153800849937795,0.153800849937795,0.153800849937795,0.153800849937795
AIC0122102180358,0.0566995985536073,0.0561587619664005,0.0721349962246504,0.0709965709545664,0.0751811627423671,0.148989101582836,0.188247973758486,0.188247973758486,0.188247973758486,0.188247973758486,0.188247973758486,0.188247973758486,0.188247973758486,0.188247973758486,0.188247973758486,0.188247973758486,0.188247973758486,0.188247973758486,0.188247973758486,0.188247973758486
AIC0131903090108,0.120319164287846,0.0846655954706259,0.0898165443506972,0.0758049527067234,0.0758049527067234,0.0758049527067234,0.0868221661980703,0.0868221661980703,0.0868221661980703,0.104517684585808,0.104517684585808,0.113924994946063,0.0915089261643922,0.0915089261643922,0.0915089261643922,0.0915089261643922,0.0915089261643922,0.0915089261643922,0.0915089261643922,0.0915089261643922
AIC0131910020215,0.10027109318282,0.10027109318282,0.10027109318282,0.10027109318282,0.10027109318282,0.10027109318282,0.10027109318282,0.1431583284318,0.1431583284318,0.1431583284318,0.1431583284318,0.1431583284318,0.1431583284318,0.1431583284318,0.1431583284318,0.1431583284318,0.1431583284318,0.1431583284318,0.1431583284318,0.1431583284318
AIC0132009271313,0.07050618210431,0.063239313697427,0.0751669217936289,0.0751669217936289,0.0751669217936289,0.225818071920786,0.148580126842077,0.148580126842077,0.148580126842077,0.148580126842077,0.148580126842077,0.148580126842077,0.148580126842077,0.148580126842077,0.148580126842077,0.148580126842077,0.148580126842077,0.148580126842077,0.148580126842077,0.148580126842077
AIC0132102180358,0.113477268492651,0.0876888315430519,0.0876888315430519,0.0876888315430519,0.0876888315430519,0.0862337232678136,0.0964064996543101,0.0964064996543101,0.0964064996543101,0.0964064996543101,0.0964064996543101,0.0964064996543101,0.0964064996543101,0.0964064996543101,0.0964064996543101,0.0964064996543101,0.0964064996543101,0.0964064996543101,0.0964064996543101,0.0964064996543101
AIC0132104050622,0.0629867870151248,0.0629867870151248,0.0629867870151248,0.0629867870151248,0.0629867870151248,0.0876550643347786,0.0876550643347786,0.0876550643347786,0.0876550643347786,0.0876550643347786,0.0876550643347786,0.0876550643347786,0.0876550643347786,0.0876550643347786,0.0876550643347786,0.0876550643347786,0.0876550643347786,0.0876550643347786,0.0876550643347786,0.0876550643347786
AIC0141903090108,0.195097143778829,0.195097143778829,0.151435905044967,0.151435905044967,0.151435905044967,0.123629443478671,0.123629443478671,0.123629443478671,0.123629443478671,0.135097485522057,0.186700267233577,0.119835422573534,0.119835422573534,0.119835422573534,0.119835422573534,0.119835422573534,0.119835422573534,0.119835422573534,0.119835422573534,0.119835422573534
AIC0142009271313,0.116737849823374,0.109372285383373,0.109372285383373,0.139035501855883,0.139035501855883,0.16995436987882,0.16995436987882,0.16995436987882,0.304904361258783,0.287547942887872,0.287547942887872,0.287547942887872,0.287547942887872,0.287547942887872,0.287547942887872,0.287547942887872,0.287547942887872,0.287547942887872,0.287547942887872,0.287547942887872
AIC0142010190328,0.0687569089555937,0.0636085981634328,0.0636085981634328,0.0636085981634328,0.0636085981634328,0.0636085981634328,0.0636085981634328,0.0645220615580986,0.15338951291985,0.149595688031386,0.138033735578319,0.138033735578319,0.138033735578319,0.138033735578319,0.138033735578319,0.138033735578319,0.138033735578319,0.138033735578319,0.138033735578319,0.138033735578319
