FileName,real_cav_UD_1,real_cav_UD_2,real_cav_UD_3,real_cav_UD_4,real_cav_UD_5,real_cav_UD_6,real_cav_UD_7,real_cav_UD_8,real_cav_UD_9,real_cav_UD_10,real_cav_UD_11,real_cav_UD_12,real_cav_UD_13,real_cav_UD_14,real_cav_UD_15,real_cav_UD_16,real_cav_UD_17,real_cav_UD_18,real_cav_UD_19,real_cav_UD_20
AIC0042010190328,0.0237890600128109,0.0415522357372127,0.0513609319633178,0.061644768755969,0.0695930735120317,0.0842190087231507,0.143615084384635,0.206147923777014,0.244493766763395,0.286909190955347,0.307302976039518,0.337108483695326,0.36019822332423,0.381653394144819,0.399816048329665,0.415871977393159,0.427774820844063,0.437005769767735,0.449653126524578,0.456400545139267
AIC0042102180358,0.0161324854558419,0.0280430447702641,0.0423484130684585,0.0520560706655447,0.0619715359702111,0.104679682006882,0.148531793181655,0.209687918232277,0.252596255167525,0.294373399935944,0.324236514316149,0.342674031777311,0.361440397656446,0.384310505992524,0.399153498237166,0.415945714159744,0.428894055090624,0.438710134430072,0.450316752559337,0.462896985128507
AIC0042104050622,0.00809212265529466,0.0148451023409331,0.0198742083163347,0.0260682817021043,0.0305640007036276,0.0361277516975565,0.0406833555586349,0.045096026135125,0.0501455075487865,0.0548826206551452,0.0639945114945991,0.0733795114099844,0.0829278704830398,0.0940958328828137,0.102569167370741,0.111588516932865,0.120712152420168,0.125870514984047,0.132353657884926,0.139046310541533
AIC0051903090108,0.00764607905716318,0.0168668452605406,0.0218896436099376,0.0271179141874196,0.0322459095442918,0.037429040377877,0.0421462702388279,0.0530469334623509,0.081206708084768,0.101152680406073,0.116975726297475,0.12817755353513,0.137627289630948,0.145389833280172,0.150981351448727,0.156775318407498,0.161719491993421,0.16588395496502,0.169108953385818,0.171906472159736
AIC0052009271313,0.0312430301985039,0.0445595173174593,0.0553550230830781,0.0701746459431739,0.0825547913604433,0.093248852770479,0.103322650836972,0.111057697006133,0.155143885901038,0.193097315086977,0.210075667887981,0.22137489318906,0.252178410326994,0.273106593380599,0.288309415085087,0.299132131782509,0.305873624487806,0.319302287042199,0.331146139277538,0.337502846415812
AIC0052010190328,0.00421612712591829,0.00715944430487225,0.00946080834679951,0.0113998847478707,0.0133628782630648,0.0158209304047038,0.0180031348193818,0.0223948898648542,0.0282791364029866,0.0350042113165773,0.0398525996181046,0.0432483945588737,0.0457916047337032,0.0483961752669089,0.0500605237907808,0.0517054850346686,0.0534757635759205,0.0549343609736789,0.0561169239002415,0.05752851077192
AIC0052102180358,0.0104617716584661,0.0176076298078642,0.0223658212812449,0.027528242590147,0.0331462179521238,0.0461486081564316,0.0541548914324931,0.0610208196870001,0.0675569154622959,0.0718157086269986,0.0764019919465819,0.080685539424636,0.0836183209072397,0.0856761248941732,0.0877087587298617,0.0893570774311675,0.0908351605011993,0.0922567626993078,0.0937284789167999,0.0951665298230041
AIC0061903090108,0.00902911186179246,0.0157307820512544,0.0224915504704643,0.0280095912765674,0.0334427201221483,0.0404828202633703,0.0478131635621058,0.0538761304903639,0.0591915767796817,0.0675675271953438,0.0835320923726441,0.111990586378498,0.13510100983111,0.152503919971432,0.164230627838755,0.175609471958112,0.18282735404961,0.189894916996381,0.19660702616318,0.202639600988096
AIC0062009271313,0.0268222801858696,0.0477921640845242,0.08073629358574,0.105119186038071,0.124836134995084,0.146984203545133,0.236488287606706,0.316098112764478,0.377162233513945,0.43298210050113,0.474117722244953,0.523356361083606,0.547884132762121,0.576478389525585,0.600152685391728,0.616320124525112,0.63053327826166,0.641812175003835,0.662485221336108,0.674654400895099
AIC0062104050622,0.0260702473980056,0.0393558449206858,0.0454342408582885,0.0508214555000831,0.0580468369945248,0.0651399829343608,0.0737469592002939,0.0787492031321835,0.106091807428762,0.157475302133802,0.182277437898743,0.197591333525616,0.20454025824993,0.21152985807041,0.218923548381108,0.224773315115334,0.230077957241529,0.234154705375987,0.236458142239813,0.239070749752019
AIC0081903090108,0.00561933289933223,0.0152095381994089,0.0196792918289484,0.0240620182464349,0.0296368297698307,0.034816849575771,0.0410230277162505,0.0455047510109018,0.0512309766935247,0.0583159948343731,0.0654433567960344,0.0964064135907198,0.130604521369169,0.149343042396742,0.168511632165177,0.181439158024666,0.191040977082864,0.200396137947312,0.205391371281599,0.211878273352955
AIC0081908311803,0.00137379668222289,0.00438908681578047,0.00702232201763699,0.00881120214707828,0.0107933573006691,0.0128743692651993,0.0144426128265424,0.0163913170347656,0.0187342914899881,0.0205841018404649,0.0225340231899766,0.0244045635124036,0.0313232149578286,0.0432820036691985,0.0533978977121753,0.0578277888421085,0.0650503898258611,0.0698031001370334,0.0737119111509661,0.0770690850428165
AIC0081910020215,0.0117485337783461,0.0156318702971047,0.0185728502086855,0.0215021712677059,0.0244329873306983,0.0276535195909587,0.0308898728088599,0.0489825004307233,0.0645130326603474,0.0737103847405802,0.0795034474357428,0.0845970237340909,0.0878073367877438,0.0913367452017113,0.0937091554360748,0.0957457506365022,0.098043095401554,0.100116383007775,0.102040772175414,0.103884433142961
AIC0082003211358,0.0125254693069698,0.0192087920388202,0.0227324357628783,0.025782712205813,0.0279223646151917,0.0303415000897458,0.0330771532076207,0.0370038976242709,0.0630100023355856,0.0780021032319112,0.0880654480023888,0.0922342875300963,0.0961794822957981,0.100881917654898,0.104027864698915,0.107373925040659,0.112405828646744,0.114975603360021,0.117386093647969,0.119369444721529
AIC0082004231344,0.00397435473838123,0.00930234919658775,0.018163322141579,0.0260682896771303,0.0299988544462436,0.0336101706757701,0.0372250842926432,0.0408073542040389,0.0440201449568545,0.0471428628268781,0.0501942294852295,0.0531446872752836,0.0567820619566948,0.0603056416061796,0.0648969638309674,0.0804160338811468,0.0930469699543335,0.107813061908186,0.121498706314981,0.132596524777232
AIC0082009271313,0.0342405717354439,0.0635155511688697,0.126682833564871,0.170251192598184,0.20113662072607,0.262822117272424,0.401732982935616,0.566777076921604,0.629750368179462,0.691634043272802,0.755650295383893,0.799504607315912,0.823029521137572,0.854750469476607,0.887132592334051,0.911217668163764,0.936744321277079,0.954421922153794,0.972737341766739,0.990725270965909
AIC0082010190328,0.00423829640545402,0.00832378754231043,0.011133723005033,0.0132685452622127,0.0163120699324739,0.0198668643152441,0.023179270160159,0.0259567629891871,0.0289149336715137,0.0325378075309327,0.0369039277308109,0.0511222086689013,0.063165013556108,0.0732038152637883,0.0807977189853174,0.0887250593864971,0.0945105065613754,0.0999617027725609,0.103330576916785,0.106559544219544
AIC0082102180358,0.00671983266886042,0.0112122408204363,0.0177391467469261,0.0249938789374583,0.0306263064207911,0.0441018473773797,0.0688934647840381,0.0795694190722895,0.0881583853387241,0.0961400101022894,0.103050797922854,0.109231768289167,0.114180830080334,0.118519592498795,0.12342898373224,0.127084737581562,0.13013325943891,0.133059307428759,0.135368757018994,0.137941669175113
AIC0082104050622,0.00936318288261487,0.0203879373189426,0.027235235563619,0.035212838914519,0.0473402809612757,0.0654659843657896,0.0752805361493378,0.113890407651821,0.154072749158503,0.172463009803565,0.184252390728807,0.196445834583257,0.203635346429614,0.210679963363419,0.215670763855075,0.220761875028387,0.224899952826564,0.230052443574803,0.234657724647995,0.237242676457323
AIC0091903090108,0.0289563307528379,0.0508836113553379,0.0650993903955478,0.0749442862353104,0.0899349818031578,0.099823647507836,0.110482420353454,0.149528629430101,0.247852100377098,0.317213945058771,0.390786462888504,0.467480810136324,0.525300486869527,0.588285011785115,0.624099044948949,0.657163246596941,0.678016532824544,0.692212627853999,0.707732967568232,0.740338349827928
AIC0092010190328,0.00397922292517926,0.0106744151475258,0.0171474244216523,0.0230149610763817,0.0283871790216694,0.0335709968366935,0.0398045274630709,0.0811728472430813,0.127766723125374,0.147518247779698,0.173458735535987,0.194400883043939,0.214050603444343,0.225047471865841,0.236128714336168,0.244150235658231,0.252893625685424,0.258533076127511,0.264611498678998,0.26919646356245
AIC0092102180358,0.0251627423938196,0.0478928408184976,0.0605887830641578,0.070123651242742,0.0940733862606173,0.165433518290205,0.239580690768239,0.312791040626791,0.361409983776961,0.387650391750102,0.427130851185768,0.443891952939569,0.463770869423462,0.480643035694514,0.495553272459183,0.514835607231438,0.523015193642905,0.531789842976405,0.54437648607349,0.55173616215143
AIC0092104050622,0.00743988093246709,0.0135957496505022,0.0191902896852585,0.0282880656609683,0.0358357541183269,0.0426590931662272,0.0492931203212899,0.0583752255814383,0.0699280158737819,0.0890550172669582,0.111454038602341,0.132662574841428,0.147062537776718,0.161519557041502,0.17906721221711,0.192272874734476,0.1990346455157,0.209949630915177,0.215457982808055,0.221884253024639
AIC0101903090108,0.00865050418509583,0.0158004883376796,0.021004918624688,0.0260538451249597,0.0298835847169333,0.0346472671384039,0.0402174506460408,0.0468690511283789,0.0528012839612434,0.0582830582423991,0.0840436666670993,0.128888052302523,0.159011343096808,0.175429921161934,0.192018952582352,0.204470068770461,0.214247371338815,0.222966491768121,0.230478042224661,0.238647524834658
AIC0102009271313,0.0416682907286422,0.0788938280785571,0.112950436951484,0.1379054640197,0.169006786250309,0.193712373066835,0.286106003659738,0.482680604408334,0.559780598792864,0.601452799726652,0.646515335571667,0.690553163112117,0.716813321597802,0.742021120636506,0.769841080415707,0.794180227040215,0.811895512242013,0.834415567723052,0.84765836391873,0.861821563546715
AIC0102010190328,0.00299958069429742,0.00542809292134255,0.00821650486711332,0.0107741999120855,0.0134390183262197,0.0163726101408306,0.0201973278647357,0.0228978792911577,0.0261788174042739,0.0303184019294321,0.0677774982269892,0.0974707746013622,0.120954825825607,0.131353420417252,0.135879121377585,0.141906734637215,0.147412192050571,0.152213848135147,0.156607738270729,0.160391272371793
AIC0102102180358,0.0155362749251689,0.023811230033523,0.0317761526673872,0.0382611995785705,0.0484396782378783,0.0614325012070522,0.0792806278053948,0.0892275110749601,0.0970784074554877,0.10309122530216,0.108202385201335,0.114315032516043,0.118821573183804,0.122687323892555,0.125910211004119,0.130227602215916,0.133261877352394,0.136426742897625,0.138525613418323,0.140044998713789
AIC0102104050622,0.0117671139279755,0.0216790189076656,0.0312580890784885,0.0424720735014602,0.0529813870034018,0.0614217342686419,0.0876194448584924,0.150500373500538,0.193342862483277,0.208392960301,0.219040778265084,0.229614025323739,0.237144888405265,0.244563032266669,0.250740507930997,0.255337436560831,0.260244356474937,0.263440444436836,0.265807413928153,0.269377620438515
AIC0111903090108,0.0401102451554064,0.0714873779195504,0.0962806035177643,0.112265726321253,0.125266935381257,0.140119763809693,0.15531716550769,0.208610847373792,0.294485851484372,0.350832841452008,0.410828685992445,0.457028100121025,0.495070561105511,0.528885064065116,0.551156690107418,0.582390022021388,0.602257847795591,0.61717312903231,0.63862101269667,0.655612362674379
AIC0112009271313,0.0288293382661258,0.0470261686941702,0.0609122494218275,0.0747630012641865,0.0934194473524043,0.107193275336473,0.125060266277844,0.141493430335962,0.155733512080616,0.179066432817831,0.210252724049318,0.243150209016878,0.277748016062116,0.327203451226612,0.364156146999105,0.405196601955675,0.443434275077115,0.487585536486516,0.516991340179233,0.54703758243107
AIC0112010190328,0.00860163145356559,0.0227284534361877,0.0351915378578921,0.0462945822042195,0.0587202032373636,0.0696829282329555,0.0995488102870924,0.150725269164622,0.192323709899577,0.227637381379913,0.256704282355307,0.28272954170854,0.301604610099999,0.329298306232997,0.337723558145381,0.354452881973652,0.368180696097246,0.377561358224803,0.386413388133272,0.395789873009527
AIC0112102180358,0.011197431171002,0.0245621976537878,0.0358276284780357,0.0480397288207882,0.0611444271712975,0.0705171802969085,0.109916267352649,0.248765748027589,0.319984299691393,0.397784952109509,0.439179971750776,0.472288393818702,0.507999568742341,0.527650225599157,0.551265592173613,0.580437795537432,0.59970281490075,0.610624515274794,0.626286589785475,0.641216718003865
AIC0121903090108,0.00963049416503028,0.0178909260443101,0.0264230498650659,0.0337197617643843,0.0400754861902052,0.0456103562745302,0.0522002989167108,0.0592980762218383,0.0723040850209101,0.0953538938704317,0.110926336997886,0.132787776906848,0.154916594466224,0.172053983541207,0.186280109880584,0.197964647235891,0.206710489734419,0.214362141179564,0.222572680093243,0.229696290909445
AIC0122009271313,0.0854265766592406,0.116325919738405,0.154676326573221,0.181770630396038,0.214902457854329,0.239418792952188,0.25841990101396,0.270824760626625,0.293525143771859,0.381089045016963,0.482533953936707,0.554341007230106,0.610911242301466,0.680832792522859,0.722342120019602,0.773161825193521,0.832154809293318,0.875296814668274,0.916257510270341,0.951220317254705
AIC0122010190328,0.00913499407163076,0.013838970643683,0.0190827734480363,0.0243919939541283,0.0282898004419882,0.0325757201641227,0.0377144088452386,0.0492932492239889,0.0597927464967685,0.0741874674678278,0.0920655557280854,0.0999412543659328,0.112108360555954,0.119801984577457,0.128628496434401,0.135554489526634,0.14150938019581,0.14686210975562,0.153555493983562,0.158210160325873
AIC0122102180358,0.00492271800462769,0.0102735697437005,0.0167809799833063,0.0220357135822395,0.0266374577779056,0.0438801947020606,0.0688391735139226,0.0991781807425652,0.115277723211789,0.126198994222366,0.139830374378515,0.154580110218939,0.171087649393081,0.180065430324654,0.19585874290364,0.210996928052851,0.222602424931518,0.23668754217955,0.251696982242296,0.258004081912042
AIC0131903090108,0.00307741014657651,0.00602765501306924,0.00882475547402245,0.0118315984415887,0.0150715520567543,0.0177596530611485,0.0200409452881566,0.0228011935134993,0.0251687596712164,0.0284911560617697,0.0325955308989991,0.0434408814056098,0.0554345702092493,0.0675686610244617,0.0753151941099731,0.0838225892107543,0.0919231300062401,0.0975012258139269,0.102166285744338,0.107308700604504
AIC0131910020215,0.00493218194923959,0.00727074976161201,0.0111137702267523,0.013357263875414,0.015511511995115,0.0172832314094697,0.0197302394970051,0.0302857029819198,0.0367255154935992,0.0403972796545098,0.0435353995289751,0.04623005168711,0.0487126523592211,0.0498731821275085,0.051343461390172,0.0525387267331861,0.0539162004928104,0.0550732497948699,0.0560714757584244,0.0568066757317604
AIC0132009271313,0.0100053568392387,0.0263310810932939,0.0472206054958145,0.0608557771907968,0.0789940939105879,0.11749264352279,0.210986515413433,0.282181008110934,0.330755414923286,0.361780688922393,0.419980389870892,0.450957078770596,0.485007272148616,0.50660274320274,0.548994442023651,0.565762300331635,0.595038919099163,0.616142500271639,0.623411969773507,0.631192986614652
AIC0132102180358,0.00653667676450802,0.0119483990788005,0.0156473607457158,0.0191793892514496,0.02347169540302,0.0312652883250343,0.0452284966836519,0.0533422646063066,0.0628531173750419,0.0686816515014055,0.0719323175364368,0.0760904642427459,0.079160934113888,0.0813990434870201,0.0837073939239084,0.0857247527428495,0.0873021175456239,0.0890769097713854,0.0907316187294843,0.0916431135496667
AIC0132104050622,0.0110390403913821,0.0201908883673086,0.0257359159579567,0.0329544505259915,0.0410606550531258,0.0597365732268264,0.0735766567761408,0.0852510600972264,0.0945001281903531,0.100571290843546,0.107793262189217,0.115225055188984,0.118643692096777,0.12227212139684,0.1255667159877,0.128376815519377,0.13090870258837,0.132722889673602,0.13490305562771,0.136579087133523
AIC0141903090108,0.00940774262382539,0.0151575274949933,0.0209492402819683,0.026199286224212,0.0314401545292074,0.0361089962393898,0.0414282155228356,0.0469720890003079,0.0515264422490558,0.0561449171814379,0.0691525580886791,0.0889039877436089,0.101271856801753,0.112077356891746,0.123591340436209,0.130109007716087,0.135406942249992,0.140596735339024,0.145614257372545,0.149132151835559
AIC0142009271313,0.0334683716404366,0.0540515942719628,0.0773817838027451,0.0966814996920384,0.10898038499199,0.13220280842916,0.143154162174307,0.153635850688005,0.216273984670715,0.274812833195189,0.336779408201134,0.36596854998475,0.397445927334356,0.421982474091507,0.438689263395255,0.455224939171001,0.473023903013369,0.487589084910935,0.504328313428504,0.519742252661838
AIC0142010190328,0.00358322762414534,0.00633509314622328,0.00954433668537998,0.0126406498537878,0.0159304087047829,0.0190329407237618,0.0231771483757766,0.0264223800175193,0.0296719804428486,0.0399240679932079,0.0513022499416822,0.0620116299302237,0.0681053320608025,0.0740083981590731,0.0782420766775325,0.0814828445341988,0.085002144633989,0.0880081488344117,0.0902080839806112,0.0922020342237583
AIC0142102180358,0.0049948858110964,0.00976147993690999,0.014326557222329,0.0196561423708149,0.0240842080953352,0.0360952998285467,0.0438803050703552,0.0528811312300713,0.0604533674015016,0.0644180014660809,0.0682736450233594,0.0719056756106749,0.0754874107043605,0.0781357537552225,0.0805180228452241,0.083220734701095,0.0850006973637314,0.086295261879503,0.0878550162853131,0.0893147905836846
AIC0142104050622,0.0171641376881059,0.0273712259183355,0.0394286230469844,0.0470428153107615,0.0536283817235124,0.0609521159171424,0.0668801461434993,0.0804759814647308,0.099666714518087,0.115007252594676,0.122638020198088,0.126704017423393,0.130797615521041,0.134351091934699,0.138708550126207,0.141249621142432,0.14384666732764,0.146701087815591,0.149377588241877,0.151694617274667
AIC0152009271313,0.0278463453896365,0.0578195169988969,0.0953023971408615,0.120274486172129,0.169706463126943,0.209569523398231,0.247119309061165,0.329140451472576,0.67366426650968,0.981618072975828,1.14112070695373,1.34316691101509,1.56316168235609,1.83385033696019,2.00560093106194,2.1841414372697,2.42953090804216,2.70914484053891,2.83242422073208,2.93757496176756
AIC0161903090108,0.0131403556357915,0.0206638183375229,0.0290231422012733,0.0349237973719431,0.0417921049432627,0.0490198116182785,0.0561714998364148,0.064520681528889,0.0727826208092183,0.0799294743874517,0.0968559991828255,0.124864425095638,0.169081312349825,0.203891998527412,0.219824374806523,0.255621243041539,0.283130206157177,0.300123373251874,0.314345198969451,0.334675695296296
AIC0162009271313,0.0248280667858079,0.0401964787958663,0.0551809840277965,0.0701795733958972,0.0869609528094356,0.0997920323631928,0.112754585490498,0.130072412480419,0.153356585107819,0.167852846782854,0.19859414221409,0.220390399295952,0.250747831782415,0.298008053528978,0.348864680359641,0.405508430203217,0.478359542164836,0.513591925025435,0.544373702998984,0.581805995760344
AIC0162102180358,0.00927095437012288,0.0159266699496602,0.0197371484717931,0.0253137057229618,0.0291269673520944,0.0366170706978951,0.0415056215157137,0.0532964355205868,0.0675157255617031,0.0926552713090653,0.112456194569976,0.130093712296183,0.151042588193281,0.174164186494134,0.18635295753616,0.195964993623519,0.206272116204563,0.217990386438425,0.228177152175943,0.233258259617013
AIC0172009271313,0.00989216405519538,0.0310392488978418,0.0428855176463752,0.0620713028459736,0.0838347693195918,0.105878876639252,0.121867087583643,0.135976151394961,0.16676623960495,0.229057450937166,0.35930661194796,0.450773649677997,0.572029153765861,0.642642426645557,0.706027338792005,0.762748537021271,0.817852323726288,0.856717074381952,0.910632844607289,0.955899567699897
AIC0172104050622,0.0295548416867266,0.0409059025395644,0.0578283539924061,0.0699079546400879,0.0820962701254808,0.0917655680948594,0.127340420595082,0.168049907523033,0.196967438132806,0.215295634756414,0.228687386601253,0.244792540449014,0.260755211924255,0.275596629712936,0.282525618120184,0.288600326305208,0.297909527783835,0.304379943749664,0.308939453778996,0.313328689439549
AKT0011901261723,0.0156703992578891,0.0555199675519395,0.0954865618848774,0.110121202434045,0.128980450632791,0.146139340889346,0.161156066569093,0.173683032558986,0.187889485264047,0.198979395369011,0.207755030270304,0.217355658590739,0.227590669453832,0.238176413821959,0.245729820440664,0.264625164470067,0.294478704502443,0.32179072547315,0.344779797764387,0.388814221705645
AKT0011912191521,0.0195969582654777,0.0376463390589588,0.0464040047983248,0.0545263281331408,0.0709661879193215,0.0869952455048143,0.107524556523562,0.119238493070492,0.129113123638154,0.139817948660884,0.150591071365206,0.170192210081488,0.184051094085843,0.238457787638094,0.285019397279464,0.324606994829767,0.364827662008992,0.381133959640417,0.399824161425593,0.41475899560481
AKT0012011060451,0.00567757448492009,0.00996297482428315,0.013992499871759,0.0176153187747249,0.0268890122628139,0.0378203926358957,0.0433254116276252,0.0482847721254973,0.0514964941641776,0.0568706648868513,0.060962774874841,0.0652509636259731,0.0685985002279819,0.0714609139047943,0.0740087030586167,0.0761371105263474,0.077536996933906,0.0791520329106871,0.0809427535297469,0.0823286368537935
AKT0012012121619,0.0137092838721691,0.0315569560579133,0.0483971079192294,0.0605860289682003,0.0710766715629737,0.0819884283143105,0.0917091890005443,0.102495254358721,0.110638646514645,0.119851179608274,0.129000092103046,0.138341709358429,0.153403875880359,0.163271043494382,0.183590968856469,0.202067905892338,0.222300750182722,0.2391630480887,0.258257022036344,0.273078842712106
AKT0012012210223,0.0787036528185754,0.170042593632978,0.24198266655228,0.292403069990399,0.348802557942566,0.39961839001592,0.440876785345769,0.478471434240338,0.503129453042991,0.539656677256127,0.566261426976204,0.590867886740971,0.619915013928205,0.653025736672311,0.696727554777515,0.736067767439815,0.756989579744589,0.783586432738863,0.822514709997967,0.924802960546201
AKT0021901261723,0.0142867191665874,0.0440764760552486,0.0765284389618039,0.103119151493617,0.127785419012472,0.148098838621955,0.162247428701769,0.179720136953971,0.195565337377297,0.212439191973458,0.230304411815442,0.247478789519099,0.265446868139153,0.28051494690137,0.293038397135853,0.31009539056696,0.324143101273932,0.352233232902832,0.38582369172438,0.416118895397719
AKT0021908151433,0.0408048931214876,0.103064729879145,0.137137598565868,0.167654879035669,0.190246184479847,0.211422847385913,0.241125143646426,0.266050902170211,0.293604417391789,0.305900146554771,0.318533844185219,0.330299254706142,0.341701348576341,0.355854704336022,0.379338867485348,0.401909681770495,0.428251779490404,0.448000800104367,0.465191992991721,0.493275870105803
AKT0021912191521,0.0178852690321951,0.0314108831536474,0.0503676750220939,0.0602254374314543,0.0722281584412499,0.0900092597700818,0.101308952838063,0.116669334268995,0.132710378736861,0.149557502011085,0.16438983373017,0.179515115462151,0.214720635648417,0.237006835441481,0.255968622145021,0.298490869244716,0.331919940895004,0.38320432117434,0.423685195137407,0.458555508438676
AKT0022011060451,0.0206535938712974,0.0413446295795779,0.0543517941018601,0.0650960943420004,0.0818335914275118,0.096108111670767,0.110167131017421,0.122262824363616,0.130007952628627,0.141320844097913,0.154839624261907,0.169236802456167,0.177293314688621,0.186105886290403,0.193473491062102,0.201072286349591,0.214385077074211,0.224140170269506,0.234012536359734,0.244265410579429
AKT0022012121619,0.0285399700817387,0.0622825463111852,0.0931721008369732,0.11699202167665,0.129845262716784,0.142500981492809,0.152518891064797,0.164948914775724,0.181514038107862,0.189351790033332,0.205099704617682,0.21996798964579,0.239496528579467,0.256582500657078,0.272406275625091,0.293926775985237,0.311181750250322,0.34108089016974,0.362467946967986,0.389957626719046
AKT0022012210223,0.000404997654206917,0.000721748575217095,0.00105981256388711,0.0545149964229289,0.215550859846885,0.34383615833341,0.392024706628612,0.444102809383324,0.476841872920089,0.532103726007982,0.571439016599837,0.605920017612606,0.62776969598984,0.706396026594354,0.78038393497509,0.839029699228216,0.926005899424999,0.992333591657992,1.05272025172556,1.08194691470533
AKT0031912191521,0.0077997064304148,0.0346439523637371,0.0542523067560805,0.0809585488672471,0.0953167240329223,0.114305399287313,0.131758456388802,0.141135848418725,0.160394904987422,0.174410985741391,0.188349310196205,0.198806248749242,0.210568903974122,0.249686559444461,0.278833361265016,0.325678468147668,0.347885270881114,0.36162277821542,0.388699920496524,0.438086558189775
AKT0032011060451,0.00466267940925702,0.00722108414513459,0.010882213639285,0.0161763486987329,0.0215272059199019,0.030807135138779,0.0438245975593587,0.057094194542103,0.0669454253002988,0.0765072323854812,0.0876296902715519,0.0973190900356417,0.104415831424149,0.114413583337395,0.122860613096452,0.133659510873005,0.137864548158254,0.148580618895302,0.158650059438943,0.163008200315715
AKT0061901261723,0.00751550989226478,0.0347789914181263,0.0666592134795656,0.0855209883836442,0.101576543470777,0.12364883811185,0.152120845458539,0.170179755225312,0.187722544350352,0.205284381667771,0.221127563023824,0.245497510618527,0.273715008420037,0.296145122964023,0.315100344249454,0.357415380798787,0.393000307329138,0.449289322284722,0.517392241934548,0.571819171469625
