FileName,real_arias_UD_1,real_arias_UD_2,real_arias_UD_3,real_arias_UD_4,real_arias_UD_5,real_arias_UD_6,real_arias_UD_7,real_arias_UD_8,real_arias_UD_9,real_arias_UD_10,real_arias_UD_11,real_arias_UD_12,real_arias_UD_13,real_arias_UD_14,real_arias_UD_15,real_arias_UD_16,real_arias_UD_17,real_arias_UD_18,real_arias_UD_19,real_arias_UD_20
AIC0052009271313,0.00255741094780707,0.00612239228304963,0.00767655181975879,0.00862193441680984,0.00991402061773908,0.0113904205171907,0.0123978775637481,0.0130703501314642,0.0198590290726283,0.0246905038840073,0.0271661683047415,0.0281656922728344,0.0289145323230648,0.0294408222562115,0.0300135796513724,0.0303921958668551,0.0305541916616066,0.030837347956436,0.0310338504573761,0.0311962253766975
AIC0052010190328,0.000299639004714324,0.000679581811414305,0.000901627658367344,0.00107767136400615,0.0012865574971119,0.00143160067318947,0.00159947594945198,0.00195807242885801,0.00290761913043089,0.00343036217988823,0.0037457612439458,0.00397762374594798,0.00409226053731415,0.00418974161855424,0.00427654706016265,0.00432943521378245,0.00439283962144311,0.00442890582879247,0.00445834874703429,0.00449282405178736
AIC0052102180358,0.00426689019007795,0.00737245745173791,0.00842702223451812,0.00962856604158647,0.0106334516938461,0.0160972790009701,0.0182841946673966,0.0194507903049763,0.0202921519525414,0.0207311840320985,0.0211569578817732,0.0214793977308048,0.0216589486567107,0.0217615600992846,0.0218634762710093,0.021926233963364,0.0219856156965507,0.0220276876770134,0.0220639673854186,0.0220858938780361
AIC0061903090108,0.000456049454677335,0.00133905109518861,0.00236242980959066,0.00313144486332194,0.00391611015049419,0.00471607286469372,0.00558557534527049,0.0063648104305727,0.00696892310083292,0.00775328283052388,0.00951966909450313,0.0165010751103488,0.0226292021835153,0.0252790446424982,0.0262882334618697,0.0278587664026793,0.0284564578892557,0.0290614158637956,0.0294602069368475,0.0297443869288471
AIC0062009271313,0.0109654809471069,0.01809336355641,0.0271520690345028,0.0326110557178897,0.0368622041965876,0.0425705456641737,0.0959117156711189,0.120117339181379,0.131372903121501,0.138187750209169,0.141232557579821,0.145822320300231,0.148297165345746,0.149583181793826,0.150672807610622,0.151478854265078,0.152413757839305,0.153234218023209,0.153833320225393,0.154406309415179
AIC0062104050622,0.0140087528659792,0.0172583477057336,0.0181163010609328,0.0187001268256731,0.0197635744013651,0.0209467673182827,0.0221492287634744,0.0227388059815939,0.0333786796650317,0.0629143597219133,0.0663046354285103,0.0679566123278944,0.068354142691267,0.0690379649103784,0.069753654529987,0.0700993599220492,0.0702994157466571,0.0703905945131171,0.0704561450948601,0.0705026565147166
AIC0081903090108,0.000323627545315854,0.00150698140351535,0.00187685184045717,0.00236434377556933,0.00288423022903036,0.0034937297090637,0.00423113101098627,0.0046507105452311,0.00512607988753726,0.00617067811586321,0.00697747445466929,0.0139818813621749,0.0211226126457202,0.0240371969557886,0.0266589385238339,0.0285373282910684,0.0296011282634214,0.0308430835303539,0.0312069809927884,0.0318053391044306
AIC0081908311803,3.03938235729648e-05,0.000226962746620745,0.000286499232056768,0.000357846009959444,0.000444060427933477,0.000528238022342037,0.000567498232246068,0.000633680163794157,0.000745822437227358,0.0008213698974188,0.00089885107895991,0.00098425247944757,0.00144300717339705,0.00303507413850403,0.00421468206712258,0.00449383714310331,0.00510732129515129,0.00538722719260316,0.00554121939599199,0.00567317184783506
AIC0081910020215,0.00449536123668111,0.004977874420452,0.00515864395055876,0.00533397426025141,0.00553178200561477,0.00571340017779053,0.00592571602842611,0.00945521541473871,0.0134855355179926,0.0142039633880483,0.0146379998325978,0.0149439582069075,0.0151106990767793,0.0152387330818958,0.0153273730279077,0.0153798674338225,0.0154456906950509,0.0154974298452056,0.0155355866981199,0.0155621119140164
AIC0082003211358,0.00153342416444701,0.0019973370877055,0.00223665046295204,0.00239359131115375,0.00248610736805528,0.00255350368625362,0.00271079379828172,0.00291853911109679,0.00887023811582648,0.0106573572524442,0.0117217640760642,0.0119681948972414,0.0121709563389301,0.0123653920514583,0.0124791940553906,0.0125967422408074,0.0128000934521724,0.0128595655062368,0.0128972568667113,0.0129311998963719
AIC0082004231344,3.63209457261754e-05,0.000277551383726265,0.000532886076676604,0.000668957456195415,0.000741722450052551,0.000839217127168656,0.000895019640292744,0.00095204795548175,0.001013151155288,0.00105129872769264,0.00109217933064266,0.00114498126542924,0.00118413153666587,0.00122737542574968,0.00128565930658536,0.00156863381896926,0.00223559289858358,0.00312264960085644,0.00381675996555028,0.00418112156012932
AIC0082009271313,0.00811619741966892,0.0213843802280987,0.0536818932931577,0.0757786514540704,0.0891881028581354,0.113679988025205,0.251065277432917,0.410494445637473,0.432325910068619,0.451277216418002,0.465987571907262,0.480222523648323,0.483269093051642,0.489307710089098,0.493478984136412,0.496657427162679,0.499016711821863,0.500110293767138,0.501075314414268,0.502199908090332
AIC0082010190328,0.000143579851220079,0.00034015530167424,0.000506137054750692,0.000602228070989415,0.000717110812752031,0.000845022864140347,0.0010082434277342,0.00119303064144888,0.00131789477454558,0.00146691854152019,0.00162690698821226,0.00269686114870989,0.00370172048642517,0.00449378564268105,0.00495338639443532,0.0055052996837218,0.0058356761624272,0.00611400071534769,0.00622416164284749,0.00632319697101552
AIC0082102180358,0.00113936674043865,0.00169215190138657,0.00281470292129665,0.00424479395109547,0.00519251701970906,0.00714754893441094,0.0153144566264283,0.0166311586428837,0.0177910765239868,0.0193323212149598,0.0202366533669603,0.0207896506949335,0.0212500062416789,0.0215360764568208,0.0218693364517759,0.0220544719505091,0.0221794912769635,0.0223173856864607,0.0223928361308427,0.0224671605539648
AIC0082104050622,0.00196043999183737,0.0051811631445287,0.00666775397334023,0.00864316239388851,0.0116353335889686,0.0184222138032365,0.0205244816637195,0.0524589971185691,0.0763074210870275,0.0807599449920788,0.0832807414781676,0.0845569417320553,0.0853674065782541,0.0860115521479437,0.0865347747066549,0.0868490593770353,0.0870784597758946,0.0873392476843431,0.0875012250775062,0.0876045154882903
AIC0091903090108,0.00868312427998215,0.0142993531682924,0.0169471242517751,0.0182652115687051,0.0204398847331618,0.021585603113099,0.0231814803030292,0.0329728642340553,0.166642674000064,0.201601294232125,0.214847370016865,0.220702670988625,0.224978271372793,0.229534816046009,0.231053645883334,0.232949685830986,0.234022704927191,0.234595245757542,0.235056641734475,0.235610665834131
AIC0092010190328,0.000486155101796511,0.00117484249722867,0.00184887411908947,0.0023542176016914,0.00273394730473012,0.00310640965074784,0.00359457479869956,0.0166156843499877,0.0346589506208917,0.0375617243860301,0.0409507779418918,0.0427557867052673,0.0435578000917005,0.0441530403209805,0.0446031860657821,0.0448601250225334,0.0450680508619504,0.0452252525679003,0.0453999226849818,0.0454907336064848
AIC0092102180358,0.00401997212682278,0.00653530321762744,0.00786776027834886,0.00859165298809605,0.0133777136124961,0.0359717249782801,0.0478384365317357,0.0572387019651853,0.0612439125865958,0.0621214676640661,0.0639361466423405,0.0646384280890977,0.0652770460610766,0.0657367583132249,0.0659954928128374,0.0663769390412512,0.0665505424304249,0.0666464375925795,0.0667866442187546,0.0668870279102735
AIC0092104050622,0.0003740204847177,0.000740393685815111,0.00110003815523464,0.0015081509599814,0.00181665129639754,0.00208103940303557,0.00235881470627383,0.00276977159128649,0.00335767374804606,0.00476108516743282,0.00657990368821727,0.0076604709187985,0.00824643344423371,0.0089168622990568,0.00956792522019081,0.0097774474544441,0.00991034233306319,0.0101152754334538,0.0101902178547993,0.0102575716190342
AIC0101903090108,0.000489268547289359,0.00107952843569042,0.00139915418193544,0.00181933439664983,0.00206733667008562,0.00247121232044018,0.00282186384097592,0.00346707804541345,0.00396304418475153,0.00437098595544,0.0063515030604135,0.0138048487148194,0.0185004104988206,0.0200244401498445,0.0215204238810734,0.0227402523996944,0.0232752900466124,0.0236527684989928,0.0239580736637662,0.024287100926125
AIC0102009271313,0.0271061543626986,0.0413519659872481,0.050186850525296,0.0573626267950786,0.0652501101901227,0.073063800146081,0.0893873771946168,0.188390200147149,0.209543198604927,0.215626572063399,0.224496258160103,0.228254134973283,0.231118450555581,0.232275864240635,0.23439839103486,0.235405347991008,0.236129010696572,0.237201064270935,0.237850842940015,0.238449923623484
AIC0102010190328,0.000130621947058183,0.000228390203476151,0.000391764954533454,0.000519775114958223,0.000652538064723365,0.000805186620041401,0.000955164228411933,0.00112047588410317,0.00125721095841682,0.00143318536222263,0.0065693480295359,0.00978549896445672,0.012258097787027,0.0127314161183795,0.0129182400852006,0.013257232213264,0.0134340947432238,0.0136030744131967,0.013695549307731,0.013782591465475
AIC0102102180358,0.00509710059153429,0.00611299640639741,0.007019001729757,0.00774800833062215,0.00960629377251414,0.0116742758556212,0.0139575187342115,0.0148653869408365,0.0152538117347951,0.0157262392527546,0.0160838948853802,0.0164102668315457,0.016626707631258,0.0167699977339284,0.0168784446521343,0.0170196870526177,0.0171007686079765,0.0171671144563821,0.0172086240335369,0.0172374119896975
AIC0102104050622,0.00323019714759661,0.00442548575569911,0.00584460787432177,0.00716553374491475,0.00811271820571265,0.00897312405955718,0.0141359827520048,0.0273135915706326,0.0326870001410903,0.0338254792978369,0.0345029296422143,0.035338716719585,0.0356869721795711,0.0359816082036124,0.0361674284322347,0.0362758390835031,0.0364304209864701,0.0365056946049601,0.0365665698402552,0.0366238231107979
AIC0111903090108,0.0254832439094094,0.0361373629052655,0.0500158392993707,0.055646723335487,0.0596401647452634,0.064257182927191,0.0677780157583032,0.0925309665865679,0.154272176272038,0.173794365684197,0.195780230363212,0.204000054904846,0.210144288735271,0.21531657460272,0.217522561229698,0.219913000288889,0.221848252283402,0.223048740293192,0.224210433081731,0.224992893871445
AIC0112009271313,0.000410050628874445,0.00195161895729072,0.00295736434381861,0.0036298374509964,0.00474701734223336,0.00605747155713382,0.00776545864645295,0.00934869147122271,0.0102720845430898,0.0114434677831847,0.012128273900662,0.0134415981694662,0.0186311305564519,0.0285517135721318,0.0343117652336974,0.0375680631320135,0.0397328487779414,0.0428002255956506,0.0440748507024008,0.0463693315764051
AIC0112010190328,0.0026284939565511,0.00896115518095006,0.0127975808414693,0.0151404393535801,0.0186728051095059,0.0214222645599411,0.030067476522473,0.0513309945022351,0.0630081461097841,0.0695263310479624,0.0757674462138586,0.0801161042096988,0.0821920325691953,0.0863292597266051,0.0869087283962504,0.0883421686894873,0.0893460633582978,0.0898266988656218,0.0901723311174273,0.090562420918965
AIC0112102180358,0.0015538546056836,0.00348698723103419,0.00489475497637854,0.00613205989713245,0.00701044483808771,0.00779260023755532,0.0155563760116967,0.0832422842666465,0.100315984606737,0.117618321072883,0.123340990142397,0.127723380773399,0.13135515276152,0.132677562583394,0.134031808090886,0.135973012446392,0.13658518306143,0.136922195058047,0.137241764999602,0.137581561462899
AIC0121903090108,0.000734552127713099,0.00242667789229083,0.00375821734241725,0.00504652570599567,0.00572793716482666,0.00635829687225211,0.0071169554813733,0.00773682215297942,0.00844520047879704,0.0111487584637726,0.013405591451246,0.0163175813438229,0.0184298577021134,0.0192310649620955,0.0200251512316191,0.0207175638535196,0.0210405993557764,0.0213438908680718,0.0216158302517803,0.02175194840969
AIC0122009271313,0.0179350301568028,0.021998236714231,0.0240583476411775,0.0255788509019352,0.026640985894211,0.027456496007193,0.0285427912043865,0.0290791885864082,0.0295118081206285,0.0332075419356612,0.0396968393396037,0.0444417701145668,0.0469164683853353,0.0491180019996245,0.0505647962641403,0.0515528706201028,0.0528475126594319,0.0537140249971078,0.0545396268999842,0.0550161768108898
AIC0122010190328,0.00173529619387183,0.00240999735074661,0.00292137353746108,0.00350131372931249,0.00391189389410254,0.00436584347945544,0.00498867790347457,0.00563706358615136,0.00700170677467631,0.0087162466474819,0.00990120195038035,0.0105138251344182,0.0109811503514706,0.0113311047063658,0.0115863954900486,0.0118164420600276,0.0119312373042323,0.012063132311828,0.0121987717643375,0.0122563720565304
AIC0122102180358,0.000633477732187217,0.00140924542580538,0.00241012857043891,0.00318919446433453,0.0037499644245712,0.00627686529384307,0.00886474419774679,0.0106444501852943,0.0115143100085889,0.0120285875904087,0.0126000567917335,0.0131496374001384,0.0134277247219845,0.0135978436888552,0.0137983792444077,0.014083247663274,0.0142094163548125,0.0143397978939399,0.0144518804723058,0.0144965941766517
AIC0131903090108,3.56605206019497e-05,0.000131740534802425,0.000265514835978211,0.000429635366748775,0.000605449848606399,0.000708645761389375,0.000790433806307997,0.000936994926690565,0.00102489374200157,0.00110846697615527,0.00134864226692163,0.00159966778609803,0.00239887757279047,0.00292367568751493,0.00344680523226666,0.00389086281392519,0.00427964011852976,0.00441459194808615,0.00451984805179104,0.00464060728691787
AIC0131910020215,0.000299563013991678,0.000379083002264363,0.000566995794155728,0.000641535012880242,0.000723064626268407,0.000778552354204159,0.000852040317197893,0.00163986013302739,0.0019531567929056,0.00205789914747353,0.00215338183714452,0.00218227619880758,0.00220404719524246,0.00221716363345504,0.00222717345505258,0.00223406174555072,0.00224106375955847,0.0022455689165591,0.00225095651428785,0.00225559971882744
AIC0132009271313,0.00160262880739153,0.00481420116809267,0.00897147330831694,0.010709279749198,0.0138714500688695,0.0187228044258306,0.0458763496946544,0.0783638689765819,0.0845825483144127,0.0872026467573259,0.0892844712413755,0.0911644984940073,0.0921676665865445,0.0929331047639993,0.093785497271946,0.0941867496239321,0.0947411281441861,0.09504219588949,0.0952851878202958,0.095445756282242
AIC0132102180358,0.000369050994160269,0.00108644335756292,0.00130125273382221,0.00157463158602973,0.00196688409735616,0.00251168027156942,0.00458190829039906,0.00508301304310298,0.00542200598563627,0.00564952302051402,0.00574589759705708,0.00582867248783349,0.00592102234581577,0.00596676468245674,0.00600886666738965,0.00602859322845042,0.00604600921980802,0.00606452815123292,0.00607640051619112,0.00608451253794916
AIC0132104050622,0.00289088073282326,0.00426895392742118,0.00487116600298901,0.00580170525786323,0.0068657478616145,0.0117030600608126,0.0141389236988003,0.0157836463915671,0.0165197395578846,0.0168137799969705,0.0170853472476106,0.0173462717406906,0.0175230350715463,0.0176715779540267,0.0177620459982086,0.0178180506308585,0.0178593389856966,0.0178798763272039,0.017915619644203,0.0179307985099156
AIC0141903090108,0.000376555025487973,0.000848865945881107,0.00135177597526643,0.00193774973842367,0.0024697511228638,0.00289092162558266,0.00333028037882419,0.00372988914206915,0.00404020042917061,0.00434718422573145,0.00518386542677837,0.00753924967044116,0.00870602299083177,0.00977530360494832,0.0105084398322791,0.0108659169020157,0.0111404410698812,0.0113396047497741,0.0115241882746502,0.0116522876204816
AIC0142009271313,0.00907203329922998,0.0146283013424276,0.0176932959679709,0.02027636800284,0.0213645802278081,0.0233289286701264,0.0242828846491408,0.0251082129258,0.0306239963071874,0.0419761261814254,0.0459805816369172,0.0476365899368907,0.0491918026205433,0.0500252211029533,0.0507385083521257,0.0511753840721381,0.05145964147341,0.0516441811731388,0.0518255715529043,0.051953571309386
AIC0142010190328,0.000240936231757394,0.000479881469000421,0.000671080067889076,0.000865836203805266,0.00109238343586398,0.00127532552164928,0.00150542716107063,0.00167466895270629,0.00182166445207701,0.00232041732984321,0.0036234798006469,0.00422414374647349,0.00447488972413932,0.00478152364543525,0.00495529371027818,0.00505477102018516,0.00512810302252891,0.00518465897500015,0.00522511214815083,0.00525757305494195
AIC0142102180358,0.000476456195552595,0.000896310602245707,0.00147439951110218,0.00212082379717626,0.00256947602822074,0.00630749790260627,0.00734770336847602,0.00799304570531893,0.00836517484986331,0.00857229009727767,0.00871865417084334,0.00885802553495055,0.00897469513284249,0.0090398501386753,0.00910429800892751,0.00915021205695715,0.0091847986351207,0.00921225044117762,0.0092325575985685,0.00925119412038295
AIC0142104050622,0.00304004991596968,0.00387968355123999,0.00456294952124556,0.00516507038645736,0.00558169954601568,0.00590213554705847,0.00613506168736882,0.0068102828166618,0.00783958288211201,0.00865479720091848,0.00899715791105271,0.00913733079195077,0.00926227495340851,0.00934100923673932,0.00941277519367257,0.0094786506831089,0.00951793337507466,0.00956097385329638,0.00959510794285874,0.00962608588465958
AIC0152009271313,0.0105805807439749,0.0190207088698473,0.0291660173429299,0.0343467785880017,0.0417168471013129,0.0465998980077044,0.0511654359026356,0.063942614586913,0.183704851855273,0.229193441936305,0.247002940849534,0.271084547345937,0.279160606039294,0.295423395037273,0.305352888240675,0.316851207776314,0.32734746455731,0.341939679496389,0.346669828396203,0.349755183856723
AIC0161903090108,0.000439528263845409,0.000969690180707126,0.00149466678587142,0.00170318647232803,0.00195481526248769,0.00235004746586445,0.00257557102539986,0.00282649175223516,0.00308622381812349,0.00331472010406729,0.00383270802531707,0.00555520481602248,0.00788684317105769,0.00984081722573124,0.010484612589657,0.0115172813242306,0.0122694659901826,0.0126621770310377,0.0130580956329575,0.0134681551102348
AIC0162009271313,0.000721671285976949,0.00168998222747076,0.00239214442114583,0.00335410539024794,0.00388935613165971,0.00417725528319158,0.00449102903404924,0.00481684524224939,0.00523746563593678,0.0054965351831568,0.00652454456716503,0.00726194056391355,0.00827966416937775,0.010692861956455,0.0136449241631802,0.0153053802865086,0.0189182996891463,0.0199449953029597,0.020844474370019,0.0220668420531479
AIC0162102180358,0.000903736338152217,0.00127360941277375,0.00142995861855867,0.00163726836358764,0.0017851646325596,0.00201790993233076,0.00217403262613469,0.00262386873694504,0.00370221894973909,0.00537478433232385,0.00659945922292829,0.00693654482714075,0.00752851569925688,0.0082897990245291,0.00856229692208966,0.00872604504470138,0.00886375881328758,0.00901183668679086,0.00912170340133801,0.00918076086766955
AIC0172009271313,0.000620735697172492,0.00458071384925047,0.00551292714885261,0.00753435647223934,0.0100732633894737,0.0115611754123984,0.0126391840967928,0.0134822391572531,0.0143860446626925,0.0168648562432315,0.0282213126829747,0.0367138618152981,0.0420210656442288,0.0449934774198222,0.0472510785402812,0.0490955547516775,0.0503055392434269,0.0508854087362364,0.0525426940571259,0.0533153094920238
AIC0172104050622,0.00347246940454314,0.00434015415758883,0.00519161729121853,0.00594272749150434,0.00690621139167676,0.00730905035688081,0.0107262074811665,0.0151467314223134,0.0165908913169696,0.0176813209701174,0.0180456348503462,0.0183494895663152,0.0186650550051856,0.0190111985752408,0.0190890763332198,0.0191475074694108,0.0192579954943507,0.0193265483237379,0.0193721121898528,0.0194025616477931
AKT0011901261723,0.00038715222332861,0.00299973291912117,0.00750876529546654,0.0100422830320084,0.0114706892915951,0.0126620322067267,0.0132011975973623,0.0149281299160691,0.0159607290592374,0.0165027784493966,0.0172073794602336,0.0180030943823904,0.0187840777681364,0.019280287919408,0.0198026257590421,0.0208045363889876,0.0228726894027426,0.0241439411499844,0.0255762736989116,0.0269468050681778
AKT0011912191521,0.000967718909409334,0.00178454987287718,0.00223759243741246,0.00255060693159067,0.00347457210676272,0.00495565866433104,0.00615702290392915,0.00692208755395263,0.00765715280586138,0.0087308145495018,0.00914510675763148,0.00971753881906403,0.0102520085657269,0.0153797480397473,0.0220539891018211,0.0248724210014623,0.0266140110827723,0.0271862562499168,0.0277240526647904,0.0280859959940615
AKT0012011060451,0.000656886443255478,0.0010985598132707,0.00145430497340202,0.00175944696833995,0.00310578279010929,0.00509515425642038,0.00574141131344633,0.00625016896743591,0.00652797762322311,0.00720468090128105,0.0076417208832486,0.00804202909530072,0.00826216086218029,0.0083826642923638,0.00846786839944181,0.00850018094205016,0.00853845097477585,0.00857841871377225,0.0086127564607491,0.00863112232393946
AKT0012012121619,0.00103507835718095,0.00324005122723024,0.00526973004638074,0.00744341910358722,0.00813788652459213,0.00903606922947018,0.0100400831693159,0.010744873959118,0.0113019853454042,0.011983528742765,0.0131639870197075,0.0138748991907593,0.0144207689288727,0.0154113779458123,0.0166936870791091,0.0182810293687358,0.0195604273812182,0.0209292712387015,0.0218428556092341,0.0225804351726547
AKT0012012210223,0.00084262450618099,0.00547125747786178,0.00964469564251413,0.0125314509095539,0.0149321463017522,0.0162739087162234,0.017183576626987,0.017865622669845,0.0184292306181324,0.0190616019503952,0.0200777814553972,0.0209330338563927,0.0218530473605402,0.0228987279674625,0.0238223184738596,0.0245472161255448,0.0252172328608616,0.0261982014154404,0.0269564331509518,0.0291846319313441
AKT0021901261723,0.000208446286045984,0.000880786250758895,0.0022393834228471,0.00319752038706865,0.00410085648485247,0.00445690662663348,0.00472612408705367,0.00493336457226217,0.00526445664200198,0.00566873899920694,0.00600740303569042,0.00644795399295739,0.00681154872352614,0.00712020275189448,0.00731971730965354,0.00757070479091839,0.00778854742320049,0.00845225941701196,0.00926716356277736,0.0101548246464842
AKT0021908151433,0.00116284004879087,0.00628473406509697,0.00761640109918526,0.00884889197633138,0.00956127485090891,0.0103130401944199,0.0108893900255582,0.0112063735142787,0.0115619685912853,0.0116736465815671,0.011802124198395,0.0118733962519297,0.0120128750782322,0.0121251247829214,0.012216739572057,0.0123450944725072,0.0124488216593342,0.0125484660846322,0.0125970166314274,0.0127890133226065
AKT0021912191521,0.000412598288302453,0.000790425181103689,0.00126316363818362,0.00140806919489917,0.00159199757801667,0.00209351434220206,0.00234152246396895,0.00256139014888483,0.00278184618561898,0.00312598270064015,0.00349863074974766,0.00376355989604591,0.00450511897045862,0.0050193192289859,0.00532835490476064,0.00642745070266797,0.00741851426253304,0.0103059906690428,0.0122530170536346,0.0130977774993116
AKT0022011060451,0.0086398981354738,0.0101937243422805,0.0111529336888705,0.0121629660657556,0.013065964171908,0.0141091182674279,0.0146312604862548,0.0150484061248697,0.0153180033616081,0.0156021884836917,0.0159741251078872,0.0161894016077554,0.0162862516856812,0.0163857757019012,0.0164525066325311,0.0164976055310277,0.0165990658928633,0.0166624337863492,0.0167052573994695,0.016742019706848
AKT0022012121619,0.00080096248634928,0.00227195863583344,0.00338215950952816,0.00415638711052329,0.00444022470567019,0.00474830572580534,0.00506492273713215,0.00539702224059145,0.00566059633353907,0.00585966874633109,0.00611330271107927,0.00638757551700845,0.00662167320966208,0.00684960761360479,0.00717767005789843,0.00736695523914505,0.00771540303925583,0.0085014102625809,0.0095883826436066,0.0103931474805838
