FileName,real_Tva_UD_1,real_Tva_UD_2,real_Tva_UD_3,real_Tva_UD_4,real_Tva_UD_5,real_Tva_UD_6,real_Tva_UD_7,real_Tva_UD_8,real_Tva_UD_9,real_Tva_UD_10,real_Tva_UD_11,real_Tva_UD_12,real_Tva_UD_13,real_Tva_UD_14,real_Tva_UD_15,real_Tva_UD_16,real_Tva_UD_17,real_Tva_UD_18,real_Tva_UD_19,real_Tva_UD_20
AIC0011903090108,0.0644098497596293,0.0644098497596293,0.0644098497596293,0.0644098497596293,0.0644098497596293,0.0647605248202326,0.0647605248202326,0.0647605248202326,0.0647605248202326,0.0647605248202326,0.0647605248202326,0.0647605248202326,0.0647605248202326,0.0647605248202326,0.0647605248202326,0.0647605248202326,0.0647605248202326,0.0647605248202326,0.0647605248202326,0.0647605248202326
AIC0012009271313,0.211107621469302,0.211107621469302,0.211107621469302,0.211107621469302,0.211107621469302,0.211107621469302,0.211107621469302,0.211107621469302,0.211107621469302,0.211107621469302,0.211107621469302,0.211107621469302,0.369795913372071,0.369795913372071,0.369795913372071,0.369795913372071,0.369795913372071,0.369795913372071,0.369795913372071,0.369795913372071
AIC0012010190328,0.0601453957854226,0.0601453957854226,0.0601453957854226,0.0601453957854226,0.0601453957854226,0.0601453957854226,0.0601453957854226,0.0601453957854226,0.0601453957854226,0.0601453957854226,0.0601453957854226,0.0601453957854226,0.0601453957854226,0.0601453957854226,0.0601453957854226,0.0601453957854226,0.0601453957854226,0.0601453957854226,0.0601453957854226,0.0601453957854226
AIC0021903090108,0.0380294655220783,0.0380294655220783,0.0380294655220783,0.0380294655220783,0.0380294655220783,0.0761636962129019,0.0761636962129019,0.0761636962129019,0.0761636962129019,0.0761636962129019,0.0761636962129019,0.0761636962129019,0.0761636962129019,0.0761636962129019,0.0761636962129019,0.0761636962129019,0.0761636962129019,0.0761636962129019,0.0761636962129019,0.0761636962129019
AIC0022009271313,0.177766669918413,0.177766669918413,0.177766669918413,0.177766669918413,0.177766669918413,0.177766669918413,0.177766669918413,0.177766669918413,0.177766669918413,0.177766669918413,0.189450741562757,0.371981182321632,0.371981182321632,0.371981182321632,0.371981182321632,0.371981182321632,0.371981182321632,0.371981182321632,0.371981182321632,0.371981182321632
AIC0031903090108,0.119173753093624,0.0863602720863195,0.0677351427507983,0.0677351427507983,0.0677351427507983,0.106474774720889,0.106474774720889,0.106474774720889,0.106474774720889,0.106474774720889,0.106474774720889,0.106474774720889,0.106474774720889,0.106474774720889,0.106474774720889,0.106474774720889,0.106474774720889,0.106474774720889,0.106474774720889,0.106474774720889
AIC0032006171503,0.203444853222811,0.181684963312136,0.181684963312136,0.172286497944214,0.172286497944214,0.172286497944214,0.172286497944214,0.172286497944214,0.172286497944214,0.172286497944214,0.172286497944214,0.172286497944214,0.172286497944214,0.172286497944214,0.172286497944214,0.172286497944214,0.172286497944214,0.172286497944214,0.172286497944214,0.172286497944214
AIC0032010190328,0.0765147953884521,0.0765147953884521,0.0765147953884521,0.0765147953884521,0.0964210662045193,0.0961545334234527,0.0961545334234527,0.0961545334234527,0.0961545334234527,0.0961545334234527,0.0961545334234527,0.0961545334234527,0.0961545334234527,0.0961545334234527,0.0961545334234527,0.0961545334234527,0.0961545334234527,0.0961545334234527,0.0961545334234527,0.0961545334234527
AIC0041903090108,0.078444304241181,0.078444304241181,0.078444304241181,0.078444304241181,0.078444304241181,0.078444304241181,0.078444304241181,0.0861611737610061,0.090275841087707,0.090275841087707,0.090275841087707,0.090275841087707,0.090275841087707,0.090275841087707,0.090275841087707,0.090275841087707,0.090275841087707,0.090275841087707,0.090275841087707,0.090275841087707
AIC0042009271313,0.102374415679148,0.106476902990073,0.106476902990073,0.106476902990073,0.106476902990073,0.106476902990073,0.106476902990073,0.106476902990073,0.106476902990073,0.106476902990073,0.159418701019932,0.159418701019932,0.159418701019932,0.159418701019932,0.159418701019932,0.159418701019932,0.159418701019932,0.159418701019932,0.159418701019932,0.159418701019932
AIC0042010190328,0.0768061582277215,0.0768061582277215,0.0768061582277215,0.0768061582277215,0.0768061582277215,0.0866841447279211,0.0847826856754514,0.0847826856754514,0.0847826856754514,0.0847826856754514,0.0847826856754514,0.0847826856754514,0.0847826856754514,0.0847826856754514,0.0847826856754514,0.0847826856754514,0.0847826856754514,0.0847826856754514,0.0847826856754514,0.0847826856754514
AIC0042102180358,0.0861721004705176,0.0861721004705176,0.0861721004705176,0.0861721004705176,0.0861721004705176,0.143899320085712,0.126426351893326,0.137848976623941,0.137848976623941,0.137848976623941,0.137848976623941,0.137848976623941,0.137848976623941,0.137848976623941,0.137848976623941,0.137848976623941,0.137848976623941,0.137848976623941,0.137848976623941,0.137848976623941
AIC0042104050622,0.0922621845563703,0.0922621845563703,0.0922621845563703,0.0922621845563703,0.0922621845563703,0.0922621845563703,0.0922621845563703,0.0922621845563703,0.0922621845563703,0.0922621845563703,0.139797706703657,0.110967210586623,0.110967210586623,0.110967210586623,0.110967210586623,0.110967210586623,0.110967210586623,0.110967210586623,0.110967210586623,0.110967210586623
AIC0051903090108,0.0378768708153791,0.0378768708153791,0.0378768708153791,0.0378768708153791,0.0378768708153791,0.0378768708153791,0.0378768708153791,0.0596981570700411,0.0564327745230448,0.0564327745230448,0.0564327745230448,0.0564327745230448,0.0564327745230448,0.0564327745230448,0.0564327745230448,0.0564327745230448,0.0564327745230448,0.0564327745230448,0.0564327745230448,0.0564327745230448
AIC0052009271313,0.129274612963546,0.129274612963546,0.129274612963546,0.129274612963546,0.129274612963546,0.129274612963546,0.129274612963546,0.129274612963546,0.138149708331186,0.138149708331186,0.138149708331186,0.138149708331186,0.138149708331186,0.138149708331186,0.138149708331186,0.138149708331186,0.138149708331186,0.138149708331186,0.138149708331186,0.138149708331186
AIC0052010190328,0.0655352445415578,0.0655352445415578,0.0655352445415578,0.0655352445415578,0.0655352445415578,0.0655352445415578,0.0655352445415578,0.0764033428439208,0.0743130395396688,0.0743130395396688,0.0743130395396688,0.0743130395396688,0.0743130395396688,0.0743130395396688,0.0743130395396688,0.0743130395396688,0.0743130395396688,0.0743130395396688,0.0743130395396688,0.0743130395396688
AIC0052102180358,0.0578216683171597,0.0578216683171597,0.0578216683171597,0.0578216683171597,0.0578216683171597,0.0578216683171597,0.0578216683171597,0.0578216683171597,0.0578216683171597,0.0578216683171597,0.0578216683171597,0.0578216683171597,0.0578216683171597,0.0578216683171597,0.0578216683171597,0.0578216683171597,0.0578216683171597,0.0578216683171597,0.0578216683171597,0.0578216683171597
AIC0061903090108,0.126251166959705,0.0923182936224172,0.071515841498915,0.071515841498915,0.071515841498915,0.071515841498915,0.071515841498915,0.071515841498915,0.071515841498915,0.071515841498915,0.143496257435778,0.0825174331266129,0.103567744629824,0.103567744629824,0.103567744629824,0.103567744629824,0.103567744629824,0.103567744629824,0.103567744629824,0.103567744629824
AIC0062009271313,0.0655502379872202,0.0655502379872202,0.0759786844579525,0.0759786844579525,0.0759786844579525,0.0759786844579525,0.122686882511534,0.122686882511534,0.122686882511534,0.122686882511534,0.122686882511534,0.122686882511534,0.122686882511534,0.122686882511534,0.122686882511534,0.122686882511534,0.122686882511534,0.122686882511534,0.122686882511534,0.122686882511534
AIC0062104050622,0.0788956269349566,0.0788956269349566,0.0788956269349566,0.0788956269349566,0.0788956269349566,0.0788956269349566,0.0788956269349566,0.0788956269349566,0.103034002827343,0.0830635795717537,0.0830635795717537,0.0830635795717537,0.0830635795717537,0.0830635795717537,0.0830635795717537,0.0830635795717537,0.0830635795717537,0.0830635795717537,0.0830635795717537,0.0830635795717537
AIC0081903090108,0.0737321165276658,0.0699027008820297,0.0699027008820297,0.0699027008820297,0.0699027008820297,0.0699027008820297,0.0699027008820297,0.0699027008820297,0.0699027008820297,0.0683480425913501,0.0683480425913501,0.0880799452230422,0.110265100019865,0.110265100019865,0.110265100019865,0.110265100019865,0.110265100019865,0.110265100019865,0.110265100019865,0.110265100019865
AIC0081908311803,0.0856884288122042,0.0745825642676291,0.0745825642676291,0.0745825642676291,0.0745825642676291,0.0745825642676291,0.0745825642676291,0.0745825642676291,0.0745825642676291,0.0745825642676291,0.0745825642676291,0.0745825642676291,0.103415511246698,0.110408263616143,0.110408263616143,0.110408263616143,0.110408263616143,0.110408263616143,0.110408263616143,0.110408263616143
AIC0081910020215,0.0533565117993018,0.0533565117993018,0.0533565117993018,0.0533565117993018,0.0533565117993018,0.0533565117993018,0.0533565117993018,0.0651716021953024,0.0700688648780891,0.0700688648780891,0.0700688648780891,0.0700688648780891,0.0700688648780891,0.0700688648780891,0.0700688648780891,0.0700688648780891,0.0700688648780891,0.0700688648780891,0.0700688648780891,0.0700688648780891
AIC0082003211358,0.102991855359737,0.102991855359737,0.102991855359737,0.102991855359737,0.102991855359737,0.102991855359737,0.102991855359737,0.102991855359737,0.137756909839545,0.137756909839545,0.137756909839545,0.137756909839545,0.137756909839545,0.137756909839545,0.137756909839545,0.137756909839545,0.137756909839545,0.137756909839545,0.137756909839545,0.137756909839545
AIC0082004231344,0.194388474267801,0.153146338290129,0.153146338290129,0.153146338290129,0.153146338290129,0.153146338290129,0.153146338290129,0.153146338290129,0.153146338290129,0.153146338290129,0.153146338290129,0.153146338290129,0.153146338290129,0.153146338290129,0.153146338290129,0.248586671870069,0.125589159391169,0.159603260489947,0.167043853106045,0.167043853106045
AIC0082009271313,0.100603630523587,0.0890748131946407,0.126736643334608,0.126736643334608,0.126736643334608,0.126736643334608,0.120497956131587,0.143357430740478,0.143357430740478,0.143357430740478,0.143357430740478,0.143357430740478,0.143357430740478,0.143357430740478,0.143357430740478,0.143357430740478,0.143357430740478,0.143357430740478,0.143357430740478,0.143357430740478
AIC0082010190328,0.111762025526806,0.0988899350890899,0.0988899350890899,0.0988899350890899,0.0988899350890899,0.0988899350890899,0.0988899350890899,0.0988899350890899,0.0988899350890899,0.0988899350890899,0.100879197451439,0.126674879685084,0.116035596101119,0.116035596101119,0.116035596101119,0.116035596101119,0.116035596101119,0.116035596101119,0.116035596101119,0.116035596101119
AIC0082102180358,0.0553766061434775,0.0553766061434775,0.0728500755711418,0.0660045080357602,0.0660045080357602,0.0802740654715908,0.0780562587904466,0.0780562587904466,0.0780562587904466,0.0780562587904466,0.0780562587904466,0.0780562587904466,0.0780562587904466,0.0780562587904466,0.0780562587904466,0.0780562587904466,0.0780562587904466,0.0780562587904466,0.0780562587904466,0.0780562587904466
AIC0082104050622,0.0545437408963608,0.0586083250697947,0.0586083250697947,0.0586083250697947,0.0767706309820566,0.0701105293941623,0.0701105293941623,0.0672311605141708,0.0672311605141708,0.0672311605141708,0.0672311605141708,0.0672311605141708,0.0672311605141708,0.0672311605141708,0.0672311605141708,0.0672311605141708,0.0672311605141708,0.0672311605141708,0.0672311605141708,0.0672311605141708
AIC0091903090108,0.0896248185998739,0.0896248185998739,0.0896248185998739,0.0896248185998739,0.0896248185998739,0.0896248185998739,0.0896248185998739,0.0919917900209293,0.0772189982442755,0.0772189982442755,0.0772189982442755,0.0772189982442755,0.0772189982442755,0.0772189982442755,0.0772189982442755,0.0772189982442755,0.0772189982442755,0.0772189982442755,0.0772189982442755,0.0772189982442755
AIC0092010190328,0.0526986431922687,0.0716179581399427,0.0716179581399427,0.0716179581399427,0.0716179581399427,0.0716179581399427,0.0982477325611744,0.114296443179387,0.114296443179387,0.114296443179387,0.114296443179387,0.114296443179387,0.114296443179387,0.114296443179387,0.114296443179387,0.114296443179387,0.114296443179387,0.114296443179387,0.114296443179387,0.114296443179387
AIC0092102180358,0.104211722274852,0.104211722274852,0.104211722274852,0.104211722274852,0.123827566510722,0.132917383467738,0.132917383467738,0.132917383467738,0.132917383467738,0.132917383467738,0.132917383467738,0.132917383467738,0.132917383467738,0.132917383467738,0.132917383467738,0.132917383467738,0.132917383467738,0.132917383467738,0.132917383467738,0.132917383467738
AIC0092104050622,0.0850878017943031,0.0864883344936822,0.0864883344936822,0.11244136514706,0.11244136514706,0.11244136514706,0.11244136514706,0.11244136514706,0.148105070148971,0.116937935662096,0.17031933447876,0.17031933447876,0.17031933447876,0.17031933447876,0.17031933447876,0.17031933447876,0.17031933447876,0.17031933447876,0.17031933447876,0.17031933447876
AIC0101903090108,0.127072695398176,0.113336770695791,0.113336770695791,0.113336770695791,0.113336770695791,0.113336770695791,0.113336770695791,0.104512771503702,0.104512771503702,0.104512771503702,0.248831054677107,0.118286785348285,0.118286785348285,0.118286785348285,0.118286785348285,0.118286785348285,0.118286785348285,0.118286785348285,0.118286785348285,0.118286785348285
AIC0102009271313,0.0694553466316828,0.0694553466316828,0.0694553466316828,0.0694553466316828,0.0694553466316828,0.0694553466316828,0.137034680919492,0.219716777728504,0.219716777728504,0.219716777728504,0.219716777728504,0.219716777728504,0.219716777728504,0.219716777728504,0.219716777728504,0.219716777728504,0.219716777728504,0.219716777728504,0.219716777728504,0.219716777728504
AIC0102010190328,0.0884335840924094,0.0884335840924094,0.0884335840924094,0.0884335840924094,0.0775631008628332,0.0780813548363629,0.084279564385092,0.0758991510207411,0.0758991510207411,0.0748794963928091,0.138084723431934,0.138084723431934,0.138733070196509,0.138733070196509,0.138733070196509,0.138733070196509,0.138733070196509,0.138733070196509,0.138733070196509,0.138733070196509
AIC0102102180358,0.0736888213520301,0.0736888213520301,0.0736888213520301,0.0736888213520301,0.0736888213520301,0.0736888213520301,0.0736888213520301,0.0736888213520301,0.0736888213520301,0.0736888213520301,0.0736888213520301,0.0736888213520301,0.0736888213520301,0.0736888213520301,0.0736888213520301,0.0736888213520301,0.0736888213520301,0.0736888213520301,0.0736888213520301,0.0736888213520301
AIC0102104050622,0.0664994403255622,0.0664994403255622,0.0664994403255622,0.0664994403255622,0.0664994403255622,0.0664994403255622,0.142734200309391,0.144191760881491,0.144191760881491,0.144191760881491,0.144191760881491,0.144191760881491,0.144191760881491,0.144191760881491,0.144191760881491,0.144191760881491,0.144191760881491,0.144191760881491,0.144191760881491,0.144191760881491
AIC0111903090108,0.108899675464347,0.108899675464347,0.108899675464347,0.108899675464347,0.108899675464347,0.108899675464347,0.108899675464347,0.132241526264506,0.127363274348983,0.127363274348983,0.127363274348983,0.127363274348983,0.127363274348983,0.127363274348983,0.127363274348983,0.127363274348983,0.127363274348983,0.127363274348983,0.127363274348983,0.127363274348983
AIC0112009271313,0.287774436075179,0.166890440252943,0.166890440252943,0.166890440252943,0.166890440252943,0.166890440252943,0.166890440252943,0.166665716897587,0.166665716897587,0.170214766709822,0.203992690088995,0.203992690088995,0.176711243045695,0.133972083381822,0.133972083381822,0.133972083381822,0.133972083381822,0.133972083381822,0.133972083381822,0.133972083381822
AIC0112010190328,0.0507115419716985,0.0676062006164921,0.0676062006164921,0.0676062006164921,0.0676062006164921,0.0676062006164921,0.087710266701964,0.108902880501229,0.108902880501229,0.108902880501229,0.108902880501229,0.108902880501229,0.108902880501229,0.108902880501229,0.108902880501229,0.108902880501229,0.108902880501229,0.108902880501229,0.108902880501229,0.108902880501229
AIC0112102180358,0.108221141077122,0.102248773606471,0.102248773606471,0.102248773606471,0.102248773606471,0.102248773606471,0.140497309084172,0.150407571780027,0.150407571780027,0.150407571780027,0.150407571780027,0.150407571780027,0.150407571780027,0.150407571780027,0.150407571780027,0.150407571780027,0.150407571780027,0.150407571780027,0.150407571780027,0.150407571780027
AIC0121903090108,0.069023689701663,0.0602360768891375,0.0602360768891375,0.0602360768891375,0.0602360768891375,0.0602360768891375,0.0602360768891375,0.0602360768891375,0.076833307566537,0.115792539190104,0.0955600455425913,0.0955600455425913,0.0955600455425913,0.0955600455425913,0.0955600455425913,0.0955600455425913,0.0955600455425913,0.0955600455425913,0.0955600455425913,0.0955600455425913
AIC0122009271313,0.123165587084565,0.123165587084565,0.123165587084565,0.123165587084565,0.123165587084565,0.123165587084565,0.123165587084565,0.123165587084565,0.123165587084565,0.123165587084565,0.123165587084565,0.123165587084565,0.123165587084565,0.123165587084565,0.123165587084565,0.123165587084565,0.123165587084565,0.123165587084565,0.123165587084565,0.123165587084565
AIC0122010190328,0.0631713473973144,0.0631713473973144,0.0631713473973144,0.0631713473973144,0.0631713473973144,0.0631713473973144,0.0631713473973144,0.0821245082239704,0.0821245082239704,0.093863739481445,0.122891381645566,0.122891381645566,0.122891381645566,0.122891381645566,0.122891381645566,0.122891381645566,0.122891381645566,0.122891381645566,0.122891381645566,0.122891381645566
AIC0122102180358,0.0592792839074843,0.0598705669492319,0.0695666874430363,0.0695666874430363,0.0695666874430363,0.090691144682527,0.133601173190352,0.172144264352711,0.172144264352711,0.172144264352711,0.172144264352711,0.172144264352711,0.172144264352711,0.172144264352711,0.172144264352711,0.172144264352711,0.172144264352711,0.172144264352711,0.172144264352711,0.172144264352711
AIC0131903090108,0.142166925649527,0.0959212374711172,0.0728139693959688,0.0733706319050173,0.0700669529045316,0.0700669529045316,0.0700669529045316,0.0700669529045316,0.0700669529045316,0.0887868346686449,0.0887868346686449,0.161326435312367,0.154847074161499,0.115900628900558,0.115900628900558,0.115900628900558,0.115900628900558,0.115900628900558,0.115900628900558,0.115900628900558
AIC0131910020215,0.0966353997749145,0.0966353997749145,0.0966353997749145,0.0966353997749145,0.0966353997749145,0.0966353997749145,0.0966353997749145,0.107744216573141,0.110469813653059,0.110469813653059,0.110469813653059,0.110469813653059,0.110469813653059,0.110469813653059,0.110469813653059,0.110469813653059,0.110469813653059,0.110469813653059,0.110469813653059,0.110469813653059
AIC0132009271313,0.0772646771771968,0.069590110576235,0.107703952056765,0.107703952056765,0.107703952056765,0.191015796145837,0.186061832495973,0.174597819508622,0.174597819508622,0.174597819508622,0.174597819508622,0.174597819508622,0.174597819508622,0.174597819508622,0.174597819508622,0.174597819508622,0.174597819508622,0.174597819508622,0.174597819508622,0.174597819508622
AIC0132102180358,0.0747567835099253,0.0658025774017163,0.0658025774017163,0.0658025774017163,0.0658025774017163,0.0957076511373283,0.102767708397119,0.102767708397119,0.102767708397119,0.102767708397119,0.102767708397119,0.102767708397119,0.102767708397119,0.102767708397119,0.102767708397119,0.102767708397119,0.102767708397119,0.102767708397119,0.102767708397119,0.102767708397119
AIC0132104050622,0.0646983028985157,0.0646983028985157,0.0646983028985157,0.0646983028985157,0.0646983028985157,0.0987769664744236,0.0987769664744236,0.0987769664744236,0.0987769664744236,0.0987769664744236,0.0987769664744236,0.0987769664744236,0.0987769664744236,0.0987769664744236,0.0987769664744236,0.0987769664744236,0.0987769664744236,0.0987769664744236,0.0987769664744236,0.0987769664744236
AIC0141903090108,0.1592204519469,0.150282636382805,0.134711178845705,0.134711178845705,0.125800844482801,0.125800844482801,0.125800844482801,0.125800844482801,0.125800844482801,0.125800844482801,0.109061042693992,0.0950648467649026,0.0950648467649026,0.0950648467649026,0.0950648467649026,0.0950648467649026,0.0950648467649026,0.0950648467649026,0.0950648467649026,0.0950648467649026
AIC0142009271313,0.110740450709407,0.110740450709407,0.110740450709407,0.110740450709407,0.110740450709407,0.110740450709407,0.110740450709407,0.110740450709407,0.280560663408438,0.26888770692714,0.26888770692714,0.26888770692714,0.26888770692714,0.26888770692714,0.26888770692714,0.26888770692714,0.26888770692714,0.26888770692714,0.26888770692714,0.26888770692714
AIC0142010190328,0.0674050109869326,0.0674050109869326,0.0674050109869326,0.0674050109869326,0.0674050109869326,0.0674050109869326,0.0674050109869326,0.0674050109869326,0.0674050109869326,0.113336401965842,0.109911545753162,0.109911545753162,0.109911545753162,0.109911545753162,0.109911545753162,0.109911545753162,0.109911545753162,0.109911545753162,0.109911545753162,0.109911545753162
AIC0142102180358,0.0776530815059022,0.0770140556865393,0.0610560996349926,0.0575773580717096,0.0575773580717096,0.068551683618089,0.068551683618089,0.068551683618089,0.068551683618089,0.068551683618089,0.068551683618089,0.068551683618089,0.068551683618089,0.068551683618089,0.068551683618089,0.068551683618089,0.068551683618089,0.068551683618089,0.068551683618089,0.068551683618089
AIC0142104050622,0.0663782456427628,0.0663782456427628,0.0663782456427628,0.0663782456427628,0.0663782456427628,0.0663782456427628,0.0663782456427628,0.0663782456427628,0.0663782456427628,0.0663782456427628,0.0663782456427628,0.0663782456427628,0.0663782456427628,0.0663782456427628,0.0663782456427628,0.0663782456427628,0.0663782456427628,0.0663782456427628,0.0663782456427628,0.0663782456427628
AIC0152009271313,0.103817089366731,0.0857317070193101,0.0857317070193101,0.0857317070193101,0.11058563548671,0.11058563548671,0.11058563548671,0.240922561955393,0.229675225671817,0.229675225671817,0.229675225671817,0.229675225671817,0.229675225671817,0.229675225671817,0.229675225671817,0.229675225671817,0.229675225671817,0.229675225671817,0.229675225671817,0.229675225671817
AIC0161903090108,0.210822477580022,0.182372284159227,0.174670725238838,0.174670725238838,0.174670725238838,0.174670725238838,0.174670725238838,0.174670725238838,0.174670725238838,0.174670725238838,0.320657766886028,0.183411929994079,0.224777538722722,0.231413078845652,0.231413078845652,0.231413078845652,0.231413078845652,0.231413078845652,0.231413078845652,0.231413078845652
AIC0162009271313,0.230537847739355,0.201741357605746,0.201741357605746,0.201741357605746,0.220550430008238,0.220550430008238,0.220550430008238,0.220550430008238,0.220550430008238,0.220550430008238,0.397048129573344,0.397048129573344,0.397048129573344,0.306011572448571,0.306011572448571,0.306011572448571,0.351840255082486,0.351840255082486,0.351840255082486,0.351840255082486
AIC0162102180358,0.101751749187794,0.101751749187794,0.101751749187794,0.101751749187794,0.101751749187794,0.101751749187794,0.101751749187794,0.101751749187794,0.0972982459221614,0.179228523040147,0.179228523040147,0.179228523040147,0.179228523040147,0.179228523040147,0.179228523040147,0.179228523040147,0.179228523040147,0.179228523040147,0.179228523040147,0.179228523040147
AIC0172009271313,0.0953394272780946,0.106812039101463,0.106812039101463,0.106812039101463,0.106812039101463,0.122834563866701,0.122834563866701,0.122834563866701,0.178723113445703,0.226952911687082,0.227892875483505,0.221918136824657,0.221918136824657,0.221918136824657,0.221918136824657,0.221918136824657,0.221918136824657,0.221918136824657,0.221918136824657,0.221918136824657
AIC0172104050622,0.0931545985577528,0.0931545985577528,0.0931545985577528,0.0931545985577528,0.0931545985577528,0.0931545985577528,0.105371354440457,0.109744210696044,0.11699273238313,0.11699273238313,0.11699273238313,0.11699273238313,0.11699273238313,0.11699273238313,0.11699273238313,0.11699273238313,0.11699273238313,0.11699273238313,0.11699273238313,0.11699273238313
AKT0011901261723,0.196146236442839,0.183598911331245,0.18121870072008,0.18121870072008,0.18121870072008,0.18121870072008,0.18121870072008,0.18121870072008,0.18121870072008,0.18121870072008,0.18121870072008,0.18121870072008,0.18121870072008,0.18121870072008,0.18121870072008,0.18121870072008,0.18121870072008,0.18121870072008,0.18121870072008,0.18121870072008
AKT0011912191521,0.190730270666221,0.190730270666221,0.190730270666221,0.190730270666221,0.190730270666221,0.15281785761426,0.15281785761426,0.15281785761426,0.15281785761426,0.15281785761426,0.15281785761426,0.15281785761426,0.15281785761426,0.178823224050178,0.178823224050178,0.178823224050178,0.178823224050178,0.178823224050178,0.178823224050178,0.178823224050178
