FileName,real_PGD_total_1,real_PGD_total_2,real_PGD_total_3,real_PGD_total_4,real_PGD_total_5,real_PGD_total_6,real_PGD_total_7,real_PGD_total_8,real_PGD_total_9,real_PGD_total_10,real_PGD_total_11,real_PGD_total_12,real_PGD_total_13,real_PGD_total_14,real_PGD_total_15,real_PGD_total_16,real_PGD_total_17,real_PGD_total_18,real_PGD_total_19,real_PGD_total_20
AIC0042010190328,0.00171097503987921,0.00171097503987921,0.00171097503987921,0.00171097503987921,0.00171097503987921,0.00377146830873658,0.0132847894639543,0.0132847894639543,0.0132847894639543,0.0132847894639543,0.0132847894639543,0.0132847894639543,0.0132847894639543,0.0132847894639543,0.0132847894639543,0.0132847894639543,0.0132847894639543,0.0132847894639543,0.0132847894639543,0.0132847894639543
AIC0042102180358,0.00269265327381968,0.00272534633854767,0.00272534633854767,0.00272534633854767,0.00272534633854767,0.00767897755968886,0.0356181660283246,0.0356181660283246,0.0356181660283246,0.0356181660283246,0.0356181660283246,0.0356181660283246,0.0356181660283246,0.0356181660283246,0.0356181660283246,0.0356181660283246,0.0356181660283246,0.0356181660283246,0.0356181660283246,0.0356181660283246
AIC0042104050622,0.00209151979986481,0.00209151979986481,0.00209151979986481,0.00209151979986481,0.00209151979986481,0.00209151979986481,0.00209151979986481,0.00209151979986481,0.00209151979986481,0.00209151979986481,0.00640201860615979,0.00640201860615979,0.00640201860615979,0.00640201860615979,0.00640201860615979,0.00640201860615979,0.00640201860615979,0.00640201860615979,0.00640201860615979,0.00640201860615979
AIC0051903090108,0.00124474919977715,0.00168559509977095,0.00168559509977095,0.00168559509977095,0.00168559509977095,0.00168559509977095,0.00168559509977095,0.0119401044660336,0.0119401044660336,0.0119401044660336,0.0119401044660336,0.0119401044660336,0.0119401044660336,0.0119401044660336,0.0119401044660336,0.0119401044660336,0.0119401044660336,0.0119401044660336,0.0119401044660336,0.0119401044660336
AIC0052009271313,0.0163069400917428,0.0163069400917428,0.0163069400917428,0.0163069400917428,0.0163069400917428,0.0163069400917428,0.0163069400917428,0.0163069400917428,0.056937838248304,0.056937838248304,0.056937838248304,0.056937838248304,0.056937838248304,0.056937838248304,0.056937838248304,0.056937838248304,0.056937838248304,0.056937838248304,0.056937838248304,0.056937838248304
AIC0052010190328,0.00100629883579821,0.00120987368325969,0.00120987368325969,0.00120987368325969,0.00120987368325969,0.00120987368325969,0.00120987368325969,0.00430011011887111,0.00430011011887111,0.00430011011887111,0.00430011011887111,0.00430011011887111,0.00430011011887111,0.00430011011887111,0.00430011011887111,0.00430011011887111,0.00430011011887111,0.00430011011887111,0.00430011011887111,0.00430011011887111
AIC0052102180358,0.00203414310031585,0.00203414310031585,0.00203414310031585,0.00203414310031585,0.0078925450206657,0.0078925450206657,0.0078925450206657,0.0078925450206657,0.0078925450206657,0.0078925450206657,0.0078925450206657,0.0078925450206657,0.0078925450206657,0.0078925450206657,0.0078925450206657,0.0078925450206657,0.0078925450206657,0.0078925450206657,0.0078925450206657,0.0078925450206657
AIC0061903090108,0.0029175580681026,0.0029175580681026,0.0029175580681026,0.0029175580681026,0.0029175580681026,0.0029175580681026,0.0029175580681026,0.0029175580681026,0.0029175580681026,0.00391031242717569,0.0119195614273426,0.0142188747697853,0.0142188747697853,0.0142188747697853,0.0142188747697853,0.0142188747697853,0.0142188747697853,0.0142188747697853,0.0142188747697853,0.0142188747697853
AIC0062009271313,0.00916886343513897,0.00916886343513897,0.0098868605132371,0.0098868605132371,0.0098868605132371,0.012096509564513,0.137826933698386,0.137826933698386,0.137826933698386,0.137826933698386,0.137826933698386,0.137826933698386,0.137826933698386,0.137826933698386,0.137826933698386,0.137826933698386,0.137826933698386,0.137826933698386,0.137826933698386,0.137826933698386
AIC0062104050622,0.00513444394051087,0.00513444394051087,0.00513444394051087,0.00513444394051087,0.00513444394051087,0.00513444394051087,0.00513444394051087,0.00513444394051087,0.0309359521605533,0.0309359521605533,0.0309359521605533,0.0309359521605533,0.0309359521605533,0.0309359521605533,0.0309359521605533,0.0309359521605533,0.0309359521605533,0.0309359521605533,0.0309359521605533,0.0309359521605533
AIC0081903090108,0.000940817460258307,0.00118470386705605,0.00129470549639165,0.00145454781125091,0.00156965739696959,0.00156965739696959,0.00156965739696959,0.00156965739696959,0.00156965739696959,0.00156965739696959,0.0089853162933224,0.0105584011510524,0.0105584011510524,0.0105584011510524,0.0105584011510524,0.0105584011510524,0.0105584011510524,0.0105584011510524,0.0105584011510524,0.0105584011510524
AIC0081908311803,0.000377891124999597,0.000723126981665152,0.000762919549575025,0.000762919549575025,0.000762919549575025,0.000762919549575025,0.000800509647657844,0.00114641027099817,0.00114641027099817,0.00114641027099817,0.00114641027099817,0.00114641027099817,0.0032402149811329,0.00363453534419734,0.00363453534419734,0.00363453534419734,0.00363453534419734,0.00363453534419734,0.00363453534419734,0.00363453534419734
AIC0081910020215,0.00144178285029534,0.00144178285029534,0.00144178285029534,0.00144178285029534,0.00144178285029534,0.00144178285029534,0.00144178285029534,0.00826016655251995,0.00826016655251995,0.00826016655251995,0.00826016655251995,0.00826016655251995,0.00826016655251995,0.00826016655251995,0.00826016655251995,0.00826016655251995,0.00826016655251995,0.00826016655251995,0.00826016655251995,0.00826016655251995
AIC0082003211358,0.00276125733588304,0.00276125733588304,0.00276125733588304,0.00276125733588304,0.00276125733588304,0.00276125733588304,0.00276125733588304,0.00464782335931441,0.00704040679096431,0.00704040679096431,0.00704040679096431,0.00704040679096431,0.00704040679096431,0.00704040679096431,0.00704040679096431,0.00704040679096431,0.00704040679096431,0.00704040679096431,0.00704040679096431,0.00704040679096431
