FileName,real_cad_UD_1,real_cad_UD_2,real_cad_UD_3,real_cad_UD_4,real_cad_UD_5,real_cad_UD_6,real_cad_UD_7,real_cad_UD_8,real_cad_UD_9,real_cad_UD_10,real_cad_UD_11,real_cad_UD_12,real_cad_UD_13,real_cad_UD_14,real_cad_UD_15,real_cad_UD_16,real_cad_UD_17,real_cad_UD_18,real_cad_UD_19,real_cad_UD_20
AIC0042010190328,0.00039645125575353,0.000824713848519233,0.00143562273131303,0.00211792446643364,0.00274828569771535,0.00367331413933683,0.00505456656703968,0.00638315434111148,0.0075256653502766,0.00912548115182251,0.010224308813554,0.0112263307028654,0.0123636783699011,0.0130763279031015,0.0137633058647391,0.0143914240945698,0.0148487932760838,0.0153079517606487,0.0159583425723853,0.0162433066027465
AIC0042102180358,0.000986384500993342,0.00218532865466478,0.00304033942479663,0.00367190106315829,0.00411460741294799,0.00592293907877128,0.00770976665038252,0.0101255555198391,0.0122457994403864,0.0136737522558772,0.0152200875145714,0.0167311960515933,0.018193820177156,0.0198022681002132,0.0205918482104011,0.0217392029325165,0.0226851466826049,0.0235208924974256,0.0247492561856956,0.0259976835647989
AIC0042104050622,0.000691086304045721,0.000958294054107516,0.00123436123836905,0.00144614241378466,0.00157838109548704,0.00189306929333726,0.0022663420770873,0.00255989220472698,0.00292069132581006,0.00314997377222887,0.00375025815976335,0.00444277843355835,0.0053202255936306,0.00668639510931013,0.00718455036709712,0.00828139829556317,0.00956769020565472,0.0105393196721993,0.0113791056118905,0.0126686145811545
AIC0051903090108,0.000499845245123621,0.000935267319842414,0.00128417448415353,0.00157060869774808,0.0017562273510954,0.002273177178688,0.0028324117165583,0.00372207660402966,0.00490253088640612,0.00581643052056379,0.00737842843287167,0.00809798501040015,0.00886623957332147,0.00944669474914012,0.00992962062382489,0.0104463694091727,0.0108637730383863,0.0110985673840053,0.0114530498814545,0.0117160179794651
AIC0052009271313,0.00378571884180059,0.00568918306198458,0.00647318234080349,0.00766685929364317,0.00951502111183266,0.0105975784173648,0.0119990794099498,0.0132771730558707,0.0165552542657317,0.0200785427160955,0.0225940774283168,0.0239321435838806,0.0265239434550278,0.0291233725818219,0.0310869714824919,0.0323020441899817,0.0336089975382951,0.0354975691140959,0.0374967497306417,0.0386123951147116
AIC0052010190328,0.000410358015080878,0.000534293165209105,0.000816970112484022,0.0012875840104665,0.00188467702133579,0.00229287940328795,0.0024996764641451,0.00273779456715472,0.00298924255303985,0.00329267639610603,0.00369783222272021,0.00398093074935047,0.00409275444701091,0.00428403869953304,0.00448202152049883,0.00477124473924409,0.00492920716283788,0.00528993181545461,0.00604025194696305,0.00674593246819972
AIC0052102180358,0.000438336078366284,0.000626253848851333,0.000735518417225196,0.000849252699418306,0.00104777788714784,0.00156692037947497,0.00188724916882372,0.00222208277566862,0.00247128461372067,0.00279964113065044,0.00311235521245288,0.00331923114308786,0.00340250798198211,0.00354923939740341,0.00369068994526599,0.00385605184708383,0.00392629672217238,0.00399150961672778,0.00430470864645983,0.00465444137744593
AIC0061903090108,0.000353587069105615,0.000622318428021499,0.000807176231646182,0.00101925762385579,0.00139315296156034,0.00177845193923968,0.00203990307086345,0.00223932710509903,0.00239088657695546,0.00263638335157492,0.00375775968313324,0.0045753743067794,0.00523981394029069,0.00612550064686673,0.00666995686151609,0.00727886116104104,0.00773326019045509,0.00821257543830955,0.00899837471911564,0.00980325189032029
AIC0062009271313,0.00287541596035857,0.00465569316079574,0.00634476180012268,0.00741960800685564,0.00835758649803888,0.00954915303686075,0.0152321982740177,0.0179923434695608,0.0228303419900955,0.0290201923000975,0.0339160953617082,0.0381739610159681,0.0411519751306335,0.0455100106565961,0.0479768899336657,0.0502942404901422,0.0525095994334498,0.0551005364054434,0.0579711032117696,0.0589564675840166
AIC0062104050622,0.000601301171754406,0.000897343093570448,0.00113612547466902,0.00150972599770267,0.00213996283949377,0.00297544168328793,0.00365317098404068,0.00430556418314035,0.00514260788182747,0.00636970150844719,0.00713787023607957,0.00771538093456996,0.00810259069991821,0.00870923521596446,0.00932159334499516,0.00987058579119617,0.01014399271019,0.0105108750705044,0.0107006052166852,0.0109115401787988
AIC0081903090108,0.000319374380829053,0.000795514606706955,0.00128938671711469,0.00184377249544646,0.00216707709948902,0.00235303233071137,0.00278739591425863,0.00325629616810895,0.00352157504492025,0.00378606451481925,0.00412929423973444,0.00530681597535585,0.00649022433920216,0.00725478283200357,0.00785695021576087,0.0083052814624543,0.00864556412334143,0.00908504412493104,0.00941888942983919,0.00994674130870629
AIC0081908311803,0.000163484577166908,0.000501771190251215,0.00091429337114488,0.00121319722881246,0.00138158279512,0.00145911943224175,0.00174315079166077,0.00227148336347408,0.00293423891879643,0.00344748411352644,0.00370172592470118,0.00387257429623238,0.00434523425871897,0.00483609784328346,0.0051664817454331,0.00536720360166958,0.00551178453149305,0.00560164638444284,0.00568978458740633,0.0057741838750542
AIC0081910020215,0.000404711262818398,0.001070966611028,0.00176436474066742,0.00223188835825281,0.00236597333267136,0.00256527548654131,0.00278628382479552,0.00341044970765781,0.00411610501708598,0.00448227681955973,0.00497515337297189,0.00516780928645513,0.00547448602672051,0.00603570058827158,0.00661010194472748,0.00708794515137695,0.00732996567038518,0.00746691496200926,0.00798217366225552,0.00883782953634348
AIC0082003211358,0.000766373142625798,0.0015083974766293,0.00216278645665188,0.00267625563086244,0.00301792253827309,0.00314395737963697,0.00338927600265928,0.00357957813660226,0.00419434429039545,0.00462871726544552,0.00522379098296203,0.00587666682633072,0.00640600741929354,0.00672441149623052,0.00696979058596013,0.00758517206395349,0.00831294929681269,0.0089981975444352,0.00949253697386234,0.00964451860717804
AIC0082004231344,0.000668102208545006,0.00177294273967454,0.00255908678568579,0.00365885076207595,0.00537053454434829,0.00636225346024066,0.00665266538651054,0.00743036766486658,0.00780432377743372,0.00825984212513648,0.00848930790539567,0.0086716471120393,0.0094464360610846,0.0100630789409885,0.0114222358161851,0.0133743503700218,0.0140079455692204,0.0157971186358,0.0188727293546018,0.0201950190255395
AIC0082009271313,0.00307950319530063,0.00525435278078259,0.00839036924029716,0.0107850652409306,0.0119262823556116,0.0219435235262538,0.0328906485111942,0.0441944410479882,0.0480827847003468,0.0523053712154616,0.0574863896362189,0.0604651078272457,0.0630333128742303,0.0644980141356256,0.066461367008461,0.0692684833625456,0.0719151713252498,0.0735109450294569,0.0761943516604954,0.0786664760587044
AIC0082010190328,0.000242195061015447,0.00064837679002436,0.000980535847032163,0.00120552922364271,0.00128844164617288,0.00141664493590298,0.00156811618427611,0.00170224224747378,0.00199985777696915,0.00213588289917436,0.00247255108943227,0.00319703020531111,0.00386814944148526,0.00420123452582161,0.0044561557505955,0.00476012297718502,0.00520157721803064,0.0056475593685213,0.00584683754642042,0.00609864894242073
AIC0082102180358,0.000191471312103086,0.000308625511095853,0.000639084176104834,0.000922848284533409,0.00110306446537221,0.00210709891872901,0.00256785355784597,0.00299355655280981,0.00336688635912734,0.00368161234597884,0.00391733474713923,0.00416341122835755,0.0047744278551309,0.00563043097323895,0.00638230225449008,0.00701106971531467,0.00743074816762036,0.00763017335411584,0.00801721971040924,0.00827547781580557
AIC0082104050622,0.000731010370378317,0.00115030176714335,0.00146129619107836,0.00174306714374815,0.00205935040651321,0.00242711593355312,0.00275684328815352,0.00352968990816049,0.00459140545844184,0.00513481982200155,0.0055072239853023,0.00580080677541828,0.00609263577867496,0.00659114453711101,0.00705713760153522,0.00743627606312316,0.00757739040016901,0.00776706310399697,0.00798466209477999,0.008164962845581
AIC0091903090108,0.00128625120475051,0.00251703344462093,0.00343149530384506,0.0037699582295984,0.004346181276194,0.00474888581653195,0.005303367902935,0.00673306129990398,0.0097423633753626,0.013076793807662,0.0180019641615319,0.02489120244481,0.0282996871381583,0.033219821379208,0.0356917340809569,0.0383030457304923,0.0400926909712478,0.0414089368211333,0.042706209978861,0.0452310869354217
AIC0092010190328,0.000260858438263256,0.000387209576341791,0.000620304404778819,0.000928690853747573,0.00132162362708421,0.00171039669981798,0.00199987556422885,0.00302078221856202,0.0041099449550758,0.00481309876793324,0.00606009594630629,0.00696886878506596,0.00805918321853445,0.00858805304534069,0.00924543945648912,0.00970778132456004,0.0102094126999151,0.01058703099331,0.0110340157983921,0.0113637892134748
AIC0092102180358,0.00102363380168571,0.00180763381264861,0.00232857197284103,0.00274648271152949,0.00400896470262776,0.00697075176014739,0.011818156786663,0.0166931074932761,0.0199453272086395,0.021794494891902,0.0241715607798888,0.0251093411039004,0.0264608701934617,0.0273765379568967,0.0284266626996736,0.0298143482985959,0.0305404607555575,0.0312344346029895,0.0322916659048443,0.0328239257592192
AIC0092104050622,0.00037084268194568,0.000726669977642154,0.00102464713320311,0.00146326513949449,0.00178358267194759,0.00216479677527755,0.00292364260357685,0.00383832620613567,0.00466532048339402,0.00554789483325584,0.00704184096310234,0.00829897218115665,0.00959752126946237,0.0109895705818639,0.0121852555160211,0.0134073160708632,0.0138691131091859,0.014830482407006,0.0160848619944059,0.0171812620500498
AIC0101903090108,0.000503190648389593,0.000717715234203124,0.000927610021743299,0.00109938956739516,0.00131337585971558,0.00170290213048239,0.00221342076717612,0.00264007647667988,0.00302506688259817,0.00349996267381045,0.00492796611707885,0.00679452673248708,0.00806400257377487,0.00886496311439283,0.0096642538882007,0.0101734293403504,0.0107650995236015,0.0111972989574012,0.0115373035931242,0.0121003695715459
AIC0102009271313,0.00413121223690047,0.00581209470087185,0.0071242243448464,0.00859320415987977,0.0102821407366266,0.0113967649230106,0.0243322494740053,0.0415792272959959,0.0453348803424869,0.0500205484989806,0.0532523648452433,0.0581185933102499,0.0597281419900378,0.0623006923617377,0.0643740361079354,0.0662360232306108,0.0680550351613568,0.0693764285701174,0.0708356167179699,0.0727989079883326
AIC0102010190328,0.000209415801893081,0.000416197089573686,0.000617703296779703,0.000747637024231725,0.00081212507745782,0.000918468404953402,0.00105791590531104,0.00112450565324072,0.00122314102287886,0.00152368008421885,0.00280431672906031,0.00378993450021134,0.00443472247671721,0.00494869858862813,0.00510767417282918,0.00526400304592991,0.00548296764205583,0.00574072017978422,0.00606757456090967,0.00631306221255129
AIC0102102180358,0.000639978951160019,0.000943109490722098,0.00115028130451018,0.00136368699972928,0.00170150629974188,0.00211277865215326,0.00294315204171673,0.0037080967638099,0.00448485517122471,0.00506002349752486,0.00527195540113514,0.0055199266564435,0.00581763988816754,0.00627829432249879,0.00670677826473645,0.0071054097206685,0.00732433464054397,0.0074822531890921,0.00765299918345818,0.00789815954285281
AIC0102104050622,0.000553558481729514,0.000857618771844987,0.00110893490771244,0.00144580113421975,0.00177490535122043,0.00202597835143203,0.0034312471229186,0.00546046359509817,0.00711194300677148,0.00766504789957149,0.0081026513744771,0.00843991526890801,0.00878782304079587,0.00910159995971895,0.0092990581517347,0.00948823541848467,0.00968674668437445,0.00991039537986774,0.0100175263120556,0.0102887836512106
AIC0111903090108,0.00193980045486613,0.00296061242554012,0.00373028314122872,0.00401403307041039,0.00442565017317181,0.00496911223430979,0.00542488233722323,0.00785196399487669,0.0111172666528027,0.0132708654476507,0.0154187063120855,0.0184540813300615,0.0203701673302282,0.0226164393049085,0.0240118343952131,0.026031594629878,0.0279594898632701,0.0289206766282528,0.0301341894784084,0.031953383404307
AIC0112009271313,0.00503342528343746,0.00896007224637138,0.0105457442772279,0.012513633760814,0.0140426799679867,0.0153490477796281,0.0172376411586937,0.0189037873908568,0.0207113067236679,0.0233329334432651,0.0299001076239622,0.0352597910540667,0.0377193887981791,0.0434039144883078,0.048215574027139,0.0544293691056894,0.0615421799928641,0.0703424713096109,0.0769976300087966,0.0828771436889483
AIC0112010190328,0.000222009976951004,0.000563097912694566,0.000816643854011107,0.00105279015514977,0.0012656709312333,0.00180400025479646,0.00288651731766172,0.00425240036997928,0.00530275031925128,0.00626428902519704,0.00724708361632929,0.00797496605870834,0.00857704056239771,0.00941959276385877,0.0100172816822177,0.0108836931106403,0.0113582508977818,0.0117172136342663,0.012186132000334,0.0131049414890799
AIC0112102180358,0.000467994881998179,0.000840486964083568,0.00116547735398907,0.00159947259427376,0.0019883833452504,0.00240471826407349,0.00483461592130626,0.00964768069015599,0.0126955863772991,0.0155910235231617,0.0172535669310082,0.0185743345829201,0.0202886807355461,0.0214077701501157,0.0225182207254379,0.023915313616986,0.025257319189086,0.0259442667469949,0.0269417213359633,0.0281712495490184
AIC0121903090108,0.000927819275474931,0.00126625111033792,0.00189113758246117,0.00248717455953432,0.0028432426908968,0.00310732538364012,0.00348850499569024,0.00390580858825236,0.00529370000732895,0.00696365100108414,0.00843944026508515,0.00987974543400884,0.0110952573717647,0.0126107978395424,0.0136754346468267,0.0144224146376653,0.0152511966653599,0.0157081608275465,0.016468830714341,0.0171626275102005
AIC0122009271313,0.00906349240003876,0.0124064566305218,0.0157647359669316,0.0192586838415053,0.0228011392839106,0.0257655976398776,0.0275878518645785,0.0285683518455144,0.0308583921334573,0.0391630908475749,0.0572804044820588,0.0664883643126744,0.0763744261749715,0.0833384008071555,0.093211539318467,0.104652994230757,0.114668892349909,0.123936500364908,0.128672880452613,0.132285497583571
AIC0122010190328,0.000298745019375015,0.000494506946276505,0.000728331428226325,0.00102598531199202,0.00147320917661983,0.00178947384135822,0.00211410124003105,0.0027600349640792,0.00347314466510661,0.00407978406445049,0.00493056151022431,0.00541693819904268,0.00593512207921031,0.00638858384360538,0.00675587918146909,0.00710778866553185,0.00741388668352322,0.00768413957392688,0.00831314792200788,0.00902735633141444
AIC0122102180358,0.000388421370094542,0.000577417248057361,0.00077772543991736,0.000918766689448656,0.0010944214967708,0.00225518731635768,0.00317651484827861,0.00527706689208787,0.0063882567706334,0.00705885328827712,0.00803572530105506,0.00879474254492399,0.0103843593674017,0.0112111494320658,0.0130227177342056,0.0141147150230807,0.0148274125097099,0.0158940548740754,0.01728920436691,0.0177394066195101
AIC0131903090108,0.0002047798665214,0.000590405375697687,0.000922670798868508,0.00118322980784943,0.00143645734679076,0.00174554170132689,0.00210028371234922,0.00239584311802965,0.00256849404682585,0.00278033981173496,0.00326155104110758,0.00449891018890117,0.00580884823874432,0.00670996944650905,0.00735327032746371,0.00782515736532089,0.00837664303489074,0.00874968151415685,0.00918577860549546,0.0096465355754328
AIC0131910020215,0.000377775531818691,0.000850634319779683,0.00110706255789805,0.00119282138702464,0.00129758965264852,0.00157041548984221,0.0018517778531984,0.00229198193312553,0.00245156318115613,0.00264596705336625,0.00300688516027486,0.00354395040682998,0.00409164291614582,0.00445408203322194,0.00461441591463824,0.00480081259622907,0.00532011092960505,0.00604393559605596,0.006703299270676,0.00718932727976185
AIC0132009271313,0.00056179218058084,0.00112593613462116,0.0017637169169985,0.00227563672730907,0.0036737464896604,0.00777491650544718,0.0192970792326567,0.0250945191758494,0.0289952354837741,0.0314241346091508,0.0388787256005874,0.0436290044055057,0.0481525218568265,0.0496843080341995,0.0551076188612759,0.0592179658747714,0.0621976219749478,0.0653876173296537,0.0658841460049991,0.0665369465264139
AIC0132102180358,0.000611481257067307,0.000905113644109852,0.00106339286208221,0.00142249863253428,0.00169128761514969,0.0024881964318924,0.00378725204094209,0.00441927740945398,0.00542260612714554,0.00581611835388466,0.00611026459867537,0.00654548262659382,0.00672817831972047,0.0068960293970154,0.00710695806000428,0.0073271909183819,0.00765341005677974,0.00814929429094481,0.00854987062997662,0.00865705911542461
AIC0132104050622,0.000302486044559622,0.000507736460060775,0.000723467205405587,0.00104081756713311,0.00165394576171506,0.00223942287285947,0.0028126621503205,0.00338864581996806,0.00375799553428269,0.0040081011829619,0.00430635685448849,0.00475067164151227,0.00504575004103342,0.00538869561767649,0.00597638524162981,0.00620966524332662,0.00640465175130026,0.00658396461840561,0.00689257580138621,0.00730026486414712
AIC0141903090108,0.000770781012733789,0.00142247119592086,0.00247255508509214,0.0032030525770823,0.0034837368392341,0.00376025899359494,0.00407959462050914,0.00425397835770595,0.00447876363199639,0.00476711414832952,0.00575158148008542,0.00684045451213931,0.00734219758110068,0.00784688526383175,0.0082531852543063,0.00856789270699618,0.00883737354552563,0.00907170774099493,0.00944388317175065,0.00980004982994187
AIC0142009271313,0.00353164742233997,0.00524158101856799,0.00600786038353003,0.00726824841362165,0.00823042019775495,0.00987718759654302,0.0105903752702124,0.0112015383091772,0.0186843635007017,0.0285698968445993,0.0344670524675166,0.0368320571937197,0.0398750061764322,0.0422245997024748,0.0442856673165107,0.0466068306707075,0.0489638581859818,0.0511481602651939,0.0529776339644569,0.0552982989659498
AIC0142010190328,0.000121018730376374,0.000223329191309326,0.000306061178342163,0.000508875511471191,0.000844806658557193,0.00113163419693933,0.00123609666533214,0.00136970662375257,0.0014815906283228,0.00196100482759441,0.00267248244718198,0.00350740141461206,0.00450004297442866,0.00518589539200131,0.00540492566424623,0.00556509685411287,0.00613982153446622,0.00693713316407517,0.00764659513185895,0.00825935394127379
AIC0142102180358,0.000263643362990514,0.000556589453605094,0.0010495516255658,0.00189280172708855,0.00264893372295582,0.00321270157516081,0.0036751501565987,0.00406161901749563,0.00458269775439467,0.00537385134126025,0.00607181837929881,0.00670062607384761,0.00716517302363882,0.00740293996692924,0.0076884156265581,0.00821142806155505,0.00894603618824984,0.00980378215013464,0.0104227862075887,0.0105475156964034
AIC0142104050622,0.001139461465253,0.00169708173778909,0.00212407984942314,0.00252769583815985,0.00284787147865763,0.00311835109531674,0.00363904895521804,0.00471826892567322,0.00546806507913594,0.00599876056485468,0.00645767382963958,0.00704564715714428,0.00752127306164351,0.00792880778386963,0.0085397047445457,0.00898539801818438,0.00940423911166379,0.00964469236798072,0.010034440865266,0.0103229683248166
AIC0152009271313,0.000726372414757142,0.00182892135640601,0.00438108002582859,0.00597645962522948,0.00902091679737444,0.0113619203126053,0.0143595676718278,0.0208246059157712,0.0587073644541276,0.109300567795143,0.130426763098072,0.149888558889809,0.182933360537416,0.215919615631895,0.229755746070047,0.248438218987047,0.270804080245504,0.308656885062367,0.319995085087709,0.331369647501533
AIC0161903090108,0.00161335875869341,0.00195819712934285,0.00239808235665817,0.00292804983967023,0.0033498530890184,0.00374904443647969,0.00442231736039062,0.00504987726151058,0.00571319202834041,0.00648093651063866,0.00761836248735055,0.0103524770092234,0.0130605677416812,0.0157169852504803,0.0168984832481694,0.0200603878879937,0.0217115499840544,0.0230544677023371,0.0240055403251422,0.0252808885928982
AIC0162009271313,0.00389820360938473,0.00702304695702738,0.00934515217369395,0.0113283048461098,0.0139432890483582,0.0156457149498272,0.0174867168293929,0.0192433977493754,0.0216592913718903,0.0246222614496075,0.0322501146617064,0.0345549984092778,0.0439905783426711,0.0482081291001788,0.0575022141987656,0.0643396124223816,0.0739004958273581,0.0800414913657757,0.082831741114315,0.0879847383645515
AIC0162102180358,0.000736114668791863,0.00136873200858627,0.00165592623335998,0.00191902534399989,0.00225737423296521,0.0025594765837802,0.00283859055159671,0.00351063917747975,0.00405733527712879,0.00509613928646372,0.00611866199828796,0.00730260885564751,0.00869488078477923,0.00987235862922028,0.0107649579827529,0.0115302274400368,0.0122276960052855,0.0131546047729662,0.0140258742621791,0.014286588590099
AIC0172009271313,0.00170169275088004,0.00246047850462553,0.00314705518239016,0.00399880988993515,0.00496442824887951,0.00613578124520231,0.0070018722329931,0.00801857510887116,0.0109962152836629,0.0225034177594754,0.0313276727527819,0.0397750157390867,0.0526871374968992,0.0601436187399685,0.0664052915785565,0.0720937813833094,0.079487447608677,0.0846157460342204,0.0914907247963311,0.097455577258431
AIC0172104050622,0.00119732446852711,0.00174015731483327,0.00245168713239751,0.00294068543145262,0.00330851665585735,0.00367595109665182,0.00570049075858846,0.00753649446013364,0.00969437793007841,0.0104423870182234,0.0110818802979703,0.0125056301703825,0.013558522941126,0.0144216570571887,0.0153359654013934,0.0162500310723771,0.01703509976014,0.0173867788256304,0.017695633799811,0.018230929901029
AKT0011901261723,0.0012888134589782,0.00546749939494075,0.0118985776808001,0.0137082372984077,0.0153076512690117,0.0167856332973843,0.0181259406727805,0.0193435919978512,0.020528363576229,0.0214931343978279,0.0224442877132026,0.0239109483315159,0.0247064626842778,0.0261992102284973,0.0272223209855386,0.0316039370038125,0.043831119507236,0.0504733968447428,0.0637011559010357,0.0745368974162978
AKT0011912191521,0.00110675542222412,0.00258403529958806,0.00372610406358475,0.00417897054870849,0.00499852917346535,0.00581142543142408,0.00673673373748457,0.00747215079866727,0.00827417343580199,0.00897918674427623,0.00950140820407025,0.0115696509758953,0.0123170314865331,0.0157612240567459,0.0188286386674756,0.0229559476041793,0.0253063962159897,0.0275642626691653,0.0305492468702472,0.0324118351940855
AKT0012011060451,0.000262594060720601,0.000494405868755009,0.000693934754661075,0.000895777113392454,0.00145071639851431,0.00235283732016127,0.00283562363168558,0.00307507598072283,0.00365627075285203,0.0042495868174302,0.00536388640505477,0.0059861172182497,0.00636656103507132,0.00681086924934486,0.00717803704797568,0.00775255674999726,0.0081553657196444,0.00858554200857817,0.00876200670402318,0.00932108404095257
AKT0012012121619,0.0023284564048169,0.00479298625271177,0.010789908024379,0.01280771249138,0.0145822299100026,0.015890030253282,0.0164248872852574,0.018780543906697,0.0203945013559555,0.0207213523381283,0.0225207841990482,0.0251368617059378,0.0281288186576435,0.0342000452406396,0.0393352649462839,0.0511430382660746,0.0563174763786093,0.0644432336178164,0.0708101527900353,0.0732223818390853
AKT0012012210223,0.0183647407932933,0.0334238904867523,0.0533085552713111,0.0606630323827171,0.0702048481257821,0.0825090048369606,0.0898449041620155,0.096730470502377,0.0994299264030623,0.103739941181904,0.111679348704533,0.115685087951276,0.136054176029446,0.153468563321377,0.159380245797762,0.170374985925106,0.190775202122468,0.217096760705555,0.234661696655058,0.289006535745435
AKT0021901261723,0.0014828620778027,0.00579971125162838,0.0132587736033052,0.016316837633564,0.0179775061084831,0.0206721937214711,0.0227256634832389,0.0260029105024941,0.0292636386654124,0.0315974077780408,0.0348268531217628,0.0372001252924213,0.0389444445431193,0.0411152245870574,0.0436081552591279,0.0452196317383724,0.0485676706926769,0.0520899276632417,0.0643332133227754,0.0829334332872676
AKT0021908151433,0.0099824302944066,0.0230494792092837,0.0269010484107524,0.0300286731163956,0.0342731444367659,0.0356737568709572,0.0384850228548424,0.0430016044815074,0.0457639202793018,0.0467888108027539,0.0492981434828937,0.0511893636706447,0.0537918793218057,0.0556300759442347,0.0598639120687357,0.0670226252514885,0.0715249621429856,0.0766313924448985,0.080998242970564,0.0844344588700366
AKT0021912191521,0.00235512747502112,0.00363014034678544,0.00548692915761412,0.00612170568555218,0.00710869681110417,0.00821483691710879,0.00934039034138299,0.0101539661364857,0.0115806407371835,0.012961825995109,0.0137211144551828,0.0150385236405805,0.0199174519812344,0.0214382328523164,0.0240631045838462,0.0274504040269328,0.0325498991871398,0.0368924753382472,0.0398483804584929,0.0447711642635625
AKT0022011060451,0.00136282600621334,0.00291372648415598,0.00395843943773154,0.00547852598152209,0.00674934004341677,0.00774637191010332,0.0104192123883525,0.012138211387337,0.0127716029445312,0.0147998488640519,0.0162636574935867,0.0181880888089736,0.0194772616220963,0.0207444251572875,0.0215345966971776,0.0231050047394714,0.0244299092437559,0.0252485067709548,0.0265274296119071,0.0276894783453483
AKT0022012121619,0.003341098438542,0.00644308621717257,0.0121582996256858,0.0142611413962758,0.01530740598456,0.0163153610928534,0.0176376614243079,0.0186979304097598,0.0222356901779789,0.0236712293958887,0.0266382002122885,0.0306351591149818,0.0320589501035849,0.0388787830417038,0.0419736289260275,0.0475499076116805,0.0646254482083503,0.0720507229138167,0.085405183280071,0.0925736926210955
