FileName,real_PGD_UD_1,real_PGD_UD_2,real_PGD_UD_3,real_PGD_UD_4,real_PGD_UD_5,real_PGD_UD_6,real_PGD_UD_7,real_PGD_UD_8,real_PGD_UD_9,real_PGD_UD_10,real_PGD_UD_11,real_PGD_UD_12,real_PGD_UD_13,real_PGD_UD_14,real_PGD_UD_15,real_PGD_UD_16,real_PGD_UD_17,real_PGD_UD_18,real_PGD_UD_19,real_PGD_UD_20
FKS0052104180929,0.00990531798358904,0.0104848242461871,0.0104848242461871,0.0104848242461871,0.0104848242461871,0.0104848242461871,0.0104848242461871,0.0104848242461871,0.0104848242461871,0.0104848242461871,0.0104848242461871,0.0104848242461871,0.0274672534886921,0.0274672534886921,0.0274672534886921,0.0433641886170396,0.0433641886170396,0.0560377776758733,0.0560377776758733,0.0560377776758733
FKS0052104191306,0.0041914238982282,0.0041914238982282,0.0041914238982282,0.0041914238982282,0.0041914238982282,0.0041914238982282,0.0041914238982282,0.0041914238982282,0.0041914238982282,0.0041914238982282,0.00526239239364496,0.00526239239364496,0.00526239239364496,0.00526239239364496,0.00526239239364496,0.00526239239364496,0.00526239239364496,0.00526239239364496,0.00526239239364496,0.00526239239364496
FKS0052104200310,0.00108172352823293,0.00108172352823293,0.00108274707478324,0.00108274707478324,0.00108274707478324,0.00108274707478324,0.00108274707478324,0.00108274707478324,0.00138477809305177,0.00149000788036457,0.00149000788036457,0.00149000788036457,0.00149000788036457,0.00149000788036457,0.00149000788036457,0.00149000788036457,0.00170705505533587,0.00170705505533587,0.00170705505533587,0.00170705505533587
FKS0052105011027,0.0290100910066386,0.0611105882614967,0.0710782165203671,0.0823876419135582,0.0823876419135582,0.0823876419135582,0.0823876419135582,0.0823876419135582,0.0823876419135582,0.0823876419135582,0.0823876419135582,0.0823876419135582,0.0823876419135582,0.0823876419135582,0.198744195822402,0.267389446339977,0.267389446339977,0.345962475818654,0.345962475818654,0.345962475818654
FKS0052105050310,0.00480717756763868,0.00480717756763868,0.00480717756763868,0.00480717756763868,0.00480717756763868,0.00480717756763868,0.00480717756763868,0.00569827472064656,0.00569827472064656,0.0158060647419138,0.0158060647419138,0.0158060647419138,0.0158060647419138,0.0158060647419138,0.0158060647419138,0.0158060647419138,0.0158060647419138,0.0158060647419138,0.0158060647419138,0.0158060647419138
FKS0052105250119,0.00138483427785396,0.00138483427785396,0.00138483427785396,0.00138483427785396,0.00138483427785396,0.00138483427785396,0.00138483427785396,0.00138483427785396,0.00138483427785396,0.00138483427785396,0.00147507903122049,0.00147507903122049,0.00147507903122049,0.00147507903122049,0.00147507903122049,0.00147507903122049,0.00147507903122049,0.00149351031436524,0.00160268368057125,0.00160268368057125
FKS0052106081019,0.0173783946654726,0.0173783946654726,0.0173783946654726,0.0173783946654726,0.0173783946654726,0.0173783946654726,0.0173783946654726,0.0173783946654726,0.0173783946654726,0.0173783946654726,0.0173783946654726,0.0173783946654726,0.0173783946654726,0.0173783946654726,0.0173783946654726,0.0173783946654726,0.0173783946654726,0.0173783946654726,0.0173783946654726,0.0173783946654726
FKS0052107270519,0.00477127596467153,0.00477127596467153,0.00477127596467153,0.00477127596467153,0.00477127596467153,0.00477127596467153,0.00477127596467153,0.00477127596467153,0.00477127596467153,0.00477127596467153,0.00710120750896908,0.00710120750896908,0.00710120750896908,0.00710120750896908,0.00710120750896908,0.00710120750896908,0.00710120750896908,0.00710120750896908,0.00710120750896908,0.00710120750896908
FKS0061902031001,0.00108274742758695,0.00108274742758695,0.00108274742758695,0.00108274742758695,0.00108274742758695,0.00108274742758695,0.00108274742758695,0.00108274742758695,0.00229106646142484,0.00229106646142484,0.00229106646142484,0.00229106646142484,0.00229106646142484,0.00229106646142484,0.00229106646142484,0.00229106646142484,0.00229106646142484,0.00229106646142484,0.00229106646142484,0.00229106646142484
FKS0061902240933,0.000445852693360528,0.00107009449912698,0.00107009449912698,0.00107009449912698,0.00107009449912698,0.00107009449912698,0.00107009449912698,0.00137969618757884,0.00137969618757884,0.00137969618757884,0.00137969618757884,0.00137969618757884,0.00267472962228623,0.00276537054998629,0.00276537054998629,0.00276537054998629,0.00276537054998629,0.00276537054998629,0.00276537054998629,0.00276537054998629
FKS0061903291224,0.000447275831309974,0.000447275831309974,0.000447275831309974,0.000447275831309974,0.000578456033464352,0.000578456033464352,0.000578456033464352,0.000927980727973195,0.00260913431361897,0.00260913431361897,0.00260913431361897,0.00260913431361897,0.00260913431361897,0.00260913431361897,0.00260913431361897,0.00260913431361897,0.00260913431361897,0.00260913431361897,0.00260913431361897,0.00260913431361897
FKS0061904100419,0.000510033871603875,0.000510033871603875,0.000510033871603875,0.000510033871603875,0.000510033871603875,0.000510033871603875,0.000510033871603875,0.00179220238790157,0.00179220238790157,0.00179220238790157,0.00179220238790157,0.00179220238790157,0.00179220238790157,0.00179220238790157,0.00179220238790157,0.00179220238790157,0.00179220238790157,0.00179220238790157,0.00179220238790157,0.00179220238790157
FKS0061905270404,0.000498237180706256,0.000498237180706256,0.000498237180706256,0.000536857900134094,0.000536857900134094,0.000536857900134094,0.000536857900134094,0.000658310504343648,0.000658310504343648,0.000658310504343648,0.000658310504343648,0.00150262691804979,0.001825748313804,0.00254641401348713,0.00254641401348713,0.00254641401348713,0.00254641401348713,0.00254641401348713,0.00254641401348713,0.00254641401348713
FKS0061906170800,0.00556916161474566,0.00556916161474566,0.00556916161474566,0.00556916161474566,0.00556916161474566,0.00556916161474566,0.00556916161474566,0.00556916161474566,0.00556916161474566,0.00556916161474566,0.00556916161474566,0.00556916161474566,0.00556916161474566,0.00556916161474566,0.0257744293197783,0.0257744293197783,0.0257744293197783,0.0257744293197783,0.0257744293197783,0.0257744293197783
FKS0061907170025,0.00151118047806681,0.00151118047806681,0.00151118047806681,0.00151118047806681,0.00151118047806681,0.00151118047806681,0.00151118047806681,0.00151118047806681,0.00244041209620304,0.00244041209620304,0.00244041209620304,0.00244041209620304,0.00244041209620304,0.00244041209620304,0.00244041209620304,0.00244041209620304,0.00244041209620304,0.00244041209620304,0.00244041209620304,0.00244041209620304
