FileName,real_caa_total_1,real_caa_total_2,real_caa_total_3,real_caa_total_4,real_caa_total_5,real_caa_total_6,real_caa_total_7,real_caa_total_8,real_caa_total_9,real_caa_total_10,real_caa_total_11,real_caa_total_12,real_caa_total_13,real_caa_total_14,real_caa_total_15,real_caa_total_16,real_caa_total_17,real_caa_total_18,real_caa_total_19,real_caa_total_20
IBR0062011251120,1.6852851576497,3.88368501783265,5.64467090174837,7.88829069534226,10.341666038309,12.7682502622625,15.7233418382681,18.8213251960253,23.4964235639948,37.9671632178738,44.896297260148,50.3527979456399,54.7066070261364,58.8236510058137,62.2058993102981,64.8110254872525,67.1038331971449,69.0072724477085,71.2368392755861,73.1126524683438
IBR0062012171642,1.36655553547502,4.78939914208617,7.46351385092586,9.81465983059306,13.4333922348468,18.0915097132928,22.5930111895441,26.6308417516049,33.0874480489867,43.1456373679992,52.2480298437875,58.4944226685641,63.389427958712,67.998017605801,72.4965422011736,76.1831600552544,80.373078385019,83.558168197314,86.5504766690495,89.5606044152583
IBR0062012180803,0.758349781767528,1.61492892643211,2.33868768477957,2.98399284078946,3.78345853448294,4.49107576727157,5.25242301335893,6.12312475540504,6.97739134297983,7.74793430273234,8.67667255367692,9.73894497470149,11.3356204205858,14.3715372954023,16.9960875974632,19.2811577231899,20.896323609126,22.4330145229633,23.7360588522292,25.1218215767676
IBR0062012300935,3.21516448438327,10.9217878800948,21.9586545626018,32.2111447468925,44.1001405533822,54.762912799025,77.3259927737953,126.947081511519,156.627285235263,175.032464704554,191.041636091346,205.880122807496,219.616389467174,232.581341393174,242.239925085194,252.904542658279,262.736794514602,271.411327854385,280.059245074979,288.410863133933
IBR0062101260825,4.80170370094012,7.22988062510095,10.116770398352,13.314698171721,16.9413972145025,20.7762696649437,24.5259620375719,32.350986032159,48.1971634388594,56.7895906951263,62.3169636990753,67.6133803050145,71.9600170522336,75.7181961184628,79.0860468852328,81.5985065613227,83.3565382301796,85.2257302044908,86.9659383046001,88.4428664841723
IBR0062101290324,0.227835724813674,0.613932756984496,1.12485353456956,1.55031555916613,1.98701957268828,2.46256512163768,3.4954628584472,4.43851495848846,5.3605637389893,6.27884146192598,7.33711458468072,8.61288157073191,11.115811987522,13.244011839045,15.4427265165408,17.5831198085014,19.2695997290522,21.4813057904335,23.328013570065,24.8922665222976
IBR0062102020301,0.606100998366822,2.0039513271031,2.75773007935513,3.37231167202908,3.81299876723161,4.25187425715814,4.76851187274258,5.31971516764674,5.97789956354053,6.58642098201863,7.1127558168002,7.58610193516276,8.35735298382946,9.49205100355837,11.304024663517,13.1798542061748,14.7945304694881,16.4816116045173,17.7460025272567,18.6258184229088
IBR0062102130052,1.65259737640518,3.46082328262513,6.14402261480357,7.99146758753261,10.133448282437,11.9684208339319,13.6833918418985,16.2148458920181,22.5877801880244,26.2846005107954,29.5598610254475,32.4561391334642,34.957398825558,37.0282051767499,38.5527929100961,40.2754305727026,41.8878987681384,42.967253663833,43.7825065215924,44.720681906871
IBR0062102132308,0.436964485270164,2.77741058760613,7.79121574885225,18.0094079176019,39.1473231683623,57.0299002521157,79.2193167465247,101.586759546471,123.104232091243,150.115311695416,173.127786856435,203.705555749829,229.89332441407,261.715057165263,293.843885417624,324.412907279218,356.137642326218,381.170060865186,418.610130773486,455.684533398208
IBR0062102270033,0.467890737425326,0.999126197621326,1.5572800009446,2.06756179906679,2.67598274349185,3.29604244389643,3.84130938966968,4.509943257374,5.25130794030038,6.00900182387658,6.87134833951613,7.7875647604635,8.88335662771973,9.97780380360023,12.2255795356889,16.5187062207461,19.5684691197247,22.182969366462,24.4787869876155,26.5884259331956
