FileName,real_iv2_UD_1,real_iv2_UD_2,real_iv2_UD_3,real_iv2_UD_4,real_iv2_UD_5,real_iv2_UD_6,real_iv2_UD_7,real_iv2_UD_8,real_iv2_UD_9,real_iv2_UD_10,real_iv2_UD_11,real_iv2_UD_12,real_iv2_UD_13,real_iv2_UD_14,real_iv2_UD_15,real_iv2_UD_16,real_iv2_UD_17,real_iv2_UD_18,real_iv2_UD_19,real_iv2_UD_20
AIC0042010190328,0.000889561615853757,0.00135861122804106,0.0014994402889942,0.00166553463161012,0.00178383461051619,0.00217185579541294,0.00734853590151175,0.013090998047867,0.0151791578405396,0.018181118548853,0.0188433659663202,0.0201293086119146,0.0210481140931832,0.0218270457879377,0.0222761772658799,0.0227025186240426,0.0229169738738599,0.0230760815018347,0.023310508402032,0.0233777683363562
AIC0042102180358,0.000373738283756801,0.000594903479646292,0.000911640414797799,0.00106476082202711,0.00121624906202731,0.00428949759816657,0.0072467374349159,0.0128011599105819,0.0156552989145493,0.0180541752690757,0.0193095558635566,0.0198456698350696,0.0203629021545122,0.0212692237222092,0.0216297991377753,0.0220605964544644,0.0223045535441146,0.0224574998886367,0.0226517827554769,0.0228900892510001
AIC0042104050622,0.000101847271954906,0.000173294574781116,0.000211738747542836,0.000262932527063451,0.000296074626058568,0.000345746163120282,0.0003760637099094,0.000408029193244228,0.000443581946740317,0.000482280040119612,0.000623283445466773,0.000771758269007666,0.000914570329974531,0.00110657827775422,0.00122534360928828,0.00133990529899541,0.00146419351183074,0.00150440341991987,0.00157413716369793,0.00163432485902235
AIC0051903090108,9.40740252972259e-05,0.000202269229903109,0.000241462075294883,0.000283040554112953,0.000322797791832482,0.000361462911116234,0.000395094222102249,0.00060069981850482,0.00181240970215935,0.00239258404271616,0.00275405063066094,0.00292669358124152,0.00306704040741387,0.00314737631095919,0.00319462810706757,0.0032493829415488,0.00328750217692733,0.0033137131193849,0.00333062564016366,0.00334265601840774
AIC0052009271313,0.00145362982813734,0.0017170446228132,0.00188230800422838,0.0021735344160412,0.00241928454384906,0.00260862985606734,0.00275877662866306,0.00286012422373696,0.00585253288042355,0.00779799356589565,0.00820400575921226,0.0084226353984749,0.00962123994702533,0.0103305370968215,0.0106410060804415,0.0108099712468246,0.0108749831568685,0.0111196422631712,0.0113160326506156,0.0113852773348494
AIC0052010190328,3.0899397017688e-05,4.40053562343205e-05,5.18136431745156e-05,5.78775223542293e-05,6.42588244970682e-05,7.23194376052516e-05,7.95642315921414e-05,0.000111365885712231,0.000171112515700725,0.000239186385145945,0.00027302696728764,0.000290721610704481,0.00030074468546432,0.000311183454764038,0.000315850285155084,0.000319694720084067,0.000324652031834928,0.000327970766984107,0.000330045666074003,0.000333412829873334
AIC0052102180358,0.000199786746633316,0.000287008804628725,0.000324188728108136,0.000368037673659371,0.000426941258987422,0.000713514237302653,0.000824117708717266,0.000906565774556364,0.000972212669539694,0.000999092108522698,0.00103410322986988,0.00106359209178991,0.00107698210349476,0.00108337653896586,0.00108964710558724,0.00109444633484742,0.00109780982559987,0.00110075901737236,0.00110403351144163,0.0011070058123153
AIC0061903090108,0.000124446309372538,0.000194067971910894,0.000262482962747095,0.000312214005946449,0.000362714243170704,0.000428567921681747,0.000512507348277417,0.000574396745832315,0.000619168008097917,0.0007237568962634,0.00113302578061283,0.00231955307939638,0.00316346968838125,0.00361983189192281,0.00382970620570483,0.00405866987425089,0.00414729830585582,0.004219211255393,0.00429163288180276,0.00434718889004515
AIC0062009271313,0.00128282476018093,0.00195170262587158,0.00364766088414837,0.00463614556825076,0.00522323359586744,0.00595538831277743,0.0210352380492214,0.0302647208158432,0.0359927498820597,0.0406130147274478,0.0431294728624174,0.0462524159912357,0.0471793921232459,0.0483208288618837,0.0491862989403406,0.0495399998377711,0.0498629954178497,0.0500747483707029,0.0506966278233983,0.0509117933869083
AIC0062104050622,0.00118961612130064,0.00146890819781619,0.00152660691029653,0.00157561186862252,0.00165613262121686,0.00174346440824656,0.0018527149457998,0.00189191060667573,0.00361368104007707,0.00790529916489166,0.00875562369122834,0.00908356848031006,0.00916440197487134,0.00924907736344003,0.00933104286474876,0.00938308137787869,0.00942109475131563,0.00944569212174733,0.00945356866232259,0.00946452632734193
AIC0081903090108,5.08399900558525e-05,0.000184185158168388,0.00021592421107261,0.000250068651601432,0.000301517255905165,0.000340670091629687,0.000397941369146455,0.000427457661418714,0.000480240157528144,0.000568416067577687,0.00065348748237632,0.0021010620255586,0.00398132314031617,0.00449932782671536,0.00501946619438092,0.0052678475093379,0.00541211999975785,0.00555155823363482,0.00559358342133814,0.00565740148613774
AIC0081908311803,3.00196622676206e-06,1.8010111312981e-05,2.7926291878836e-05,3.28344735864821e-05,3.87611083441507e-05,4.58435563645863e-05,4.9879760192426e-05,5.57272281796676e-05,6.36397504110238e-05,6.91798194168077e-05,7.52690813106191e-05,8.15108706524733e-05,0.000185096486834871,0.00044939709277917,0.000598616418881459,0.00062722402213276,0.000700715685789985,0.00073572228579981,0.000758883454911187,0.000779260660360655
AIC0081910020215,0.000235223609647054,0.000264160429836184,0.000277114789038227,0.000289897939803872,0.000303374734179848,0.000318703657837422,0.000334227231132338,0.000991337217783125,0.00140692383552764,0.00154474846554154,0.00159449645923201,0.00163647335537991,0.00165231635637193,0.00167135578604394,0.00167989168145049,0.00168726920549214,0.00169562891021051,0.00170231886132522,0.00170775649500674,0.00171264290024514
AIC0082003211358,0.000322670956110685,0.000398885619416065,0.000419199172974879,0.000432828971337996,0.000439831665962381,0.000448802883423994,0.000461121935740759,0.000493098891431194,0.00177154940875335,0.00208967760537852,0.00225202898219249,0.00228089210859772,0.00230319332209918,0.00234004527402774,0.00235606197297854,0.00237437473299547,0.00241513296418661,0.00242512517239328,0.00243313267606357,0.00243906184012734
AIC0082004231344,2.3947634981195e-05,8.45362023510441e-05,0.000188856581274331,0.000282052098384224,0.000305070389704682,0.000325144588295532,0.000344996751419433,0.000369826673683792,0.000386251579796765,0.000403249169386872,0.000416347540186151,0.000430301442501881,0.000448054457388556,0.000468533117178677,0.00050403145138234,0.000842316996409436,0.00107238323306206,0.00142691261619996,0.00172586921260555,0.00191085811870312
AIC0082009271313,0.00180901300682904,0.00324324237414821,0.00956949854948421,0.012609312779137,0.0139985900942402,0.0201091489531977,0.0479560565998992,0.0967660788194651,0.102863157616328,0.108548413817339,0.114978210635774,0.118056338357982,0.118927175162921,0.120276236736395,0.121905777377204,0.122829657375179,0.123711502133051,0.124162569568774,0.124649182807401,0.125064225224343
AIC0082010190328,2.80672277694731e-05,5.34171134224974e-05,6.5235945455795e-05,7.20245697027282e-05,8.69909021562323e-05,0.000104192179293821,0.000121146902814705,0.000133885986078519,0.000146114641358422,0.000165332956367814,0.000198856161378836,0.000498971424178811,0.000726560985233465,0.000877923706428385,0.000959717452715079,0.00106107099990235,0.00112036801350825,0.00116092832739813,0.00117954864715006,0.00119638232990297
AIC0082102180358,7.0740160744181e-05,0.000103532392820261,0.000175056711827957,0.000256709140836048,0.000308402735927861,0.000642862582391202,0.00157261805528681,0.00174435906964386,0.0018666672001038,0.00197499672021271,0.00205216358996445,0.00210911525431149,0.00214727323863377,0.00217708627452555,0.00220906208127791,0.00222905099830421,0.00224389059260731,0.00225687365034783,0.00226574024583684,0.00227633881586797
AIC0082104050622,0.000157680858948956,0.000334765864184181,0.000415631131512302,0.000515454505548268,0.000742756903099615,0.00128638762842767,0.00143445436597371,0.00428069937398407,0.00660340694892538,0.00710316190008675,0.00733135377897362,0.00752984878925628,0.00760616580211266,0.00767404702711511,0.00771306379398865,0.00775067843862577,0.00777954232405702,0.00781883451460895,0.00784788477110217,0.00785998464284343
AIC0091903090108,0.00151095688049371,0.00229074814535142,0.00261489928776892,0.00275412692333957,0.00307892929075304,0.00321146796905899,0.00338071599984586,0.00671128670937681,0.0222394825924348,0.0298937506710821,0.0373908697883136,0.0450240293459404,0.0499201844929409,0.0566598138857203,0.0583017512755762,0.0597433916101777,0.0604361094267382,0.0607729559921731,0.0611061529753456,0.0624603933057625
AIC0092010190328,2.52858398027471e-05,9.60238419655223e-05,0.000156568220299396,0.000208392868946011,0.000252058675190131,0.000296649491354272,0.000361875678761098,0.00350443906769397,0.00670570026321571,0.00733264367066929,0.00837856672419561,0.00905786953205854,0.00957997708982152,0.00976882365198192,0.00993493753308617,0.0100316689131987,0.0101380044065339,0.0101877481456416,0.0102472240656704,0.0102773745358625
AIC0092102180358,0.000959953088237137,0.00166550091138918,0.00195428394833257,0.00208939017770727,0.00348368639603241,0.0116345096977656,0.0190052516516295,0.0268346304922274,0.0314668175203868,0.0326149831619932,0.0347013205621865,0.0351031477107214,0.0356356452057071,0.0360027990756996,0.0363369464316619,0.0368054829236801,0.0369053891925389,0.0370137143405312,0.0372421565485296,0.0373247475026538
AIC0092104050622,8.45788969409682e-05,0.000143411349547641,0.000192069619946169,0.000327375476024259,0.00040881856360563,0.000474855977200285,0.000547404974223757,0.00065957747503193,0.000930887590513999,0.00145279503651331,0.00227595893893458,0.00290953652134803,0.00326144412481495,0.00362163404617198,0.00405721579073979,0.00431267946570236,0.00438452411127577,0.00457520146758885,0.0046216061036192,0.00467706413559346
AIC0101903090108,0.000166118568627622,0.000240655550990807,0.000286345094810071,0.000325465266613563,0.000347986030884434,0.000382732879390513,0.000431866107024339,0.000496394401342291,0.000548800686869714,0.000594094431063596,0.00232983884019166,0.00509500439896741,0.00656724685984362,0.00702296710035335,0.00744566128308658,0.00769300629206962,0.0078450008481821,0.00795812054562656,0.00804008255654161,0.0081409600141962
AIC0102009271313,0.00372330691203771,0.00559520608646148,0.00739596412392164,0.00844944367420196,0.0100841025931777,0.0111125726472611,0.0299812104349664,0.089099419223081,0.0988341466513941,0.101766726332663,0.105062058827783,0.10773667590507,0.108864475144019,0.109776837014417,0.111059682814191,0.111909516113991,0.112395268165776,0.113069795700803,0.113344934211716,0.113677877612602
AIC0102010190328,1.53602505005909e-05,2.46409100746859e-05,3.66217672779602e-05,4.58735945282261e-05,5.766242018887e-05,7.20192454748068e-05,9.51499725555304e-05,0.000108972146243928,0.000127023231726538,0.000156909868606603,0.00208630887056148,0.00331274072704574,0.00421512621795417,0.00436011389928184,0.00439542799901379,0.0044594829412271,0.0045009466909822,0.00453854766379628,0.00456686074169502,0.00459318802644833
AIC0102102180358,0.000425607227708202,0.000536540901514752,0.000643580297728681,0.000712262585372835,0.000867043455684043,0.00113625514080142,0.0015955235055516,0.00172867782707859,0.00181608278919634,0.00187152341823852,0.00191111754829547,0.00196865773555538,0.00200080062510998,0.00202387592569489,0.00204011749267893,0.00206875622329967,0.00208274633550672,0.0020996044121185,0.00210683752858677,0.00211067586921308
AIC0102104050622,0.000222510980091019,0.000370033226484554,0.000521937303116107,0.000718515347034195,0.000881183879929008,0.000995725487117611,0.00254639334552933,0.00819494960003199,0.0110575718165871,0.0113917217012609,0.0115680227182021,0.0117223497689959,0.0118139398416505,0.0118967262482622,0.0119531450613041,0.0119850004648996,0.0120226520869678,0.0120406870354654,0.0120508426939838,0.0120743074642135
AIC0111903090108,0.00315439179006662,0.00459056031911222,0.00560975133629572,0.00598234253405492,0.00622917605925774,0.00658009378541465,0.00692526772299727,0.0125949683155493,0.0274106547942313,0.0318912665352178,0.0369788747338068,0.0405752537954233,0.0427311680195754,0.0446005962560095,0.0453466319104712,0.0466951163429151,0.047242099330805,0.0475934605431467,0.0482543366491483,0.0487049170726124
AIC0112009271313,0.00118784206133695,0.00173347836793285,0.00201890510424474,0.00230341659180294,0.00282578304727533,0.00310661600463412,0.00360135974094436,0.00399265609257255,0.0042950512335855,0.00527263699310879,0.00691807169780593,0.00834058840800721,0.010255584086397,0.0138769936473966,0.0157085853949693,0.0183334742008068,0.0204750036580298,0.0233506621035874,0.0247975527747696,0.0261413376558407
AIC0112010190328,0.000104908635309308,0.000453356074640837,0.000711009516495409,0.000900389563864335,0.00111970159782115,0.00131633140614109,0.00284393067730727,0.00727839639373316,0.009849377405057,0.0117249085967672,0.0130937543179679,0.0141277957096434,0.0146298463623599,0.0157248669521333,0.0158406216660161,0.0162597707245834,0.0165416075132583,0.0166765077193955,0.0167964777059923,0.0169371151115663
AIC0112102180358,0.000194398185402691,0.000467729304372493,0.000631947411143928,0.000877515680487919,0.00111090654793445,0.0012388311462571,0.00371257602289858,0.0334456685632082,0.0429002711941058,0.0527298674507854,0.0552568098599286,0.0572414245526736,0.0591701086756855,0.0597502488209134,0.0605436183570321,0.0618466553424898,0.0624003395260977,0.062595290970779,0.0629593687727909,0.0632561195517599
AIC0121903090108,0.000147467607255483,0.000249583423224375,0.000362458475440507,0.000446368011831761,0.000508557999152215,0.000564169681457621,0.000631755509342229,0.000704202986600701,0.000972578991386504,0.00187250794056142,0.00230691912056329,0.00300278301407263,0.00367755508382093,0.00407964147574136,0.00444173286077011,0.00464498220231505,0.00475880755622934,0.00484714107345307,0.00496164199248952,0.00503442827859515
AIC0122009271313,0.0123177285210954,0.0136755045636316,0.0155247598708777,0.0165705740622595,0.0180227416395288,0.0189434019119152,0.0194772897913671,0.0196952823966788,0.020374565324798,0.0310224257740813,0.0494573395595713,0.0576649451503997,0.0621200249147117,0.0688892742811387,0.0721811189220776,0.0752803821788238,0.0799679234996577,0.0826479417918148,0.0861022876502772,0.0881552841460186
AIC0122010190328,0.000131308986800356,0.000168024617748242,0.000212279859277444,0.000250136586510801,0.000277071688987895,0.000307772793639701,0.000350024524465086,0.000578573301897208,0.000775257565461116,0.00110860740618795,0.00155947934866155,0.0016686102542761,0.00186984629826034,0.00196094138493851,0.00207999154937389,0.00215700535517,0.00220771976950719,0.00224921472162802,0.00231274385648455,0.0023431382526749
AIC0122102180358,4.1102815758097e-05,8.87968875282708e-05,0.000158594076350776,0.000204593074464519,0.000244136118937543,0.000670908259429359,0.00164254730524215,0.00300376759969849,0.00338198387359427,0.00356881808505506,0.00386719090979147,0.00418443000763451,0.00456894104884092,0.00469569747950714,0.00514202792012203,0.00547600971938121,0.00565055811484805,0.00593947200821832,0.00626181169157412,0.00631439170137358
AIC0131903090108,1.44814812472185e-05,2.75396478703336e-05,3.87620889249149e-05,5.15433103991976e-05,6.65746743494776e-05,7.68753032364891e-05,8.43268790745622e-05,9.70375199710757e-05,0.000105550423586639,0.000125481551622217,0.000150500380295636,0.000355099726579553,0.000596455240553668,0.000803687776187733,0.000889748966502054,0.000995366289263664,0.00109110110906697,0.00114369075548582,0.00117774227862499,0.00121498506424783
AIC0131910020215,3.87846733765575e-05,4.74833466406796e-05,7.00835700378973e-05,7.81247191952039e-05,8.55517331359927e-05,9.12599133172498e-05,9.95312878504697e-05,0.00030571860494619,0.000381868684075289,0.000402967050559777,0.00041963702546656,0.000431430701962232,0.00044059047117511,0.000442784283844441,0.000445986849312488,0.000448204688393601,0.00045069658183486,0.000452552888371981,0.000453905733572628,0.000454754785865103
AIC0132009271313,0.00018200424564927,0.000553856581031446,0.00124960692779682,0.00151780608358081,0.0020662499261588,0.00461989287168994,0.0170462432923619,0.0245236080111692,0.0279715737914086,0.0293843513668963,0.0337830768889657,0.0353553765962275,0.036933349267705,0.0376714506501026,0.0402094689138175,0.0408760832155249,0.0419471135871977,0.0426111973152809,0.0426932727015018,0.0427807131486878
AIC0132102180358,6.63208316329203e-05,0.000115479703251086,0.000133696071754183,0.00015650653021758,0.000188029397410462,0.000284599994424823,0.000581965801800831,0.000692319326353336,0.000828618106216755,0.000884418909889465,0.000899868707027549,0.000925622653130959,0.000940406466776764,0.000948630416866832,0.000956605658468276,0.000962639343140067,0.000967328472403371,0.000971962288462533,0.000976544474084568,0.000978053380130749
AIC0132104050622,0.000207225436792839,0.000334112609199628,0.000384259509074479,0.000467394123668116,0.00055616449980811,0.00118165991887659,0.00148616255187555,0.0017124248694231,0.00184539859486004,0.00191146356967478,0.0019858832026977,0.00206901598364238,0.0020878348857238,0.00210823270552635,0.00212415783421728,0.002135483309415,0.00214485983148424,0.00214974874712974,0.00215667046762383,0.00216141220070499
AIC0141903090108,0.000170021534378725,0.000218927548137327,0.00027148451972771,0.000312349773594518,0.000356053199039183,0.00039239912762958,0.000431316866821319,0.000476884777014158,0.00050825671132523,0.000546344867529818,0.000863180171207077,0.00141570676031698,0.00167360676980497,0.00185859481388791,0.00204757450676548,0.00212677629570066,0.00217546799423379,0.00221760566096663,0.00225608977489692,0.0022754434084355
AIC0142009271313,0.00183246867099743,0.00247703987454095,0.00322328013798613,0.00381163657871762,0.0040691982291977,0.00482456910114899,0.00500339787646382,0.0051670497655654,0.0157208909166407,0.0218691935213433,0.0267960101935697,0.028034859018958,0.0296318728636025,0.0305113613663387,0.0309815497605921,0.031439484705408,0.0318579722512566,0.0321858858739965,0.0325931509121183,0.0329617895016779
AIC0142010190328,2.1396272081165e-05,3.31621121026219e-05,5.00098359452866e-05,6.59468141877417e-05,8.15819578840218e-05,9.71189456988455e-05,0.000123729866643283,0.000138702145271324,0.000155016368187407,0.000314634176999408,0.000517515278525548,0.000693421749811939,0.000756632209539878,0.00081283521661457,0.000841004390680537,0.000857097876806069,0.000875865617781455,0.0008899834194439,0.000898207412480555,0.000904169595737811
AIC0142102180358,3.79937427255475e-05,6.91734024511952e-05,0.000102809550279948,0.000142312554656366,0.000171834173051942,0.000456921436898493,0.000561759946679596,0.000672497634765514,0.000763750716167578,0.00078648544303804,0.000810313950758266,0.000828640340037649,0.000848377489802122,0.000858614595368485,0.000866866999985979,0.000878682710865606,0.000884219701806622,0.000886931433057852,0.000890996863612619,0.000894143742452277
AIC0142104050622,0.000606728694578578,0.000748211654443479,0.000959179614792726,0.0010797555224738,0.00114285839642671,0.00122701954458939,0.00128143488266937,0.0015752194836805,0.00209084001714783,0.00241500644878651,0.00251292306100038,0.00253746502111924,0.0025610471745855,0.00258276695318168,0.00260919480553375,0.00261958287694324,0.00262964579391994,0.00264200239545151,0.00265186566725751,0.00265930590387698
AIC0152009271313,0.00144552289338166,0.0029283392641762,0.00519592559585963,0.00624983933999417,0.0106339112265531,0.0128415171545656,0.0153116440213194,0.0297307594081364,0.197997742831833,0.31866707419882,0.354623644639762,0.410926060612973,0.475916558364413,0.576377586188183,0.62105235039035,0.66345960853621,0.747985066909256,0.846311892107676,0.871202684330648,0.886028337144204
AIC0161903090108,0.000276586515637882,0.000357416522829387,0.000457234232870856,0.000507723192123397,0.000574193019123046,0.000652319635434548,0.000735502465725514,0.000847647397058951,0.000956310657028983,0.00103752354870561,0.00154568465115478,0.00268386396823697,0.00532316400534053,0.00720847576217874,0.00760870456438984,0.00940558332809113,0.0108055419734287,0.0112048261690055,0.011489581212321,0.012082317313572
AIC0162009271313,0.000905622278543895,0.00123258345614835,0.00156129297233224,0.00189178323642913,0.00241719292083809,0.00270241866633715,0.00295256297977737,0.00341584737565646,0.00425691007990578,0.00460208766757377,0.00690257016573822,0.00766006161552613,0.00911174699983422,0.0128294201444961,0.0164421231371455,0.0208452764226818,0.0280835180501365,0.0305455356145317,0.0319714499185589,0.0343741260204446
AIC0162102180358,0.000149556515886552,0.000211693962191275,0.000234271921350125,0.000284252342902536,0.000307317315789806,0.000388919101969245,0.000424824489776228,0.000637298457791513,0.000933329707832466,0.00192924042884261,0.00257675685387371,0.00298310449203469,0.00365482929018447,0.00440954404364449,0.00463368528321852,0.00476921052792495,0.00494038369431277,0.00514565318603784,0.00529888017497339,0.00533667932330886
AIC0172009271313,0.0001644951795601,0.000844058787652138,0.00106762102210657,0.00160551723465075,0.00224848895428761,0.00304772498082748,0.00344313686070773,0.00374124292295575,0.00549317876195858,0.0112274254695534,0.0331333217985858,0.0456618465015881,0.0642126216843333,0.0710087611086029,0.076106378738012,0.080754690695038,0.0848633463462623,0.0866806915338419,0.0908733259116248,0.0937273231389483
AIC0172104050622,0.00131432712137239,0.00150660424312015,0.00191522202905335,0.00213473133007197,0.00238053679671411,0.00251427999752512,0.00438701090554261,0.00666468115630077,0.00800036930711861,0.00844037786371753,0.00869305281297019,0.00908842015459808,0.00951084778089406,0.00981547733292727,0.00988815861789133,0.00994444554772239,0.0100672966972032,0.0101262826273519,0.0101554521962016,0.0101825835626806
AKT0011901261723,0.000398922570694897,0.00287086297824787,0.00553288177903125,0.00590027542725227,0.00642203377522434,0.006895653710307,0.00720508603830126,0.00742670357186583,0.00774521291537694,0.00795312975458672,0.00807387403645354,0.00822320236311402,0.00836626617801613,0.00853222824528616,0.00862718640692378,0.00921322979104627,0.0105306861544772,0.0116087916741422,0.0124221925090347,0.0153029059664146
AKT0011912191521,0.0006476556345853,0.00109376196570274,0.00121591863438943,0.00131818177521709,0.00176713142610497,0.00221698339098579,0.00285043090829371,0.00304676821540604,0.00318394601136431,0.00335585526330958,0.00350493117136102,0.0040471899958497,0.00432366816919211,0.0103795232005009,0.0140935459322461,0.0166701546790344,0.0187269906898749,0.0191052704969173,0.019585677791168,0.0199462408179479
AKT0012011060451,4.85268371727998e-05,7.6916741277122e-05,0.0001001444121309,0.000119441407108986,0.000277347240852372,0.000452487356421844,0.000500103983493811,0.000535490338547981,0.000552753261371502,0.000599812245786403,0.000629833730685382,0.00065898298689777,0.000675825377716839,0.000688624931762125,0.000698592226248998,0.00070537312167192,0.000708446508222346,0.000713057929550415,0.000718005099735527,0.000721228927295986
AKT0012012121619,0.000319277649628809,0.000803115250187566,0.00123966946456911,0.00145016831097245,0.00163032834212814,0.00179744317533853,0.00193606944600595,0.00211663770038476,0.00222948832170474,0.00233876513937403,0.00246123208692968,0.00260735450264468,0.00293793254862102,0.00308201300475279,0.00372350896939532,0.00429033001560071,0.00493172529721153,0.00535003015563149,0.00591377080206043,0.00622468753830641
AKT0012012210223,0.00938593923210098,0.0201575922102466,0.0270965381591144,0.0316881630464064,0.0363280951453705,0.039956240198939,0.0421223391232911,0.0439213817413938,0.0447407485910298,0.0464468110413781,0.0475479455001386,0.0485155530488845,0.0495939800410221,0.0509919884602843,0.0531528359673879,0.0555045306550148,0.0561523461577525,0.0571949254883687,0.0592038815552266,0.0740318017522746
AKT0021901261723,0.000340757816890774,0.00160758357390381,0.00299183199469804,0.00416774663981387,0.00507775489090315,0.00573051430709555,0.00601136576188905,0.00642531167240394,0.00676261088263531,0.00720979974646727,0.00771744294997103,0.00820601015702908,0.00867768609556495,0.00903199702070285,0.0092729285061356,0.00966220179206431,0.0100188029023428,0.0113179885440918,0.0132695738408137,0.0150592264236263
AKT0021908151433,0.00219865061623972,0.00927881931903105,0.0110871652621238,0.0124893310791502,0.0133234614497585,0.0140649407304245,0.0152606314528136,0.0161773009121787,0.0171626694884409,0.0173896084525157,0.0176406520231791,0.0178269025533857,0.0180318296766682,0.0183186985503604,0.0189955211024201,0.0197203603176685,0.0206172574636817,0.021180276834167,0.0216002815672963,0.0226851141898672
AKT0021912191521,0.00066527688715046,0.000973735030116876,0.00149793684373385,0.00163044422973656,0.00184219659762703,0.00232660141953738,0.00256998085638721,0.00286378565261817,0.00324792304240005,0.00369242147701739,0.00406302415462812,0.00436761019645803,0.00619014008504921,0.00692607453665553,0.00742208065249537,0.00990329886359029,0.0113853811896708,0.0148973395959406,0.017338847608544,0.019212044990466
AKT0022011060451,0.00083545822973015,0.00148363313672488,0.00174382371779333,0.00192202528323717,0.00234913242961561,0.00262374893821977,0.00291644667827188,0.00312642003109635,0.00321972047546626,0.00339368988703409,0.00365238202301252,0.00396196625515654,0.00407074113764089,0.00417423408221448,0.00424061335522607,0.00433442108441361,0.00459114751108741,0.00472123452749069,0.00488859314654121,0.00504191897724462
