FileName,real_id2_total_1,real_id2_total_2,real_id2_total_3,real_id2_total_4,real_id2_total_5,real_id2_total_6,real_id2_total_7,real_id2_total_8,real_id2_total_9,real_id2_total_10,real_id2_total_11,real_id2_total_12,real_id2_total_13,real_id2_total_14,real_id2_total_15,real_id2_total_16,real_id2_total_17,real_id2_total_18,real_id2_total_19,real_id2_total_20
AIC0011903090108,1.18411893916896e-05,1.66782898575425e-05,2.16231338883058e-05,2.63152733512423e-05,3.80131425589764e-05,0.0019473388404252,0.00276660015141421,0.00297881486631205,0.00325373572533621,0.00347850966837273,0.00373175026720891,0.00390484324286957,0.00403148171375444,0.00409161453816155,0.00419522101744154,0.00422959048476464,0.00435381536159576,0.00444292663384975,0.00446796068337198,0.0045403899686206
AIC0012009271313,4.49936389438025e-05,0.000132158213461491,0.000157066455920669,0.000176576251845242,0.00020841379740979,0.000236400967865703,0.000268506826411114,0.00030614412985725,0.000328213216384585,0.000360626699699178,0.000383385945306303,0.000460992068552004,0.00457133223793886,0.010043267429271,0.0112757539325214,0.0138975627916516,0.0158449720799802,0.0177702063299341,0.019422212684505,0.0204266308112037
AIC0012010190328,9.94818649308687e-07,1.86330054181371e-06,2.6740059334208e-06,3.14952829975855e-06,3.77748016781402e-06,1.96865741319218e-05,3.25239483665425e-05,3.90179185676944e-05,4.83914089487621e-05,5.27446856020365e-05,5.76653028188063e-05,6.00847640908127e-05,6.20658317110078e-05,6.52946597219667e-05,6.89301132366589e-05,7.06878009167624e-05,7.27142864988823e-05,7.39399340403344e-05,7.57815818495765e-05,7.74104283204668e-05
AIC0021903090108,1.33219634139113e-06,2.36076384689774e-06,3.31180113587527e-06,3.75459564570234e-06,4.38010453039015e-06,0.000766301532055683,0.0011145682743202,0.00114009144373396,0.00115340688301638,0.00116753225499437,0.00118249825166941,0.00118852833054114,0.00119238093626319,0.00119501488955694,0.00119728684247312,0.00119987311854789,0.00120182273623115,0.00120334720373872,0.00120554390614882,0.00120702554633982
AIC0022009271313,7.42594584770016e-05,8.80497974206454e-05,9.54593130254863e-05,0.000101974916766483,0.000107881429430972,0.000111223609168347,0.000117277126769237,0.000120631559337712,0.000124219040417828,0.000128541543608445,0.0019805477958544,0.00475993400776302,0.00550195019600574,0.00574705478838371,0.00585707153941766,0.00598055232974567,0.00605331134767391,0.0060855032841737,0.00611296365396453,0.00618067273266215
AIC0031903090108,1.60555045085301e-06,3.74721092729711e-06,5.92825663084283e-06,6.97921363580456e-06,9.47187181391403e-06,6.89883222777445e-05,0.00127241550080723,0.00219651051486948,0.00234079343910361,0.0025198741338376,0.00275584339356148,0.00293120865347111,0.00300331857233477,0.00308389413036571,0.00321640976040163,0.00337655777310214,0.0035191752283577,0.00362065366316695,0.00366738460927726,0.00374558607721533
AIC0032006171503,2.98487820362507e-06,1.2935729891086e-05,1.87460067783514e-05,3.50267506866087e-05,0.000113593637008418,0.000227993524288986,0.000286892640677114,0.000347016386517908,0.00039903873516747,0.000477685516666579,0.000777057910133513,0.00102336544320554,0.00113162368611417,0.00122766748070032,0.00146241542791441,0.00180908906499213,0.00194102566150452,0.00217844304490221,0.00239144399758092,0.0024663753404172
AIC0032010190328,1.37717363510615e-06,1.84491163128309e-06,2.12585434882164e-06,3.09593374655883e-06,5.81014877987782e-06,2.02432681715272e-05,4.00142894398513e-05,4.77030981540145e-05,5.30466693075626e-05,6.0514864588585e-05,6.72042051316347e-05,7.23527723347536e-05,7.58115581486358e-05,7.999234456045e-05,8.3569420895675e-05,8.57814055858429e-05,9.07082892334774e-05,9.52827440053779e-05,0.000100895966345545,0.000103238461726462
AIC0041903090108,7.4512742689127e-06,1.25664751908009e-05,1.77481771789921e-05,2.07571938534696e-05,2.1852664392263e-05,2.53282491283981e-05,2.78274568360203e-05,0.000478124806946542,0.000601216575362071,0.000690573494267321,0.000800026648363101,0.000903894084466424,0.000945789783639692,0.00100392226245399,0.00105758907517278,0.00111716675184185,0.00115666550900224,0.00119571817901194,0.00125960114405308,0.00129610719946955
AIC0042009271313,8.51389720438457e-05,0.000155898522225497,0.000232872326233663,0.000247143053189078,0.000292186177067792,0.000350937408093738,0.000397859396217017,0.000463204352383251,0.000490414961925079,0.00055716551692113,0.00113905346692646,0.00166383053335848,0.00216259678175009,0.00242953594187425,0.00274391208849118,0.00302948647400498,0.00333055614040764,0.00355325108426886,0.00377028915839394,0.003855159663012
AIC0042010190328,6.91268911442016e-07,1.17555514308493e-06,1.78920169966786e-06,2.41125785858654e-06,2.93695269554308e-06,4.55537303607806e-06,4.71561574982443e-05,6.6598533515733e-05,7.88819283342609e-05,0.000104427604430976,0.000120782379845938,0.000130472028668961,0.000141165606770849,0.000150857217370299,0.00015707131058039,0.000164736276004305,0.000170174221867194,0.000175028370778237,0.000180208406688065,0.000183054925481109
AIC0042102180358,3.35774871674061e-06,5.83465757782756e-06,7.44714204528294e-06,8.5824591293636e-06,9.60135973190291e-06,1.79139978780401e-05,0.000188715389626317,0.000211984992986742,0.000262881342737643,0.000291339686332936,0.000309531237839968,0.000326202470886114,0.000356015094674726,0.000388791883367394,0.000405196304042906,0.000421639179958192,0.000439395434492307,0.000446735723757851,0.000461187298873025,0.000470323269713036
AIC0042104050622,1.43613695299868e-06,1.9208080390119e-06,2.32226309270466e-06,3.16323350423308e-06,3.49955886480127e-06,4.58965329414684e-06,5.19023887712441e-06,5.83948325501671e-06,6.54117473118106e-06,7.76116204025749e-06,2.10463383968234e-05,2.84466209267926e-05,3.41786418104593e-05,3.93685260649636e-05,4.44375638030786e-05,4.74539374726736e-05,5.22044529785925e-05,5.61333825324053e-05,6.09536959589756e-05,6.60049765619518e-05
AIC0051903090108,7.17135731553916e-07,1.43651287024586e-06,1.87603308642595e-06,2.23121447247495e-06,2.45489049967621e-06,3.1152107485719e-06,3.84087533890456e-06,2.84871703707192e-05,5.11787872179979e-05,6.57925108333842e-05,7.418243275268e-05,7.76641894503587e-05,8.10158247468164e-05,8.26663156552271e-05,8.44616742989999e-05,8.58815411300835e-05,8.66388990111675e-05,8.70025104676444e-05,8.79526715187348e-05,8.8704478680096e-05
AIC0052009271313,5.14713912237605e-05,6.09320591920451e-05,6.48198281541218e-05,7.0323377639862e-05,8.14981413140494e-05,9.23300498784587e-05,0.000104198206394233,0.000111021896833628,0.000891708889218984,0.00112977205691808,0.00116769485840904,0.00120269028014339,0.00125372635991068,0.00128743663878415,0.00132043389780419,0.00134444072175426,0.00136342828958986,0.00138945620281016,0.00141068503099372,0.00142420295294994
AIC0052010190328,4.10589968520438e-07,9.14248511864445e-07,1.64418092044631e-06,2.45076980646331e-06,3.10256554545172e-06,3.46746795562875e-06,3.83884975269419e-06,7.41620352248798e-06,1.02137565207901e-05,1.2766750470013e-05,1.41624361957248e-05,1.53805247825357e-05,1.60735477655704e-05,1.65530602553734e-05,1.72560201212865e-05,1.83981783323469e-05,1.94905762800043e-05,2.01347464041723e-05,2.090904971181e-05,2.14991473441801e-05
AIC0052102180358,1.34911687257024e-06,2.02160978706666e-06,2.15408774832825e-06,2.38418074415288e-06,7.85059523286119e-06,1.33769994813078e-05,1.57125536670663e-05,1.72834774742578e-05,1.81360689861737e-05,1.86656594188733e-05,1.97142224791961e-05,2.09466915816847e-05,2.13100908171886e-05,2.1809127197725e-05,2.22593961201204e-05,2.29244126219977e-05,2.31484949296728e-05,2.3405602214775e-05,2.45073679736781e-05,2.58945029429931e-05
AIC0061903090108,1.79879761908908e-06,2.58486503750953e-06,3.17456180238818e-06,3.64843444483516e-06,5.09376106981357e-06,6.42608105798309e-06,7.60800577750055e-06,8.22345627592252e-06,8.65817820432405e-06,1.09151584757221e-05,5.20968953721066e-05,0.000124754964642442,0.000147178000341886,0.00016009571820262,0.000172188812546134,0.000179394983300351,0.000185510329069563,0.00018771785660542,0.000190390813480355,0.000192168137135866
AIC0062009271313,2.00995073447247e-05,3.05960242643739e-05,5.24525004008085e-05,7.5873268443053e-05,9.23261257652549e-05,0.000117848725524797,0.00410093385400838,0.00516272971226676,0.00596850574829326,0.00626878910945319,0.00670586779057085,0.00680389520474381,0.00688531851118213,0.00695679620168322,0.00702840633464502,0.00707448340770292,0.00711356539313534,0.00714583763134529,0.00721145528756601,0.00724121956488101
AIC0062104050622,5.19902866963788e-06,7.98657297469449e-06,1.01332067844152e-05,1.27176229722723e-05,1.50662741992392e-05,1.87483749049741e-05,2.21492699695135e-05,2.39478691729339e-05,0.00014843954815076,0.000268083370528092,0.00034965284916826,0.000377452890282047,0.000387287535497092,0.000392860718521186,0.000396072695512523,0.000398434564066644,0.000400774559973462,0.000403403591401487,0.000404923950272231,0.000406416738352717
AIC0081903090108,3.79459262603756e-07,8.5130355484262e-07,1.53946361931095e-06,2.57903561990745e-06,3.79521761806263e-06,4.9704294274877e-06,6.09026766653893e-06,6.63524026983355e-06,6.89994197496091e-06,7.36510137594576e-06,1.1997110293976e-05,4.64006154885285e-05,6.60862227321911e-05,7.47405919364191e-05,8.05177773037397e-05,8.51893926403763e-05,8.79329364833776e-05,9.08227720069483e-05,9.31758998841963e-05,9.52810837004618e-05
AIC0081908311803,5.92399464896793e-08,2.52966762945045e-07,5.60317234888378e-07,8.04915978255265e-07,9.25249224612932e-07,9.92171355012583e-07,1.23688131402441e-06,1.91562232187595e-06,2.87561911418183e-06,3.43364479433737e-06,3.67534357048839e-06,3.88646716892435e-06,5.29710691461929e-06,7.69090883035005e-06,9.1796092586849e-06,9.87242578470158e-06,1.05232707892797e-05,1.07848296748024e-05,1.11303552328921e-05,1.19668538651816e-05
AIC0081910020215,6.27103637235032e-07,1.20203457760806e-06,1.81914523806763e-06,2.29317671838438e-06,2.58613381727958e-06,2.82235938901558e-06,2.97829198864815e-06,1.15479804498532e-05,1.62560193366485e-05,1.75612668520392e-05,1.82923615350277e-05,1.89931636254435e-05,1.95060631591209e-05,2.0212720288914e-05,2.07414095664124e-05,2.12497200692187e-05,2.17201307506309e-05,2.23224344620989e-05,2.32296548755316e-05,2.42957449639762e-05
AIC0082003211358,2.31214324055257e-06,3.73556302839634e-06,4.34947923425145e-06,4.69976699276279e-06,5.04367970376154e-06,5.42466227202709e-06,5.96299410782869e-06,7.82204603798267e-06,1.57946557325974e-05,1.87119895537139e-05,2.05677759613821e-05,2.22314920399757e-05,2.36162152036606e-05,2.50472551859254e-05,2.63599773526607e-05,2.76851362155108e-05,2.88554314980004e-05,2.96146295037974e-05,3.0798511735121e-05,3.21988416487964e-05
AIC0082004231344,1.00192686025784e-06,4.28429643423255e-06,7.8351573370822e-06,1.28060242728122e-05,2.64927341253342e-05,4.27353675666243e-05,4.49421808602369e-05,5.58469570385369e-05,6.06835152633164e-05,6.25119577212111e-05,6.3067364415406e-05,6.35432468228011e-05,6.57837445848556e-05,6.89041763640748e-05,0.000100688009025248,0.000130952813766618,0.000207198073014842,0.000266857275250743,0.000718903764750608,0.00146244624884365
AIC0082009271313,2.36340170719574e-05,3.64183538560582e-05,6.60902553911008e-05,8.19650757330681e-05,9.7890318323942e-05,0.00209251557406031,0.00347906317501078,0.00483273852020101,0.00502092816554439,0.00516380058721849,0.00537330375711691,0.00550645617834675,0.00560568275840431,0.00572535051655729,0.00581812667498897,0.0058806796699246,0.00592422740827772,0.00595677899358228,0.00598927153396601,0.00602640946109709
AIC0082010190328,2.06493338220142e-07,6.14262257681542e-07,7.94642943051146e-07,9.83855691657244e-07,1.10791901864313e-06,1.2960650261901e-06,1.55899290717632e-06,2.00337123945268e-06,2.65210710113659e-06,3.16037812114095e-06,6.72731682953476e-06,1.07899611231786e-05,1.44983667314504e-05,1.66253245395903e-05,1.80347202062671e-05,1.95477643064393e-05,2.08017484962936e-05,2.1348326061127e-05,2.1676649524636e-05,2.2004298413849e-05
AIC0082102180358,3.43542306434614e-07,9.71524078460175e-07,1.94608423618726e-06,2.95966546388111e-06,3.62528972269831e-06,1.36982412865857e-05,2.01005194909063e-05,2.2197231994603e-05,2.34104478179323e-05,2.47092463089506e-05,2.64202186094537e-05,2.83390387820114e-05,2.96982288426367e-05,3.14823794545269e-05,3.25055452233503e-05,3.3484514435505e-05,3.41921367112191e-05,3.49528340126067e-05,3.61602027768253e-05,3.75917810705055e-05
